,neighborhood,title,price,bedrooms,pid,longitude,subregion,link,latitude,sqft,month,day,year,blockfips,countyfips,countyname,price_sqft,price_sqft_cat
307,pacific heights,RENOVATED 3 BEDROOM + OFFICE EDWARDIAN FLAT STEPS TO FILLMORE STREET!,5400.0,3.0,4075236812,-122.430356,SF,/sfc/apa/4075236812.html,37.788368,1500.0,Sep,18,2013,60750152002005,6075,San Francisco,3.6,4
308,russian hill,Pefect Rental for Short Term Needs,3900.0,1.0,4058799564,-122.418462,SF,/sfc/apa/4058799564.html,37.796287,800.0,Sep,18,2013,60750109002004,6075,San Francisco,4.875,4
309,mission district,Liberty Hill - Mission Garden Furnished 1/br,5200.0,1.0,4065934329,-122.25,SF,/sfc/apa/4065934329.html,37.5,1200.0,Sep,18,2013,60816091002041,6081,San Mateo,4.333333333333333,4
311,pacific heights,Condo is Across the Street from Lafayette Park!,4100.0,1.0,4074031061,-122.425802,SF,/sfc/apa/4074031061.html,37.790874,930.0,Sep,17,2013,60750131021002,6075,San Francisco,4.408602150537634,4
315,alamo square / nopa,One Bedroom,3600.0,1.0,4060740320,-122.43911399999999,SF,/sfc/apa/4060740320.html,37.78152,750.0,Sep,17,2013,60750158012008,6075,San Francisco,4.8,4
316,SOMA / south beach,No More Second Thoughts - Channel Is The Obvious Choice!,3248.0,1.0,4074085284,-122.389948,SF,/sfc/apa/4074085284.html,37.773903000000004,644.0,Sep,17,2013,60750607001028,6075,San Francisco,5.043478260869565,4
320,SOMA / south beach,Bright 1 Bedroom with large Balcony too!,3186.0,1.0,4076006317,-122.39666899999999,SF,/sfc/apa/4076006317.html,37.773167,740.0,Sep,18,2013,60750607001036,6075,San Francisco,4.305405405405406,4
321,lower pac hts,$3700 / 1br - 950ft² - Corner Unit / Downtown view / Balcony / Parking,3700.0,1.0,4075986599,-122.424687,SF,/sfc/apa/4075986599.html,37.785334999999996,950.0,Sep,18,2013,60750159001000,6075,San Francisco,3.8947368421052633,4
329,sunset / parkside,"2BR 1BA Apartment, Outer Sunset, Immaculate! *PHOTOS!*",2400.0,2.0,4075542867,-122.50825800000001,SF,/sfc/apa/4075542867.html,37.763037,700.0,Sep,18,2013,60750352021008,6075,San Francisco,3.4285714285714284,4
331,castro / upper market, Cottage/ Castro Area,4500.0,2.0,4062744608,-122.432794,SF,/sfc/apa/4062744608.html,37.761021,1500.0,Sep,18,2013,60750206004001,6075,San Francisco,3.0,3
334,SOMA / south beach,"We Offer Great Amenities Including A Heated Pool, Sundeck & Spa!",3055.0,1.0,4073783649,-122.3971,SF,/sfc/apa/4073783649.html,37.7621,564.0,Sep,17,2013,60750227022005,6075,San Francisco,5.416666666666667,4
336,lower pac hts,Lower Pacific Heights 2x2 Oct. 20th,3807.0,2.0,4073776000,-122.435653,SF,/sfc/apa/4073776000.html,37.785028999999994,925.0,Sep,17,2013,60750155002002,6075,San Francisco,4.115675675675676,4
338,twin peaks / diamond hts,Completely Remodeled 1 Bed w/Parking & Views,2100.0,1.0,4073749701,-122.444872,SF,/sfc/apa/4073749701.html,37.749118,650.0,Sep,17,2013,60750204021000,6075,San Francisco,3.230769230769231,4
339,hayes valley,"Sunday, 12:00 - 1:00 OPEN HOUSE",3850.0,2.0,4073730808,-122.42936599999999,SF,/sfc/apa/4073730808.html,37.775110999999995,1200.0,Sep,17,2013,60750163002005,6075,San Francisco,3.2083333333333335,3
341,lower nob hill,Lower Nob Hill Is A Great Area To Live! Studios Available! ,2255.0,,4073710460,-122.41916100000002,SF,/sfc/apa/4073710460.html,37.788845,420.0,Sep,17,2013,60750120001002,6075,San Francisco,5.369047619047619,4
343,russian hill,A UNIQUE REDUCED! Spectacular northeast corner condo with views at the,3900.0,1.0,4073398706,-122.4186,SF,/sfc/apa/4073398706.html,37.7917,907.0,Sep,17,2013,60750111002001,6075,San Francisco,4.299889746416759,4
344,SOMA / south beach,Start your fall in style! ,2971.0,1.0,4073528160,-122.39666899999999,SF,/sfc/apa/4073528160.html,37.773167,565.0,Sep,17,2013,60750607001036,6075,San Francisco,5.258407079646018,4
345,inner sunset / UCSF,Wonderful 665 SqFt Apt. with Private Patio or Balcony,2720.0,1.0,4073524046,-122.462864,SF,/sfc/apa/4073524046.html,37.75954,665.0,Sep,17,2013,60750301021008,6075,San Francisco,4.090225563909774,4
347,inner sunset / UCSF,Remodeled 1x1 w/Balcony & Golden Gate Park Views! Call Now!,2885.0,1.0,4073512099,-122.4718,SF,/sfc/apa/4073512099.html,37.765688,644.0,Sep,17,2013,60750302011000,6075,San Francisco,4.479813664596273,4
348,SOMA / south beach,2ba: 3000 Square Foot Live / Work Space. Howard @ 12th *Ready* ,6800.0,2.0,4073474148,-122.4169,SF,/sfc/apa/4073474148.html,37.771724,3000.0,Sep,17,2013,60750177002014,6075,San Francisco,2.2666666666666666,2
349,bernal heights,Beautiful Views! Stylish Mid-Century Modern w/ Sun Deck and Hot Tub! ,4750.0,2.0,4073428401,-122.415764,SF,/sfc/apa/4073428401.html,37.745494,1200.0,Sep,17,2013,60750252002007,6075,San Francisco,3.9583333333333335,4
350,SOMA / south beach,"2-level, 1 Bd w/office mezzanine, prkng & private roof area",5100.0,1.0,4065947596,-122.4018,SF,/sfc/apa/4065947596.html,37.7915,1440.0,Sep,17,2013,60750117001026,6075,San Francisco,3.5416666666666665,4
351,SOMA / south beach,"Great view on the10th floor, Amazing price and great Location!",3325.0,1.0,4076640396,-122.39305,SF,/sfc/apa/4076640396.html,37.777138,854.0,Sep,18,2013,60750607001005,6075,San Francisco,3.8934426229508197,4
353,SOMA / south beach,Calling all Giants Fans!,4222.0,2.0,4075725519,-122.39666899999999,SF,/sfc/apa/4075725519.html,37.773167,1095.0,Sep,18,2013,60750607001036,6075,San Francisco,3.8557077625570777,4
365,excelsior / outer mission,"Remodeled 3BR, with Hardwood floors, New Kitchen & New Bathroom",3050.0,3.0,4074513008,-122.4388,SF,/sfc/apa/4074513008.html,37.6875,1250.0,Sep,17,2013,60816001001031,6081,San Mateo,2.44,2
368,SOMA / south beach,"unfurnished 2br/2ba unit w parking, balcony and bay view @The Infinity",6000.0,2.0,4056580582,-122.39185800000001,SF,/sfc/apa/4056580582.html,37.789369,1310.0,Sep,18,2013,60750615003010,6075,San Francisco,4.580152671755725,4
369,potrero hill,Beautiful luxury 1BD house w/ Deck & Garden available December 2013,3300.0,1.0,4076251784,-122.4068,SF,/sfc/apa/4076251784.html,37.757762,1000.0,Sep,18,2013,60750228022004,6075,San Francisco,3.3,4
371,north beach / telegraph hill,Temporary Housing - Singe Family Home,5800.0,1.0,4070744656,-122.40633899999999,SF,/sfc/apa/4070744656.html,37.800795,1200.0,Sep,18,2013,60750106001001,6075,San Francisco,4.833333333333333,4
372,north beach / telegraph hill,Temporary Housing - Singe Family Home,5800.0,1.0,4070748103,-122.40633899999999,SF,/sfc/apa/4070748103.html,37.800795,1200.0,Sep,18,2013,60750106001001,6075,San Francisco,4.833333333333333,4
375,pacific heights,Top floor View of the Bay ,6700.0,2.0,4044502246,-122.43365800000001,SF,/sfc/apa/4044502246.html,37.796367,1600.0,Sep,18,2013,60750130003005,6075,San Francisco,4.1875,4
377,marina / cow hollow,"$4500 Beautiful, large 2 bd upper flat",4500.0,2.0,4075158756,-122.437206,SF,/sfc/apa/4075158756.html,37.802954,1800.0,Sep,18,2013,60750126011009,6075,San Francisco,2.5,2
378,SOMA / south beach,1bb/1ba,2750.0,1.0,4075006067,-122.390574,SF,/sfc/apa/4075006067.html,37.784186,702.0,Sep,18,2013,60750615006006,6075,San Francisco,3.9173789173789175,4
379,potrero hill,2 BD / 2 BA for rent (Dogpatch),4225.0,2.0,4074018172,-122.38864,SF,/sfc/apa/4074018172.html,37.761324,761.0,Sep,17,2013,60750226001022,6075,San Francisco,5.551905387647832,4
380,SOMA / south beach,Spacious 1BR with Modern Interior. Move in: 10/7/13,3434.0,1.0,4074125780,-122.39133600000001,SF,/sfc/apa/4074125780.html,37.78758,825.0,Sep,17,2013,60750615003011,6075,San Francisco,4.162424242424242,4
384,USF / panhandle,"Modern Kit, 1917 Charm, Hdwd, New Paint, Pkg",2295.0,1.0,4027489074,-122.438552,SF,/sfc/apa/4027489074.html,37.778724,800.0,Sep,17,2013,60750158021003,6075,San Francisco,2.86875,3
385,SOMA / south beach,Spacious 2 BR in the Fabulous Yerba Buena Neighborhood! ,4570.0,2.0,4074101152,-122.3971,SF,/sfc/apa/4074101152.html,37.7621,1098.0,Sep,17,2013,60750227022005,6075,San Francisco,4.162112932604736,4
386,bernal heights,2 bedroom Victorian House - panoramic bridge to bridge view!,4275.0,2.0,4048454356,-122.416409,SF,/sfc/apa/4048454356.html,37.745958,1300.0,Sep,17,2013,60750252002006,6075,San Francisco,3.2884615384615383,4
387,SOMA / south beach,"CLEAN, secure, studio unfurnished",1950.0,,4074064676,-122.40731399999999,SF,/sfc/apa/4074064676.html,37.779015,500.0,Sep,17,2013,60750178021008,6075,San Francisco,3.9,4
391,glen park," San francisco/d,close to BART/Bus/CCSF,firstfloorPrivateApt",850.0,1.0,4075965782,-122.434173,SF,/sfc/apa/4075965782.html,37.708338,200.0,Sep,18,2013,60750263022012,6075,San Francisco,4.25,4
396,sunset / parkside,*4 Bedroom 2 Bath Home close to Beach & Park *,4500.0,4.0,4046495023,-122.49427,SF,/sfc/apa/4046495023.html,37.762806,1993.0,Sep,18,2013,60750327007002,6075,San Francisco,2.2579026593075766,2
397,financial district,"Apply Today, Hardwood Floors, Walk In Closets, Huge Windows",3290.0,,4075553742,-122.39231399999998,SF,/sfc/apa/4075553742.html,37.791474,437.0,Sep,18,2013,60750615003005,6075,San Francisco,7.528604118993135,4
399,inner sunset / UCSF,Fabulous 1x1 That Could Be Yours Now! Visit Today!,2885.0,1.0,4075548671,-122.4718,SF,/sfc/apa/4075548671.html,37.765688,644.0,Sep,18,2013,60750302011000,6075,San Francisco,4.479813664596273,4
400,lower pac hts,"October 9th, court yard view: 1x1 ",2801.0,1.0,4075541344,-122.43556699999999,SF,/sfc/apa/4075541344.html,37.784960999999996,625.0,Sep,18,2013,60750155002002,6075,San Francisco,4.4816,4
401,marina / cow hollow,3br/2.5ba ►Remodeled Owners VIEW penthouse Condo! ►Furn/Unfurn ,9999.0,3.0,4029363456,-122.440798,SF,/sfc/apa/4029363456.html,37.798324,2735.0,Sep,18,2013,60750128001008,6075,San Francisco,3.655941499085923,4
403,ingleside / SFSU / CCSF,Lakeside home for large family,4795.0,4.0,4049366044,-122.473869,SF,/sfc/apa/4049366044.html,37.725583,1950.0,Sep,18,2013,60750309007002,6075,San Francisco,2.458974358974359,2
408,SOMA / south beach,1BR/1BA Extra Large Furnished Condo near Caltrain *Park Terrace*,3780.0,1.0,4035693674,-122.395577,SF,/sfc/apa/4035693674.html,37.774031,890.0,Sep,17,2013,60750607001008,6075,San Francisco,4.247191011235955,4
410,lower pac hts,Large & Bright 1 BD Priv Balcony Central Location Pets OK,2750.0,1.0,4073622133,-122.424858,SF,/sfc/apa/4073622133.html,37.786196000000004,703.0,Sep,17,2013,60750155001000,6075,San Francisco,3.9118065433854907,4
411,castro / upper market,Furnished 1 bed/1 bath with city views from back deck,3300.0,1.0,4063274053,-122.43466599999999,SF,/sfc/apa/4063274053.html,37.767373,1000.0,Sep,17,2013,60750169002001,6075,San Francisco,3.3,4
412,noe valley,"*Open House* Tues 9/17, 5:30pm to 6pm, Spacious 2 bedroom top unit.",3250.0,2.0,4073689825,-122.432585,SF,/sfc/apa/4073689825.html,37.749781,1400.0,Sep,17,2013,60750214003002,6075,San Francisco,2.3214285714285716,2
413,1059 Leavenworth,Beautiful Studio,2400.0,,4073680556,-122.25,SF,/sfc/apa/4073680556.html,37.5,370.0,Sep,17,2013,60816091002041,6081,San Mateo,6.486486486486487,4
414,ingleside / SFSU / CCSF,Luxury Condo 3/2.5 Great Location ,3150.0,3.0,4073501667,-122.454283,SF,/sfc/apa/4073501667.html,37.723492,1600.0,Sep,17,2013,60750312012002,6075,San Francisco,1.96875,1
416,SOMA / south beach,"Stunning new construction Jr. 1 Bedroom apartment 400sf, with parking!",2150.0,1.0,4073437335,-122.410063,SF,/sfc/apa/4073437335.html,37.774992,400.0,Sep,17,2013,60750178021013,6075,San Francisco,5.375,4
418,SOMA / south beach,Luxury Penthouse with Incredible Views - ReLISTO,9500.0,3.0,4063074324,-122.39936999999999,SF,/sfc/apa/4063074324.html,37.785899,1975.0,Sep,17,2013,60750615002008,6075,San Francisco,4.810126582278481,4
419,san jose west,Spacious One Bedroom Apartment your dog will love his fenced yard,1650.0,1.0,4061035439,-121.93726799999999,South Bay,/sby/apa/4061035439.html,37.336740999999996,650.0,Sep,18,2013,60855058001006,6085,Santa Clara,2.5384615384615383,2
420,santa clara,One Click away from the apartment home of your dreams!,2223.0,2.0,4075806699,-122.00057,South Bay,/sby/apa/4075806699.html,37.356241,1020.0,Sep,18,2013,60855085071002,6085,Santa Clara,2.179411764705882,2
421,san jose downtown,Urban Life Reinvented in our Popular Loft Style home Available Nov. 16,2414.0,1.0,4075774600,-121.898804,South Bay,/sby/apa/4075774600.html,37.326489,994.0,Sep,18,2013,60855008002018,6085,Santa Clara,2.4285714285714284,2
422,santa clara,2x2 LUXURY APARTMENTS *Adora Collection*Available NOW!! CALL US :),2365.0,2.0,4075780930,-121.99316999999999,South Bay,/sby/apa/4075780930.html,37.351084,942.0,Sep,18,2013,60855054012004,6085,Santa Clara,2.510615711252654,2
424,san jose downtown,Enjoy Our Prime Location in San Jose. 2 Bedroom Townhome avail. 10/7,3044.0,2.0,4075963561,-121.89755900000002,South Bay,/sby/apa/4075963561.html,37.326864,1296.0,Sep,18,2013,60855008002018,6085,Santa Clara,2.3487654320987654,2
425,san jose east,Welcome Home to this beautifully crafted 2 bedroom.,1875.0,2.0,4075895379,-121.854881,South Bay,/sby/apa/4075895379.html,37.362105,834.0,Sep,18,2013,60855037093001,6085,Santa Clara,2.2482014388489207,2
426,san jose east,Evergreen Valley Home With Spectacular View of Foothills!,2450.0,3.0,4075937552,-121.79556200000002,South Bay,/sby/apa/4075937552.html,37.320141,1320.0,Sep,18,2013,60855033152000,6085,Santa Clara,1.856060606060606,1
427,san jose west,Spacious 2x1 with large enclosed patio!,1945.0,2.0,4047988024,-121.91796699999999,South Bay,/sby/apa/4047988024.html,37.310642,850.0,Sep,18,2013,60855021022009,6085,Santa Clara,2.288235294117647,2
428,santa clara,"Charming and Spacious Home with Big Yard, Show 9/21 1:00 p.m. to 3:00 ",3700.0,3.0,4076357672,-121.95555900000001,South Bay,/sby/apa/4076357672.html,37.339131,1448.0,Sep,18,2013,60855059001006,6085,Santa Clara,2.5552486187845305,2
429,campbell,"Spacious 2x2 Apt, Pergo, Granite, Pool, Fitness , Assigned Parking",1795.0,2.0,4076339313,-121.958199,South Bay,/sby/apa/4076339313.html,37.269425,900.0,Sep,18,2013,60855067023001,6085,Santa Clara,1.9944444444444445,1
430,san jose downtown,Beautiful condo available immediatey,1995.0,2.0,4071157511,-121.86845500000001,South Bay,/sby/apa/4071157511.html,37.327476000000004,1140.0,Sep,18,2013,60855031121001,6085,Santa Clara,1.75,1
431,san jose downtown,Great Apartment in the heart of downtown San Jose,1700.0,1.0,4076170892,-121.911375,South Bay,/sby/apa/4076170892.html,37.363735,625.0,Sep,18,2013,60855051001017,6085,Santa Clara,2.72,3
432,santa clara,#129 Available now in a pet friendly community,2196.0,2.0,4076166408,-121.95016799999999,South Bay,/sby/apa/4076166408.html,37.337340999999995,925.0,Sep,18,2013,60855058004008,6085,Santa Clara,2.3740540540540542,2
433,san jose north,"Large, Open Modern Home in San Jose Commodore Neighborhood Avail 9/16!",2950.0,4.0,4019788786,-121.863956,South Bay,/sby/apa/4019788786.html,37.366883,2685.0,Sep,18,2013,60855037091001,6085,Santa Clara,1.0986964618249535,0
434,santa clara,Nice 2BD/2BA Santa Clara Condo. Available October 1st! ,2150.0,2.0,4056272986,-121.99486100000001,South Bay,/sby/apa/4056272986.html,37.34565,1012.0,Sep,18,2013,60855054013003,6085,Santa Clara,2.124505928853755,1
436,san jose south,Beautiful Evergreen Newly remodeled 4 Bed 2 Bath Home 95135,2850.0,4.0,4076516512,-121.7562,South Bay,/sby/apa/4076516512.html,37.2974,1680.0,Sep,18,2013,60855033311002,6085,Santa Clara,1.6964285714285714,1
437,san jose west,Make La Terraza your next home!,1770.0,1.0,4076518725,-121.97291899999999,South Bay,/sby/apa/4076518725.html,37.318725,825.0,Sep,18,2013,60855063011002,6085,Santa Clara,2.1454545454545455,1
438,san jose south,a single family home for rent,2800.0,3.0,4016438052,-121.761979,South Bay,/sby/apa/4016438052.html,37.232551,1827.0,Sep,18,2013,60855120381022,6085,Santa Clara,1.5325670498084292,0
439,milpitas,"Nice and Cozy 3 bed, 2.5 bath townhome nestled near the foothills",2380.0,3.0,4076900159,-121.87359099999999,South Bay,/sby/apa/4076900159.html,37.437896,1500.0,Sep,18,2013,60855044231000,6085,Santa Clara,1.5866666666666667,0
441,San Jose - Santana Row,SANTANA ROW 2 Story Penthouse Condo facing Strip +++ 1 Month FREE +++,2930.0,1.0,4062057733,-121.94768400000001,South Bay,/sby/apa/4062057733.html,37.32020900000001,1100.0,Sep,18,2013,60855064012013,6085,Santa Clara,2.6636363636363636,3
442,willow glen / cambrian,"2 bdrm, 1 ba, upstairs apt, new carpet, paint blinds, nr 280/fruitdale",1450.0,2.0,4076883220,-121.909218,South Bay,/sby/apa/4076883220.html,37.311855,800.0,Sep,18,2013,60855019002011,6085,Santa Clara,1.8125,1
443,san jose south,3 bedrooms & 2 baths Single Family Home,2680.0,3.0,4026027612,-121.850163,South Bay,/sby/apa/4026027612.html,37.240342999999996,1593.0,Sep,18,2013,60855120472010,6085,Santa Clara,1.682360326428123,1
444,willow glen / cambrian,"2 bedrm, 1.5 ba upstairs apt. Pvt patio, washer / dryer inside, DW    ",1650.0,2.0,4076880512,-121.87948899999999,South Bay,/sby/apa/4076880512.html,37.258296,900.0,Sep,18,2013,60855029094001,6085,Santa Clara,1.8333333333333333,1
445,sunnyvale,"Great location, quiet ct, stunning complete remodel, Garage w/opener  ",1990.0,2.0,4072522449,-122.054572,South Bay,/sby/apa/4072522449.html,37.37644,1020.0,Sep,18,2013,60855091063003,6085,Santa Clara,1.9509803921568627,1
446,milpitas,Close To Excellent Elementary School home in Milpitas,1995.0,3.0,4039714604,-121.910956,South Bay,/sby/apa/4039714604.html,37.436908,1000.0,Sep,18,2013,60855045073000,6085,Santa Clara,1.995,1
447,SOMA / south beach,Loft Style 1x1! Balcony! Live in luxury!,3400.0,1.0,4061038976,-122.392816,SF,/sfc/apa/4061038976.html,37.779761,605.0,Sep,18,2013,60750615005010,6075,San Francisco,5.619834710743802,4
449,richmond / seacliff,Rarely available beautifully remodeled edwardian home,5500.0,3.0,4071575688,-122.48968,SF,/sfc/apa/4071575688.html,37.774192,2520.0,Sep,18,2013,60750478011000,6075,San Francisco,2.1825396825396823,2
450,SOMA / south beach,Penthouse 2x1! Private rooftop terrace! Live in luxury!,4590.0,2.0,4062988103,-122.392816,SF,/sfc/apa/4062988103.html,37.779761,785.0,Sep,18,2013,60750615005010,6075,San Francisco,5.8471337579617835,4
451,inner sunset / UCSF,Luxurious 1 BR 1 BA Apartment with Fully Equipped Gourmet Kitchen,2795.0,1.0,4076646383,-122.462864,SF,/sfc/apa/4076646383.html,37.75954,650.0,Sep,18,2013,60750301021008,6075,San Francisco,4.3,4
452,ingleside / SFSU / CCSF,Remodel 3 Bedroom 2 Bath,3750.0,3.0,4076636408,-122.459046,SF,/sfc/apa/4076636408.html,37.714908,1500.0,Sep,18,2013,60750314004001,6075,San Francisco,2.5,2
454,pacific heights,Stunning Sunny Top Flr Apartment in  Pacific Heights,6000.0,3.0,4061367615,-122.44456100000001,SF,/sfc/apa/4061367615.html,37.787545,1800.0,Sep,18,2013,60750134002005,6075,San Francisco,3.3333333333333335,4
456,noe valley,"carpeted,lovely, large flat, prkg, show sat.sept21@11:30",3350.0,2.0,4075710706,-122.42994499999999,SF,/sfc/apa/4075710706.html,37.749221,900.0,Sep,18,2013,60750214003004,6075,San Francisco,3.7222222222222223,4
457,nob hill,1 Bedroom Top Floor Apt in Quiet Nob Hill Building,2200.0,1.0,4075690894,-122.412874,SF,/sfc/apa/4075690894.html,37.79365,550.0,Sep,18,2013,60750112001004,6075,San Francisco,4.0,4
458,ingleside / SFSU / CCSF, Furnished Luxury Apartment within Walking Distance to Whole Foods Mar,5200.0,3.0,4074462000,-122.45614499999999,SF,/sfc/apa/4074462000.html,37.722762,1500.0,Sep,17,2013,60750312012003,6075,San Francisco,3.466666666666667,4
459,lower pac hts,"Awesome Studio with W/D  NOW, POST III ONLY",2721.0,,4074428444,-122.435675,SF,/sfc/apa/4074428444.html,37.785046,567.0,Sep,17,2013,60750155002002,6075,San Francisco,4.798941798941799,4
460,twin peaks / diamond hts,"No Deposit, No Rent until October...Only One Left!!",3970.0,3.0,4074440994,-122.44008799999999,SF,/sfc/apa/4074440994.html,37.745296,1265.0,Sep,17,2013,60750216002011,6075,San Francisco,3.1383399209486167,3
462,inner sunset / UCSF,2 bedroom/ 1 bath flat upper sunset near UCSF,2800.0,2.0,4014436173,-122.46564599999999,SF,/sfc/apa/4014436173.html,37.754481,1400.0,Sep,17,2013,60750303013009,6075,San Francisco,2.0,1
