date,title,neighborhood,sqft,price,bedrooms,longitude,latitude
11/14/2014 10:51,Corner unit - Superb Area West Side - Avail. now,san mateo,,2475,2,,
11/14/2014 10:51,"AMAZING WIDE WATER VIEWS | Resort Living | Private Dock | Pool, Spa",san mateo,1860,5495,3,-122.286146,37.563935
11/14/2014 11:35,Charming Home in Historic Saratoga Village and Schools,saratoga,2234,4200,3,,
11/14/2014 11:34,Great Unit - 2Br 2Ba - First Floor -Call Now !! ,sunnyvale,880,2395,2,-122.03182,37.354637
11/14/2014 11:34,"When expectation meets reality , Park Kiely ",san jose west,445,1759,,-121.923016,37.309312
11/14/2014 11:29,Charming Remodeled Furnished Garden Jr One Bed! Great Loc! ~ J.Wavro,pacific heights,,3395,,-122.430914,37.79113
11/14/2014 11:28,Move-in to our Furnished Studio Today! $200 Security Deposit!,pacific heights,,2599,,-122.429989,37.794895
11/14/2014 11:28,"STUDIO, Tour, Friday, Nov. 14, 4:00 pm ","512 Van Ness Avenue, Steps to Hayes Valley",428,2200,,-122.42025,37.780233
11/14/2014 11:30,SPRAWLING 5 BED 2.5 BATH COMING SOON IN BRENTWOOD!!,brentwood / oakley,3283,2500,5,-121.748772,37.910922
11/14/2014 11:29,Country Club Living in Beautiful Discovery Bay!!,brentwood / oakley,1992,1995,3,-121.59492,37.890417
11/14/2014 10:12,Spacious Sausalito Duplex with Bay Views!,sausalito,1500,3950,2,-122.486575,37.849951
11/14/2014 10:12,Stunning Views From This Updated Sausalito Home,sausalito,1920,7000,4,-122.485643,37.8519
11/14/2014 10:50,DOWNTOWN ALL NEW FLOORING/ ALL NEW APPLIANCES/ GRANITE ,san mateo,740,2225,1,-122.3225,37.5735
11/14/2014 10:50,"This 2x1 Home Is near Facebook, Google, & Other Area Employers",mountain view,910,3295,2,,
11/14/2014 10:49,All New Gourmet Kithchen/ Granite/ Palm Trees/ Pool/ Huge Balcony ,san mateo,740,2225,1,-122.3225,37.5735
11/14/2014 11:34,Don't be left behind & reserve What's In Style for January Move In!,san jose downtown,852,2371,1,,
11/14/2014 11:33,2BR*LUXURY APARTMENTS*Beautiful Empire**AVAILABLE NOW!!!!!,san jose west,1060,2399,2,-121.92206,37.30657
11/14/2014 11:25,"Modern 2BR/2BA Condo Near Fort Mason, Parking, Laundry Open Sun 2pm",marina / cow hollow,,4995,2,-122.428164,37.803545
11/14/2014 11:25,Beautiful corner apartments with amazing city view!,SOMA / south beach,1309,4745,2,-122.394304,37.776007
11/14/2014 11:28,GREAT ONE STORY 3 BED 2 BATH HOME NOW AVAILABLE IN OAKLEY,brentwood / oakley,1169,1595,3,-121.700084,37.987893
11/14/2014 11:28,A Unique Two Bedroom Layout! Very Open and Inviting!,vallejo / benicia,826,1454,2,-122.238344,38.079706
11/14/2014 11:28,3/2 newer home!ready now!,fairfield / vacaville,1500,1800,3,-122.042,38.2408
11/14/2014 10:09,Downtown Ross! Charming Cottage with lovely backyard and level lawn ! ,kentfield / ross,,8200,2,,
11/14/2014 10:07,Walking Distance to Gourmet Dining & Fine Shops,santa rosa,921,1749,2,-122.748764,38.467383
11/14/2014 10:47,Fantastic 1 Bedroom awaits you in Beautiful Menlo Park!,menlo park,810,2833,1,,
11/14/2014 11:31,"Large Two Bedroom! Walk-in Closet, Washer & Dryer! Great Special Too! ",milpitas,1128,2905,2,-121.927664,37.418777
11/14/2014 11:29,"☑☎1 month free on this brand new, never lived in apartment☎ ",san jose north,1044,2759,2,-121.918802,37.397778
11/14/2014 11:29,Love Where You Live! Downstairs Studio On SPECIAL!!! !,campbell,450,1525,,,
11/14/2014 11:25,"Fully Furnished, Luxury 3 BR/ 3 BA on Top of Russian Hill-BAY VIEWS!",russian hill,,7080,3,-122.419797,37.802927
11/14/2014 11:25,"1st FL., COZY,BRIGHT,FACE ST., SOME ST. NOISE, 2 BLOCKS TO UNION SQ!",nob hill,,2650,1,-122.410399,37.789955
11/14/2014 11:28,Hurry in today,dublin / pleasanton / livermore,887,2079,2,-121.737678,37.681045
11/14/2014 11:27,Fantastic home in desirable Vineyard Terrace,dublin / pleasanton / livermore,1231,2195,2,-121.77,37.7526
11/14/2014 11:26,One Month Free! Two Bedroom! Great Location!,emeryville,1036,3182,2,-122.292273,37.835971
11/14/2014 10:03,INVITING 2 BEDROOM APARTMENT WITH A GOURMET KITCHEN & POOL,santa rosa,,1639,2,-122.732548,38.466171
11/14/2014 10:02,Must go - Private Mt. Tam view condo ready to move in !,greenbrae,954,2650,2,-122.5363,37.9479
11/14/2014 09:58,Dominican Home w/ Hot Tub!,san rafael,1650,4400,4,,
11/14/2014 11:25,"2ND FL.,2/1, FACE AWAY ST., 2 BLOCKS TO UNION SQUARE!",nob hill,,3700,2,-122.408251,37.790227
11/14/2014 11:24,♦♦ Gorgeous 1-Bedroom in Nob Hill♦♦ ,nob hill,,3200,1,-122.407513,37.792252
11/14/2014 11:26,Pleasanton Home for Rent,dublin / pleasanton / livermore,2492,3800,4,-121.91582,37.67482
11/14/2014 11:26,Cozy 2 Bedroom on lovely tree-lined street: walk to BART ~ J.Wavro,berkeley,,2850,2,-122.27438,37.861326
11/14/2014 09:54,Homestead Valley & Almonte Area of Mill Valley Home! --PRANDI,mill valley,1628,4700,3,-122.532053,37.887976
11/14/2014 09:54,Quaint Sausalito 2 Bedroom Cottage Available! --PRANDI,sausalito,971,3000,2,-122.494625,37.862143
11/14/2014 09:54,Beautiful Condo with Panoramic Bay Views from Hills to East Bay!,sausalito,1225,3300,2,-122.4946,37.8601
11/14/2014 11:23,LOVE where you LIVE with Fabulous Views of SF!! ,noe valley,,3449,2,,
11/14/2014 11:21,Built in full size bed/efficiency kitchen/lots of storage ,downtown / civic / van ness,,2149,,-122.4186,37.7917
11/14/2014 09:53,Fabulous Top Floor 1x1 in Historic Downtown!,novato,892,2250,1,-122.565291,38.10182
11/14/2014 09:49,Classic 1br x 1Bath w/ large patio and great location!,201 Avian Dr.,700,1030,,-122.207,38.10623
11/14/2014 09:49,Recently renovated One Bedroom Apartment,santa rosa,615,1175,1,-122.674351,38.443105
11/14/2014 09:48,Large Two Story Condo W/Attached Garage,healdsburg / windsor,,1450,3,-123.01765,38.800571
11/14/2014 09:47,Near Downtown Cloverdale,healdsburg / windsor,,800,1,-123.019387,38.808357
