X,Y,OBJECTID,OSHPD_ID,LICENSE_NO,LICENSEID,ADDRESSID,FACILITYID,ENTITYID,PERM_ID,FACILITY,ALIAS,ADDRESS_1,ADDRESS_2,CITY,STATE,ZIP_CODE,ZIPPLUS4,CONTACT,PHONE,FAC_TYPE,FAC_STATUS,STATUS_ID,STATUS_DAT,ADDR_DATE,TYPE,TYPE_ID,CATEGORY,CATEGRY_ID,CNTRL_CTGY,CNTRL_TYPE,LIC_BEDS,LIC_ED_LVL,EMS_TRAUMA,TEACH_HOSP,RURAL_HOSP,GCD_MTYPE,GCD_SCORE,LONGITUDE,LATITUDE,COUNTY,CNTY_FIPS,MSSA_ID,MSSA_DFN,TRACT_FIPS,TRACT,BLOCK_FIPS,SD,AD,CD,OES,FDD,HSA,SPA,RUCA,MA,UA,CAH,DSH,FQHC,FQHC_LOOK
-122.67604351629261,38.458370876148969,12374,306492259,110000108,52271,135346,3323,533,34764,WOMEN'S HEALTH SPECIALISTS,Women's Health Specialists,4415 Sonoma Hwy,,Santa Rosa,CA,95409,,,,3,Closed,1,2011/10/16,2010/09/01,Clinic,1,Community Clinic,5,Nonprofit,Nonprofit - Corporation,0.00000000,,,0,0,,100,-122.67605680,38.45837590,Sonoma,097,210.1,Urban,06097152202,1522.02,060971522025001,02,07,06,1,NOR,03,0,0,1,1,0,0,0,0
-118.09207489644773,34.045372103292593,12375,206190353,950000052,44594,69830,926,1151,21692,GREEN ACRES LODGE,Green Acres Lodge,8101 Hill Dr,,Rosemead,CA,91770,4128,,,2,Open,2,1962/01/01,2007/03/01,Long Term Care Facility,4,Skilled Nursing Facility,18,,,85.00000000,,,0,0,,0,-118.09208700,34.04537700,Los Angeles,037,78.2nn,Urban,06037482521,4825.21,060374825212013,24,58,38,3,NLA,11,3,0,1,1,0,0,0,0
-117.71915622614627,34.085165968358098,12376,206190373,950000053,53198,62357,937,692,21715,COUNTRY VILLA CLAREMONT HEALTHCARE CENTER,Country Villa Claremont Hlthcare Ctr,590 S. Indian Hill Boulevard,,Claremont,CA,91711,,,,2,Open,2,1959/03/27,2006/10/31,Long Term Care Facility,4,Skilled Nursing Facility,18,Investor Owned,Investor - Corporation,99.00000000,,,0,0,,100,-117.71916827,34.08517089,Los Angeles,037,78.2tt,Urban,06037402000,4020,060374020002005,29,59,26,3,SLA,11,3,0,1,1,0,0,0,0
-118.14171688519218,34.076727101675978,12377,206190386,950000055,54515,73363,941,5925,21727,SUNNY VIEW CARE CENTER,Sunny View Care Ctr,1428 S Marengo Ave,,Alhambra,CA,91803,3001,,,2,Open,2,1953/06/15,2007/05/21,Long Term Care Facility,4,Skilled Nursing Facility,18,Investor Owned,Investor - Limited Liability Company,99.00000000,,,0,0,,0,-118.14172900,34.07673200,Los Angeles,037,78.2eeee,Urban,06037480903,4809.03,060374809031004,22,49,29,3,NLA,11,3,0,1,1,0,0,0,0
-118.04755289614947,34.131358091242689,12378,206190399,950000057,53199,69172,943,3362,21732,COUNTRY VILLA HUNTINGTON DRIVE HEALTHCARE CENTER,Country Villa Huntington Drive Hlthcare,400 W Huntington Dr,,Arcadia,CA,91007,3470,,,2,Open,2,1963/10/15,2007/02/15,Long Term Care Facility,4,Skilled Nursing Facility,18,,,99.00000000,,,0,0,,0,-118.04756500,34.13136300,Los Angeles,037,78.2xxx,Urban,06037430721,4307.21,060374307212004,29,44,26,3,NLA,11,3,0,1,1,0,0,0,0
-118.00807790587851,34.093075093373756,12379,206190403,950000058,54418,1807,946,2341,21737,IDLE ACRE SANITARIUM AND CONVALESCENT HOSPITAL,Idle Acre Sanitarium & Conv Hosp,5044 Buffington Rd,,El Monte,CA,91732,,,,2,Open,2,1950/04/12,2003/08/12,Long Term Care Facility,4,Skilled Nursing Facility,18,,,53.00000000,,,0,0,,100,-118.00809000,34.09308000,Los Angeles,037,78.2dddd,Urban,06037432500,4325,060374325003008,24,49,32,3,NLA,11,3,0,1,1,0,0,0,0
-117.75262795083691,34.083355079596146,12380,206190457,950000062,53693,1839,962,1532,22620,LANDMARK MEDICAL CENTER,Landmark Med Ctr,2030 N Garey Ave,,Pomona,CA,91767,,,,2,Open,2,1971/06/15,2003/08/12,Long Term Care Facility,4,Skilled Nursing Facility,18,,,95.00000000,,,0,0,,100,-117.75264000,34.08336000,Los Angeles,037,78.2tt,Urban,06037402102,4021.02,060374022001020,32,61,38,3,SLA,11,3,0,1,1,0,0,0,0
-117.77352607951924,34.063855913146298,12381,206190467,950000064,53233,137120,964,4347,22057,LAUREL PARK A CENTER OF EFFECTIVE LIVING,Laurel Park,1425 Laurel Ave,,Pomona,CA,91767,,,,2,Open,2,1962/02/19,2010/09/16,Long Term Care Facility,4,Skilled Nursing Facility,18,,,43.00000000,,,0,0,,0,-117.77353813,34.06386083,Los Angeles,037,78.2ss,Urban,06037402302,4023.02,060374023012010,32,61,38,3,SLA,11,3,0,1,1,0,0,0,0
-118.14556788490894,34.064895103751333,12382,206190493,950000065,52891,1851,968,1032,21820,LUTHERAN HEALTH FACILITY,Lutheran Hlth Facility at Alhambra,2021 Carlos Ave,,Alhambra,CA,91803,,,,2,Closed,1,2011/07/01,2003/08/12,Long Term Care Facility,4,Skilled Nursing Facility,18,,,50.00000000,,,0,0,,100,-118.14558000,34.06490000,Los Angeles,037,78.2nn,Urban,06037481902,4819.02,060374819021009,22,49,29,3,NLA,11,3,0,1,1,0,0,0,0
-121.98018683751263,38.33321493377003,12383,406484035,150000495,14331,7379,4483,383,47395,CA MEDICAL FAC - ROBERT ALEXANDER MEMORIAL HOSPICE,R. Alexander Memorial Hospice,1600 California Dr,,Vacaville,CA,95696,,,,4,Closed,1,2005/10/01,2003/08/12,Home Health Agency/Hospice,2,Hospice,10,Government,Public - District,0.00000000,,,0,0,,100,-121.98020000,38.33322000,Solano,095,202a,Urban,06095253000,2530,060952530001000,05,08,07,1,NOR,03,0,0,1,1,0,0,0,0
-117.68919796647313,34.02661508292033,12384,406364244,240000769,6688,7085,4277,2217,47576,RAPHA HOME HEALTH CARE INC.,Rapha HHC,12467 Central Ave,,Chino,CA,91710,,,,4,Closed,1,2002/01/09,2003/08/12,Home Health Agency/Hospice,2,Home Health Agency,9,,,0.00000000,,,0,0,,100,-117.68921000,34.02662000,San Bernardino,071,151a,Urban,06071000601,6.01,060710006012006,29,61,42,3,SOU,12,0,0,1,1,0,0,0,0
-117.28603803273789,34.068055056113494,12385,306364243,240000770,55356,5143,2922,2109,37564,PLANNED PARENTHOOD/ORANGE AND SAN BERNARDINO CO. INC,Planned Parenthood,1873 Commercenter W,,San Bernardino,CA,92408,,,,3,Open,2,2000/08/24,2003/08/12,Clinic,1,Community Clinic,5,Nonprofit,Nonprofit - Corporation,0.00000000,,,0,0,,100,-117.28605000,34.06806000,San Bernardino,071,151f,Urban,06071006000,60,060710060009019,32,62,41,3,SOU,12,0,0,1,1,0,0,0,0
-118.38647784411003,34.066905117299946,12386,306196239,930000968,26249,4547,2521,3992,37793,LA PEER SURGERY CENTER LLC,La Peer Surgery Ctr Llc,8920 Wilshire Blvd,Ste 101,Beverly Hills,CA,90211,,,,3,Closed,1,2007/09/19,2003/08/12,Clinic,1,Surgical Clinic,20,,,0.00000000,,,0,0,,100,-118.38649000,34.06691000,Los Angeles,037,78.2w,Urban,06037700901,7009.01,060377009013002,23,42,30,3,NLA,11,5,0,1,1,0,0,0,0
-118.35981784900213,34.057605117161096,12387,306196248,930000969,43655,4553,2527,1365,37823,"INTENSIVE RENAL CARE, INC.",Intensive Renal Care,5901 W Olympic Blvd,Ste 109,Los Angeles,CA,90036,,,,3,Closed,1,2010/02/09,2003/08/12,Clinic,1,Chronic Dialysis Clinic,4,,,0.00000000,,,0,0,,100,-118.35983000,34.05761000,Los Angeles,037,78.2x,Urban,06037216300,2163,060372163002004,26,47,33,3,NLA,11,4,0,1,1,0,0,0,0
-118.11774790342211,33.901855120655725,12388,306196255,930000970,58458,9197,2530,305,37832,FMC DIALYSIS SERVICES OF BELLFLOWER,FMC Dialysis,10116 Rosecrans Ave,,Bellflower,CA,90706,,,,3,Open,2,2001/11/01,2003/09/10,Clinic,1,Chronic Dialysis Clinic,4,Investor Owned,Investor - Corporation,0.00000000,,,0,0,,100,-118.11776000,33.90186000,Los Angeles,037,78.2m,Urban,06037554102,5541.02,060375541021000,27,50,34,3,SLA,11,7,0,1,1,0,0,0,0
-118.2984178555718,34.098405108879959,12389,206190015,970000002,54337,1455,769,74,22238,ALEXANDRIA CARE CENTER,Alexandria Conv,1515 N Alexandria Ave,,Los Angeles,CA,90027,,,,2,Open,2,1969/09/11,2003/08/12,Long Term Care Facility,4,Skilled Nursing Facility,18,Investor Owned,Investor - Corporation,177.00000000,,,0,0,,100,-118.29843000,34.09841000,Los Angeles,037,78.2g,Urban,06037191201,1912.01,060371912011005,26,45,33,3,NLA,11,4,0,1,1,0,0,0,0
-118.30222785635178,34.098025108905247,12390,206190105,970000003,54360,1541,812,4023,22244,BRIER OAK ON SUNSET,Brier Oak Terrace Care Ctr,5154 W Sunset Blvd,,Los Angeles,CA,90027,,,,2,Open,2,1969/03/21,2003/08/12,Long Term Care Facility,4,Skilled Nursing Facility,18,,,159.00000000,,,0,0,,100,-118.30224000,34.09803000,Los Angeles,037,78.2g,Urban,06037191110,1911.10,060371905201002,26,45,33,3,NLA,11,4,0,1,1,0,0,0,0
-118.33982785668263,34.00658512055314,12391,206190221,970000005,53791,1635,859,4075,21566,VIEW PARK CONVALESCENT CENTER,View Park Conv Ctr,3737 Don Felipe Dr,,Los Angeles,CA,90008,,,,2,Open,2,1965/02/10,2003/08/12,Long Term Care Facility,4,Skilled Nursing Facility,18,,,99.00000000,,,0,0,,100,-118.33984000,34.00659000,Los Angeles,037,78.2nnn,Urban,06037236100,2361,060372364003000,26,47,33,3,NLA,11,6,0,1,1,0,0,0,0
-118.30587885511211,34.09485811010456,12392,206190302,970000008,46719,69111,902,3772,21638,FOUNTAIN VIEW SUBACUTE AND NURSING CENTER,Fountain View Conv,5310 Fountain Ave,,Los Angeles,CA,90029,1005,,,2,Open,2,1964/02/26,2007/02/13,Long Term Care Facility,4,Skilled Nursing Facility,18,,,99.00000000,,,0,0,,0,-118.30589100,34.09486300,Los Angeles,037,78.2g,Urban,06037191120,1911.20,060371911202000,26,45,31,3,NLA,11,4,0,1,1,0,0,0,0
-121.65338707331615,36.682365054844425,12393,306271860,070000169,58439,4680,2620,2104,35055,PLANNED PARENTHOOD - SALINAS,Planned Parenthood,316 N Main St,,Salinas,CA,93901,,,,3,Open,2,1983/04/01,2003/08/12,Clinic,1,Community Clinic,5,Nonprofit,Nonprofit - Corporation,0.00000000,,,0,0,,100,-121.65340000,36.68237000,Monterey,053,109.2,Urban,06053001800,18,060530018002003,12,28,17,1,COA,08,0,0,1,1,0,0,0,0
-121.5867465484688,37.012202170698728,12394,306431861,070000170,48380,79503,3214,2104,34855,PLANNED PARENTHOOD - GILROY,Planned Parenthood,7933 Wren Ave,Ste D,Gilroy,CA,95020,,,,3,Closed,1,2011/01/12,2007/10/16,Clinic,1,Community Clinic,5,Nonprofit,Nonprofit - Corporation,0.00000000,,,0,0,,0,-121.58675950,37.01220715,Santa Clara,085,182,Rural,06085512507,5125.07,060855125083000,13,28,15,1,COA,07,0,0,1,1,0,0,0,0
-121.93707086135855,37.315332617588169,12395,306431867,070000175,56979,135272,3215,190,35050,ASIAN AMERICANS FOR COMM INVOLVEMENT SANTA CLARA,Asian Americans,2400 Moorpark Ave,Ste  300 And 319,San Jose,CA,95128,,,,3,Open,2,1983/05/04,2010/08/31,Clinic,1,Community Clinic,5,Nonprofit,Nonprofit - Corporation,0.00000000,,,0,0,,100,-121.93708390,37.31533760,Santa Clara,085,183j,Urban,06085502101,5021.01,060855021011007,13,24,15,1,COA,07,0,0,1,1,0,0,0,0
-121.82923097302289,37.364963005904173,12396,306431874,070000179,54556,69153,3216,1059,35111,COMPRECARE HEALTH CENTER,Comprecare Hlth Ctr,3030 Alum Rock Ave,,San Jose,CA,95127,2807,,,3,Open,2,1983/08/25,2007/02/14,Clinic,1,Community Clinic,5,Nonprofit,Nonprofit - Corporation,0.00000000,,,0,0,,0,-121.82924400,37.36496800,Santa Clara,085,183e,Urban,06085504001,5040.01,060855040011000,13,23,16,1,COA,07,0,0,1,1,0,0,0,0
-121.82754697289167,37.366195006198396,12397,306431915,070000207,53938,5590,3219,2104,35699,PLANNED PARENTHOOD - SAN JOSE - ALUM,Planned Parenthood,3131 Alum Rock Ave,,San Jose,CA,95127,,,,3,Open,2,1986/08/07,2003/08/12,Clinic,1,Community Clinic,5,Nonprofit,Nonprofit - Corporation,0.00000000,,,0,0,,100,-121.82756000,37.36620000,Santa Clara,085,183b,Urban,06085503900,5039,060855041012024,13,23,16,1,COA,07,0,0,1,1,0,0,0,0
-121.83480196962225,37.377781006430645,12398,206431104,070000209,58194,72315,1697,3163,22951,GOLDEN LIVINGCENTER - SAN JOSE,Golden Living Ctr,401 Ridge Vista Ave,,San Jose,CA,95127,1501,,,2,Open,2,1972/06/16,2007/04/24,Long Term Care Facility,4,Skilled Nursing Facility,18,,,116.00000000,,,0,0,,0,-121.83481500,37.37778600,Santa Clara,085,183b,Urban,06085503802,5038.02,060855038023010,13,23,16,1,COA,07,0,0,1,1,0,0,0,0
-121.84867796944313,37.359511007907777,12399,206431468,070000210,51957,70941,1700,4407,20892,VISTA MANOR NURSING CENTER,Vista Manor Nursing Ctr,120 Jose Figueres Ave,,San Jose,CA,95116,1528,,,2,Open,2,1968/05/03,2007/03/20,Long Term Care Facility,4,Skilled Nursing Facility,18,,,99.00000000,,,0,0,,0,-121.84869100,37.35951600,Santa Clara,085,183b,Urban,06085503706,5037.06,060855037062006,13,23,16,1,COA,07,0,0,1,1,0,0,0,0
-121.9682129562202,37.32195701963856,12400,206430833,070000220,55424,68350,1686,4350,20918,COURTYARD CARE CENTER,Courtyard Care Ctr,340 Northlake Dr,,San Jose,CA,95117,1251,,,2,Open,2,1962/08/30,2007/01/25,Long Term Care Facility,4,Skilled Nursing Facility,18,,,76.00000000,,,0,0,,0,-121.96822600,37.32196200,Santa Clara,085,183n,Urban,06085506301,5063.01,060855063011005,13,22,15,1,COA,07,0,0,1,1,0,0,0,0
-121.96510699541426,36.966875051422953,12401,406440885,070000224,17877,7340,4456,2745,40985,VISITING NURSE ASSN OF SANTA CRUZ CO,Visiting Nurse Assn of Santa Cruz,1041 41St Ave,,Santa Cruz,CA,95062,,,,4,Closed,1,2005/04/07,2005/08/08,Home Health Agency/Hospice,2,Home Health Agency,9,,,0.00000000,,,0,0,,100,-121.96512000,36.96688000,Santa Cruz,087,185.1,Urban,06087121600,1216,060871216002015,11,27,17,1,COA,08,0,0,1,1,0,0,0,0
-121.98617698966599,36.986075050749513,12402,406444021,070000224,54795,42752,5205,2754,48832,SUTTER VISITING NURSE ASSOCIATION AND HOSPICE,Visiting Nurse Assn of Santa Cruz Cnty,2880 Soquel Ave,Ste 10,Santa Cruz,CA,95062,,,,4,Open,2,2005/04/08,2005/08/08,Home Health Agency/Hospice,2,Home Health Agency,9,,,0.00000000,,,0,0,,100,-121.98619000,36.98608000,Santa Cruz,087,185.1,Urban,06087121401,1214.01,060871214011003,11,27,17,1,COA,08,0,0,1,1,0,0,0,0
-121.98227999034741,36.990605050167225,12403,306444003,070000225,28494,65471,3268,741,36355,"CYPRESS OUTPATIENT SURGICAL CENTER, INC.",Cypress Outpatient Surgical Ctr,1665 Dominican Way,Ste 120,Santa Cruz,CA,95065,1528,,,3,Closed,1,2007/09/19,2006/12/06,Clinic,1,Surgical Clinic,20,,,0.00000000,,,0,0,,0,-121.98229300,36.99061000,Santa Cruz,087,185.1,Urban,06087121300,1213,060871213001001,11,27,17,1,COA,08,0,0,1,1,0,0,0,0
-121.93743695958045,37.326955017218793,12404,306434024,070000226,32517,5599,3224,997,36277,FOREST SURGERY CENTER,Forest Surgery Ctr,2110 Forest Ave,,San Jose,CA,95128,,,,3,Closed,1,2008/11/02,2003/08/12,Clinic,1,Surgical Clinic,20,,,0.00000000,,,0,0,,100,-121.93745000,37.32696000,Santa Clara,085,183j,Urban,06085502001,5020.01,060855005005014,13,24,16,1,COA,07,0,0,1,1,0,0,0,0
-121.95050596687334,37.247640025199345,12405,306434003,070000227,32522,61286,3220,1626,35804,LOS GATOS SURGICAL CENTER,Los Gatos Surgical Ctr,15195 National Ave,,Los Gatos,CA,95032,2631,,,3,Closed,1,2008/11/17,2006/09/27,Clinic,1,Surgical Clinic,20,,,0.00000000,,,0,0,,0,-121.95051900,37.24764500,Santa Clara,085,183m,Urban,06085506801,5068.01,060855068012006,15,21,15,1,COA,07,0,0,1,1,0,0,0,0
-121.95748696636177,37.248295025618269,12406,306434171,070000228,32196,47521,5316,1920,38856,NORTHERN CALIFORNIA KIDNEY STONE CENTER,Northern CA Kidney Stone Ctr,16400 Lark Ave,Ste 100,Los Gatos,CA,95032,,,,3,Closed,1,2008/11/03,2005/11/28,Clinic,1,Surgical Clinic,20,,,0.00000000,,,0,0,,100,-121.95750000,37.24830000,Santa Clara,085,183m,Urban,06085506801,5068.01,060855068011000,15,21,15,1,COA,07,0,0,1,1,0,0,0,0
-121.94972696713162,37.245015024793908,12407,306434050,070000228,17485,5605,3227,1920,36706,NORTHERN CALIFORNIA KIDNEY STONE CENTER,Northern CA Kidney Stone Ctr,15195 National Ave,Ste 204,Los Gatos,CA,95032,,,,3,Closed,1,2005/10/20,2003/08/12,Clinic,1,Surgical Clinic,20,,,0.00000000,,,0,0,,100,-121.94974000,37.24502000,Santa Clara,085,183m,Urban,06085506801,5068.01,060855068012015,15,21,15,1,COA,07,0,0,1,1,0,0,0,0
-121.82676806240818,36.529809080227231,12408,206270736,070000233,58107,66162,1201,1896,20329,CARMEL VALLEY MANOR,Carmel Valley Manor,8545 Carmel Valley Rd,,Carmel,CA,93923,9556,,,2,Open,2,1963/10/18,2006/12/27,Long Term Care Facility,4,Skilled Nursing Facility,18,,,36.00000000,,,0,0,,0,-121.82678100,36.52981400,Monterey,053,110,Urban,06053011600,116,060530116004005,15,27,17,1,COA,08,0,0,1,1,0,0,0,0
-122.01536697876043,37.047135046649643,12409,406444022,070000246,48555,47595,5321,3973,48905,HOSPICE OF SANTA CRUZ COUNTY,Hospice Caring Project,940 Disc Dr,,Scotts Valley,CA,95066,,,,4,Open,2,2005/10/17,2005/12/01,Home Health Agency/Hospice,2,Hospice,10,,,0.00000000,,,0,0,,100,-122.01538000,37.04714000,Santa Cruz,087,185.3,Urban,06087120900,1209,060871209005027,15,27,14,1,COA,08,0,0,1,1,0,0,0,0
-116.39131821736937,33.730905047352756,12410,406334515,080000724,11655,6972,4194,1958,47801,ODYSSEY HEALTHCARE OF PALM SPRINGS,Odyssey Hlthcare,43725 Monterey Ave,Ste A,Palm Desert,CA,92260,,,,4,Closed,1,2004/10/29,2003/08/12,Home Health Agency/Hospice,2,Hospice,10,Investor Owned,Investor - Partnership,0.00000000,,,0,0,,100,-116.39133000,33.73091000,Riverside,065,129.1,Urban,06065045107,451.07,060650451071014,37,64,45,3,SOU,12,0,0,1,1,0,0,0,0
-116.41193821155426,33.743335045713152,12411,406334554,080000724,54062,31463,4988,1958,48706,ODYSSEY HOSPICE,Odyssey Hlthcare,71-777 San Jacinto Dr,Ste 102,Rancho Mirage,CA,92270,,,,4,Open,2,2004/10/30,2004/12/02,Home Health Agency/Hospice,2,Hospice,10,Investor Owned,Investor - Partnership,0.00000000,,,0,0,,100,-116.41195000,33.74334000,Riverside,065,129.1,Urban,06065045103,451.03,060650451034008,37,64,45,3,SOU,12,0,0,1,1,0,0,0,0
-116.27666730631944,34.133261492081132,12412,406364232,080000726,48879,140681,4272,1237,47300,HI-DESERT HOME HEALTH SERVICES - HOSPICE,Hi-Desert Home Hlth Svcs,6601 White Feather Rd,Ste A-2,Joshua Tree,CA,92252,,,,4,Open,2,1998/10/13,2010/12/27,Home Health Agency/Hospice,2,Hospice,10,Government,Public - District,0.00000000,,,0,0,,100,-116.27667910,34.13326650,San Bernardino,071,144.2,Rural,06071010403,104.03,060710104032009,18,65,41,3,SOU,12,0,1,1,0,0,0,0,0
-121.63766207815473,36.654931056214842,12413,306274026,CPN0345,40400,70080,2629,2362,31573,SALINAS SURGERY CENTER,Salinas Surgery Ctr,955A Blanco Cir,,Salinas,CA,93901,4447,,,3,Closed,1,2008/12/31,2007/03/06,Clinic,1,Surgical Clinic,20,,,0.00000000,,,0,0,,0,-121.63767500,36.65493600,Monterey,053,109.2,Urban,06053001100,11,060530011001002,12,28,17,1,COA,08,0,0,1,1,0,0,0,0
-121.93195896544216,37.288236020101046,12414,406434067,070000356,25626,66567,4439,1304,41852,HRN SERVICES INC - CAMPBELL,HRN Svcs,1999 S Bascom Ave,,Campbell,CA,95008,2216,,,4,Closed,1,2006/11/27,2007/01/04,Home Health Agency/Hospice,2,Home Health Agency,9,Investor Owned,Investor - Corporation,0.00000000,,,0,0,,0,-121.93197200,37.28824100,Santa Clara,085,183m,Urban,06085502602,5026.02,060855026021008,11,24,15,1,COA,07,0,0,1,1,0,0,0,0
-121.85510005222039,36.585297076812992,12415,406274071,070000367,56321,88618,5465,599,48989,CHOICE HOME HEALTH CARE,Choice HHC,80 Garden Ct,,Monterey,CA,93940,,,,4,Open,2,2006/01/27,2008/03/21,Home Health Agency/Hospice,2,Home Health Agency,9,,,0.00000000,,,0,0,,0,-121.85511300,36.58530200,Monterey,053,110,Urban,06053013300,133,060530133005022,15,27,17,1,COA,08,0,0,1,1,0,0,0,0
-121.85971705123502,36.586085077738886,12416,406274028,070000367,18934,6827,4092,599,42821,CHOICE HOME HEALTH CARE,Choice HHC,1900 Garden Rd,Ste 280,Monterey,CA,93940,,,,4,Closed,1,2006/01/26,2003/08/12,Home Health Agency/Hospice,2,Home Health Agency,9,,,0.00000000,,,0,0,,100,-121.85973000,36.58609000,Monterey,053,110,Urban,06053013300,133,060530133005022,15,27,17,1,COA,08,0,0,1,1,0,0,0,0
-121.7603370483872,36.767545054982612,12417,306274030,070000369,58431,4699,2631,578,33249,CLINICA DE SALUD DEL VALLE DE SALINAS - CASTROVILLE,Clinica de Salud del Valle de Salinas,10561 Merritt St,,Castroville,CA,95012,,,,3,Open,2,1995/05/04,2003/08/12,Clinic,1,Community Clinic,5,Nonprofit,Nonprofit - Corporation,0.00000000,,,0,0,,100,-121.76035000,36.76755000,Monterey,053,108,Rural,06053010400,104,060530104001030,12,27,17,1,COA,08,0,0,1,1,0,0,0,0
-121.24550717305895,36.328585060310395,12418,306274029,070000375,58438,4697,2630,2104,32896,PLANNED PARENTHOOD - GREENFIELD,Planned Parenthood,598 Walnut Ave,,Greenfield,CA,93927,,,,3,Open,2,1994/07/01,2003/08/12,Clinic,1,Community Clinic,5,Nonprofit,Nonprofit - Corporation,0.00000000,,,0,0,,100,-121.24552000,36.32859000,Monterey,053,107,Rural,06053011202,112.02,060530112022008,12,28,17,1,COA,08,0,1,1,1,0,0,0,0
-121.98016699015795,36.988255049877559,12419,306444011,070000386,54707,14017,3270,797,33439,DIENTES COMMUNITY DENTAL CARE,Dientes Cmty Dental Clinic,1830 Commercial Way,,Santa Cruz,CA,95065,,,,3,Open,2,1995/05/15,2003/12/03,Clinic,1,Community Clinic,5,Nonprofit,Nonprofit - Corporation,0.00000000,,,0,0,,100,-121.98018000,36.98826000,Santa Cruz,087,185.1,Urban,06087121300,1213,060871213004003,11,27,17,1,COA,08,0,0,1,1,0,0,0,0
-121.89551696120063,37.378225009795521,12420,406434089,070000389,13331,7320,4442,1712,43297,MEANS HOME HEALTH - PARENT,Means Home Hlth,1630 Oakland Rd,Ste A105,San Jose,CA,95131,,,,4,Closed,1,2004/12/21,2003/08/12,Home Health Agency/Hospice,2,Home Health Agency,9,,,0.00000000,,,0,0,,100,-121.89553000,37.37823000,Santa Clara,085,183b,Urban,06085504311,5043.11,060855043111024,10,22,15,1,COA,07,0,0,1,1,0,0,0,0
-121.58716704904595,37.010875020984635,12421,406434143,070000389,13331,7338,4455,1712,47614,MEANS HOME HEALTH-BRANCH,Means Home Hlth,7877 Wren Ave,Ste D,Gilroy,CA,95020,,,,4,Closed,1,2003/12/30,2003/08/12,Home Health Agency/Hospice,2,Home Health Agency,9,,,0.00000000,,,0,0,,100,-121.58718000,37.01088000,Santa Clara,085,182,Rural,06085512507,5125.07,060855125083000,13,28,15,1,COA,07,0,0,1,1,0,0,0,0
-121.81964705781384,36.57801507561333,12422,406274032,070000395,53417,28813,4093,641,43499,HOSPICE OF THE CENTRAL COAST,Hospice of The Central Coast,2 Upper Ragsdale Dr,Ste D210,Monterey,CA,93940,,,,4,Open,2,1995/07/07,2004/08/24,Home Health Agency/Hospice,2,Hospice,10,Nonprofit,Nonprofit - Corporation,0.00000000,,,0,0,,100,-121.81966000,36.57802000,Monterey,053,110,Urban,06053013200,132,060530132002004,15,27,17,1,COA,08,0,0,1,0,0,0,0,0
-121.93151696450607,37.304245019380126,12423,406434094,070000396,22230,7322,4443,1294,43585,HOSPICE OF THE VALLEY (HOSPICE),Hospice of The Valley,1150 S Bascom Ave,Ste 7A,San Jose,CA,95128,,,,4,Closed,1,2006/09/04,2003/08/12,Home Health Agency/Hospice,2,Hospice,10,,,0.00000000,,,0,0,,100,-121.93153000,37.30425000,Santa Clara,085,183j,Urban,06085502102,5021.02,060855021023004,13,24,15,1,COA,07,0,0,1,1,0,0,0,0
-121.93124400949129,37.248968794145092,12424,406434183,070000396,54290,62100,5619,1294,49072,HOSPICE OF THE VALLEY,Hospice of The Valley,4850 Union Avenue,,San Jose,CA,95124,,,,4,Open,2,2006/09/05,2006/10/26,Home Health Agency/Hospice,2,Hospice,10,,,0.00000000,,,0,0,,100,-121.93125704,37.24897377,Santa Clara,085,183m,Urban,06085506802,5068.02,060855068023005,11,24,15,1,COA,07,0,0,1,1,0,0,0,0
-121.8963130448175,36.592783079175433,12425,306274033,CPN0398,40420,65470,2632,1823,33778,MONTEREY PENINSULA SURGERY CENTER,Monterey Peninsula Surgery Ctr,966 Cass St Ste 150,Ste 150,Monterey,CA,93940,4522,,,3,Closed,1,2009/12/31,2006/12/06,Clinic,1,Surgical Clinic,20,Investor Owned,Investor - Limited Liability Company,0.00000000,,,0,0,,0,-121.89632600,36.59278800,Monterey,053,110,Urban,06053012800,128,060530128001001,15,27,17,1,COA,08,0,0,1,1,0,0,0,0
-121.97826699126659,36.987795049774988,12426,106444012,070000399,58056,917,487,4919,13901,SUTTER MATERNITY AND SURGERY CENTER OF SANTA CRUZ,Sutter Maternity & Surgery Ctr,2900 Chanticleer Ave,,Santa Cruz,CA,95065,,,,1,Open,2,1996/03/08,2003/08/12,Hospital,3,General Acute Care Hospital,8,Nonprofit,Nonprofit - Corporation,30.00000000,,,0,0,,100,-121.97828000,36.98780000,Santa Cruz,087,185.1,Urban,06087121300,1213,060871213004003,11,27,17,1,COA,08,0,0,1,1,0,0,0,0
-121.38577709854249,36.835255022911731,12427,406354004,070000401,26925,43563,5242,2372,48863,SAN BENITO HOME HEALTH CARE,San Benito HHC,930 Sunset Dr,Ste 2,Hollister,CA,95023,,,,4,Closed,1,2007/01/28,2005/08/25,Home Health Agency/Hospice,2,Home Health Agency,9,Government,Public - District,0.00000000,,,0,0,,100,-121.38579000,36.83526000,San Benito,069,140,Rural,06069000600,6,060690006002004,12,28,17,1,CEN,08,0,1,1,1,0,0,0,0
