,neighborhood,title,price,bedrooms,pid,longitude,subregion,link,latitude,sqft,month,day,year,blockfips,countyfips,county,tractfips
2686,richmond / point / annex,"2318 Brooks Ave, #1, Richmond, CA 94804 (xst-23rd St)	",925.0,1.0,4076012785,-122.34725900000001,East Bay,/eby/apa/4076012785.html,37.940887,,Sep,18,2013,060133740004009,06013,Contra Costa,06013374000
2687,walnut creek,Roomy 1BR and 2BR Apartments Available near BART Station,1767.0,1.0,4075879759,-122.06644399999999,East Bay,/eby/apa/4075879759.html,37.901224,726.0,Sep,18,2013,060133390021009,06013,Contra Costa,06013339002
2688,"hercules, pinole, san pablo, el sob",Newly Renovated 3-Bedroom in Crockett ,1395.0,3.0,4071593605,-122.225279,East Bay,/eby/apa/4071593605.html,38.05312,,Sep,18,2013,060133570001032,06013,Contra Costa,06013357000
2689,brentwood / oakley," MANY Upgrades, 1 story 3 bed, 2 bath Brentwood - SELECT 1 REALTY  ",1800.0,3.0,4063330112,-121.70576399999999,East Bay,/eby/apa/4063330112.html,37.932102,1700.0,Sep,18,2013,060133032042007,06013,Contra Costa,06013303204
2690,brentwood / oakley, Very nice 3 bed 2.5 bath Brentwood - SELECT 1 REALTY ,1750.0,3.0,4063336994,-121.709854,East Bay,/eby/apa/4063336994.html,37.936448999999996,1530.0,Sep,18,2013,060133032023011,06013,Contra Costa,06013303202
2691,fremont / union city / newark,Washer/dryer in your home and hardwood floors!,1840.0,1.0,4075946287,-121.96408100000001,East Bay,/eby/apa/4075946287.html,37.558079,704.0,Sep,18,2013,060014419252044,06001,Alameda,06001441925
2692,fremont / union city / newark,This Apartment Will Brighten Your Day Once You See It!,1584.0,1.0,4075907251,,East Bay,/eby/apa/4075907251.html,,,Sep,18,2013,,,,
2693,vallejo / benicia,Nice Cozy Studio with New Carpet in a secured gated building Near Shop,700.0,,4061461474,-122.25266,East Bay,/eby/apa/4061461474.html,38.136438,,Sep,18,2013,060952518021010,06095,Solano,06095251802
2694,fremont / union city / newark,HUGE 1 BEDROOM IN FREMONT! PAID UTILITIES PLUS MOVE IN BONUS!,1575.0,1.0,4075913333,-122.02117199999999,East Bay,/eby/apa/4075913333.html,37.572235,650.0,Sep,18,2013,060014413021006,06001,Alameda,06001441302
2695,fremont / union city / newark,Studio 500 sq ft Ground Floor,1175.0,,4075656570,,East Bay,/eby/apa/4075656570.html,,500.0,Sep,18,2013,,,,
2696,pittsburg / antioch,"Amazing Apartments for rent Call for DETAILS AMAZING 2 BEDROOM 1 BA, ",850.0,2.0,4071465737,-121.809987,East Bay,/eby/apa/4071465737.html,37.997521,,Sep,18,2013,060133080011026,06013,Contra Costa,06013308001
2697,brentwood / oakley,R.V. Living - Trailer Space Available,485.0,,4047779910,-121.75076499999999,East Bay,/eby/apa/4047779910.html,38.005121,,Sep,18,2013,060133020051002,06013,Contra Costa,06013302005
2698,danville / san ramon,Last One Bedroom Available!!!,1925.0,1.0,4075923060,-121.97802,East Bay,/eby/apa/4075923060.html,37.77993,950.0,Sep,18,2013,060133452023019,06013,Contra Costa,06013345202
2699,pittsburg / antioch,4 Bedroom 3 Bathroom 3 Car Garage Hardwood Floor,2000.0,4.0,4061530238,-121.7758,East Bay,/eby/apa/4061530238.html,37.9658,2258.0,Sep,18,2013,060133551102000,06013,Contra Costa,06013355110
2700,oakland east,"SPACIOUS 2 BED 1 BATH UNIT IN OAKLAND,COMING SOON",1200.0,2.0,4076101585,,East Bay,/eby/apa/4076101585.html,,,Sep,18,2013,,,,
2701,oakland east,4 BED 2 BATH REMODELED HOME WITH A VIEW,1995.0,4.0,4048666446,,East Bay,/eby/apa/4048666446.html,,,Sep,18,2013,,,,
2702,lafayette / orinda / moraga,4 BED 2.5 BATH HOME IN BURTON VALLEY LAFAYETTE,4495.0,4.0,4067688259,,East Bay,/eby/apa/4067688259.html,,2600.0,Sep,18,2013,,,,
2703,pittsburg / antioch,4 BED 2.5 BATH HOME IN ANTIOCH,2195.0,4.0,4076157705,,East Bay,/eby/apa/4076157705.html,,,Sep,18,2013,,,,
2704,concord / pleasant hill / martinez,Come Home to Serenity and Luxury!,1610.0,2.0,4076157065,,East Bay,/eby/apa/4076157065.html,,808.0,Sep,18,2013,,,,
2705,alameda,House on Lagoon - No Fee!,3400.0,4.0,4076138733,-122.2648,East Bay,/eby/apa/4076138733.html,37.7706,,Sep,18,2013,060014278001010,06001,Alameda,06001427800
2706,fremont / union city / newark,Hurry By Today! This Large One Bedroom Will Rent Fast! Hurry!,1560.0,1.0,4076155105,,East Bay,/eby/apa/4076155105.html,,650.0,Sep,18,2013,,,,
2707,dublin / pleasanton / livermore,2406ft²-Mountain House for rent immed *OPEN HOUSE* Sep21&Sep22 10to5P ,2095.0,4.0,4076132915,-121.5397,East Bay,/eby/apa/4076132915.html,37.7695,2406.0,Sep,18,2013,060770052063206,06077,San Joaquin,06077005206
2708,hayward / castro valley,"Two Pools, Walk to BART, Private Patio, Modern Kitchen",1450.0,1.0,4076153610,-122.083821,East Bay,/eby/apa/4076153610.html,37.680292,719.0,Sep,18,2013,060014312002038,06001,Alameda,06001431200
2709,hayward / castro valley,Largest One Bedroom Coming Soon!,1631.0,1.0,4076132677,,East Bay,/eby/apa/4076132677.html,,797.0,Sep,18,2013,,,,
2710,fremont / union city / newark,Top floor apartment in a bright location,2380.0,2.0,4076151865,,East Bay,/eby/apa/4076151865.html,,1150.0,Sep,18,2013,,,,
2711,fremont / union city / newark,1 bedrooms available October! Great location near BART!,1870.0,1.0,4075823888,-121.97176,East Bay,/eby/apa/4075823888.html,37.543896999999994,761.0,Sep,18,2013,060014419212018,06001,Alameda,06001441921
2712,pittsburg / antioch,Check out this amazing 1x1 home! Call us and make it YOUR's today!,1140.0,1.0,4075869798,,East Bay,/eby/apa/4075869798.html,,642.0,Sep,18,2013,,,,
2713,pittsburg / antioch,"4br/2ba House, Garage, Yard",2200.0,4.0,4075825618,,East Bay,/eby/apa/4075825618.html,,1670.0,Sep,18,2013,,,,
2714,dublin / pleasanton / livermore,RENT NOW AND ENJOY HALLOWEEN WITH US AT PLEASANTON GLEN,2158.0,2.0,4075769179,-121.86616699999999,East Bay,/eby/apa/4075769179.html,37.662831,980.0,Sep,18,2013,060014507412004,06001,Alameda,06001450741
2715,dublin / pleasanton / livermore,You don't want to miss this chance!!,3169.0,3.0,4075768622,,East Bay,/eby/apa/4075768622.html,,1447.0,Sep,18,2013,,,,
2716,fairfield / vacaville,"A Home of Distinction for the Price of Humility, Fountains Included!!",1499.0,2.0,4075795760,-122.01235700000001,East Bay,/eby/apa/4075795760.html,38.275976,1063.0,Sep,18,2013,060952523161007,06095,Solano,06095252316
2717,fremont / union city / newark,eaves on down the road.,1730.0,2.0,4075806640,-122.022177,East Bay,/eby/apa/4075806640.html,37.585421999999994,830.0,Sep,18,2013,060014403084000,06001,Alameda,06001440308
2718,pittsburg / antioch,Great Studio,650.0,1.0,4075859488,-121.886642,East Bay,/eby/apa/4075859488.html,38.0287,,Sep,18,2013,060133100003011,06013,Contra Costa,06013310000
2719,walnut creek,Recently Updated 2 Bedroom Townhouse in Sunset Park of Walnut Creek ,2295.0,2.0,4014234759,-122.04321399999999,East Bay,/eby/apa/4014234759.html,37.927815,1308.0,Sep,18,2013,060133382044005,06013,Contra Costa,06013338204
2720,vallejo / benicia,House in Bay Terrace/Waterfront/Bonus Room,1850.0,3.0,4075834114,,East Bay,/eby/apa/4075834114.html,,,Sep,18,2013,,,,
2721,fremont / union city / newark,Need to move in at the end of the Month? NO PROBLEM!,2385.0,2.0,4075858060,,East Bay,/eby/apa/4075858060.html,,1146.0,Sep,18,2013,,,,
2722,oakland piedmont / montclair,"Clean, Quiet, Spacious, Well Maintained Single-Family House",5000.0,4.0,4075747370,-122.234123,East Bay,/eby/apa/4075747370.html,37.81392,,Sep,18,2013,060014051004000,06001,Alameda,06001405100
2723,hayward / castro valley,Apartments Available NOW near shopping stores!,1050.0,1.0,4075744444,-122.113875,East Bay,/eby/apa/4075744444.html,37.664931,,Sep,18,2013,060014369004004,06001,Alameda,06001436900
2724,oakland hills / mills,Great location,1900.0,2.0,4075769231,-122.22160600000001,East Bay,/eby/apa/4075769231.html,37.854211,1098.0,Sep,18,2013,060014044001016,06001,Alameda,06001404400
2725,albany / el cerrito,"*Great, Quiet Duplex in the Hills with SF Bay View*",1685.0,2.0,4075769207,,East Bay,/eby/apa/4075769207.html,,,Sep,18,2013,,,,
2726,hayward / castro valley,Large Home for Family Entertaining,1950.0,3.0,4075769093,-122.07973100000001,East Bay,/eby/apa/4075769093.html,37.633532,1500.0,Sep,18,2013,060014376002019,06001,Alameda,06001437600
2727,walnut creek,*** Huge Studio!!! Ready Nov 1st! ***,1345.0,,4075753474,,East Bay,/eby/apa/4075753474.html,,600.0,Sep,18,2013,,,,
2728,concord / pleasant hill / martinez, MAKE ARCADIAN YOUR NEW HOME...,1525.0,2.0,4075736903,,East Bay,/eby/apa/4075736903.html,,870.0,Sep,18,2013,,,,
2729,oakland piedmont / montclair,House with Old World Charm: Close to Piedmont Ave/Great Deck in Yard ,3495.0,3.0,4075766957,-122.24927199999999,East Bay,/eby/apa/4075766957.html,37.825777,,Sep,18,2013,060014041021002,06001,Alameda,06001404102
2730,dublin / pleasanton / livermore,"Save, Save, Save... Move To TRACY...One Bedroom Only $1298!!",1298.0,1.0,4075730163,,East Bay,/eby/apa/4075730163.html,,693.0,Sep,18,2013,,,,
2731,berkeley,MOVE IN SPECIAL!! Rent your 2bd/2bth WALK TO UC Campus ,2795.0,2.0,4075608089,,East Bay,/eby/apa/4075608089.html,,,Sep,18,2013,,,,
2732,vallejo / benicia,Lovely Apartment- Historic Area,1090.0,2.0,4064200342,-122.270751,East Bay,/eby/apa/4064200342.html,38.117424,850.0,Sep,18,2013,060952517012014,06095,Solano,06095251701
2733,santa rosa,Trailer rental space available,,,4076782223,-122.742698,North Bay,/nby/apa/4076782223.html,38.437312,,Sep,18,2013,060971530031000,06097,Sonoma,06097153003
2734,napa county,REMODELED OLD TOWN COTTAGE. SPOTLESS!  WALK TO EVERYTHING...,900.0,1.0,4076746812,,North Bay,/nby/apa/4076746812.html,,,Sep,18,2013,,,,
2735,tiburon / belvedere,**Tiburon Waterfront 2-Bedroom with Gorgeous Views & Private Beach **,3350.0,2.0,4068394378,-122.449013,North Bay,/nby/apa/4068394378.html,37.874528000000005,,Sep,18,2013,060411242003004,06041,Marin,06041124200
2736,mill valley,Studio In Law with private deck Mt. Tam views,1325.0,,4039708493,-122.539326,North Bay,/nby/apa/4039708493.html,37.890003,390.0,Sep,18,2013,060411282003025,06041,Marin,06041128200
2737,kentfield / ross,Fresh remodel with nature,1900.0,2.0,4065795373,-122.551106,North Bay,/nby/apa/4065795373.html,37.952769,850.0,Sep,18,2013,060411191004004,06041,Marin,06041119100
2738,napa county,"2.5 ac., GATED ENTRY, VINEYARD VIEWS, BABBLING BROOK ... PARADISE!!!",3000.0,3.0,4076689987,,North Bay,/nby/apa/4076689987.html,,2037.0,Sep,18,2013,,,,
2739,napa county,Calistoga Lovely Garden Studio,1195.0,1.0,4076711809,,North Bay,/nby/apa/4076711809.html,,,Sep,18,2013,,,,
2740,rohnert pk / cotati,Find what you are looking for at The Commons Apartments!,1395.0,2.0,4076635292,-122.705905,North Bay,/nby/apa/4076635292.html,38.344587,,Sep,18,2013,060971513051024,06097,Sonoma,06097151305
2741,napa county,EUROPEAN STYLE DUPLEX WITH GARAGE IN DOWNTOWN NAPA,1195.0,1.0,4069033014,,North Bay,/nby/apa/4069033014.html,,,Sep,18,2013,,,,
2742,tiburon / belvedere,Luxury 5000 Sq Ft San Francisco Bay home,23400.0,3.0,4030650835,-122.465783,North Bay,/nby/apa/4030650835.html,37.886526,5000.0,Sep,18,2013,060411242005001,06041,Marin,06041124200
2743,novato,IGNACIO Knock-Out CONDO,1600.0,1.0,4076662812,-122.539093,North Bay,/nby/apa/4076662812.html,38.064181,680.0,Sep,18,2013,060411042001004,06041,Marin,06041104200
2744,santa rosa,Beautiful Skyhawk Home,3395.0,6.0,4048635510,,North Bay,/nby/apa/4048635510.html,,3400.0,Sep,18,2013,,,,
2745,santa rosa,Beautiful Home in Great Neighborhood!,1800.0,3.0,4029247508,,North Bay,/nby/apa/4029247508.html,,1500.0,Sep,18,2013,,,,
2746,healdsburg / windsor,Beautiful 3Bed/2Ba Home in Vintage Greens!,2100.0,3.0,4056981195,,North Bay,/nby/apa/4056981195.html,,,Sep,18,2013,,,,
2747,santa rosa,Beautiful Fully Upgraded Condo!,2350.0,3.0,4058984357,,North Bay,/nby/apa/4058984357.html,,,Sep,18,2013,,,,
2748,santa rosa,"Very Nice 2 Bed/1 Bath, Apt with Office Room!",1150.0,2.0,4058989891,,North Bay,/nby/apa/4058989891.html,,,Sep,18,2013,,,,
2749,santa rosa,Nice 2Bed/1Ba Single Story Condo!,1050.0,2.0,4060642964,,North Bay,/nby/apa/4060642964.html,,,Sep,18,2013,,,,
2750,san rafael,sunny one bedroom,975.0,1.0,4076272577,-122.516201,North Bay,/nby/apa/4076272577.html,37.962823,,Sep,18,2013,060411121001013,06041,Marin,06041112100
2751,Ukiah,Awesome Neigbors!,900.0,2.0,4065801875,-123.205285,North Bay,/nby/apa/4065801875.html,39.15249,850.0,Sep,18,2013,060450115001044,06045,Mendocino,06045011500
2752,sausalito,Brand New Carpeting in Your New Home? - Why Yes!,1495.0,,4076242534,-122.48698300000001,North Bay,/nby/apa/4076242534.html,37.850727,460.0,Sep,18,2013,060411302011005,06041,Marin,06041130201
2753,rohnert pk / cotati,2bd/1ba with W/D Avail NOW!,1745.0,2.0,4067299534,,North Bay,/nby/apa/4067299534.html,,932.0,Sep,18,2013,,,,
2754,rohnert pk / cotati,One Bedroom in Colorful Community Surrounded by Trees!,1307.0,1.0,4076252135,-122.700142,North Bay,/nby/apa/4076252135.html,38.34512,,Sep,18,2013,060971513051017,06097,Sonoma,06097151305
2755,rohnert pk / cotati,Upstairs Two Bedroom Two Bath Available October 5! Free Accent Wall!,1578.0,2.0,4076241057,-122.700142,North Bay,/nby/apa/4076241057.html,38.34512,,Sep,18,2013,060971513051017,06097,Sonoma,06097151305
2756,san jose south,BEAUTIFUL 2BD/2.5BA TOWNHOME WITH DUAL MASTERBEDROOM SUITES! ,2165.0,2.0,4075431301,-121.83856100000001,South Bay,/sby/apa/4075431301.html,37.275733,,Sep,18,2013,060855120203003,06085,Santa Clara,06085512020
2757,san jose west,Lovely Corner Home ~ Quiet Oasis of Peace & Joy ~ Pool & Spa + Gym,3399.0,3.0,4075413344,,South Bay,/sby/apa/4075413344.html,,1327.0,Sep,18,2013,,,,
2758,berkeley,"Great Large N. Berkeley 1 bed, could easily be used as 2bed! Near UC! ",1575.0,1.0,4071028820,-122.26718000000001,East Bay,/eby/apa/4071028820.html,37.876825,,Sep,18,2013,060014224001002,06001,Alameda,06001422400
2759,fairfield / vacaville,Experience Life Like Never Before!,1248.0,1.0,4076311274,-121.97423899999998,East Bay,/eby/apa/4076311274.html,38.346283,708.0,Sep,18,2013,060952531054008,06095,Solano,06095253105
2760,oakland lake merritt / grand,"One Bedroom + Office, Hardwood Floors, Dishwasher, Gated Parking",1445.0,1.0,4076195054,-122.24868799999999,East Bay,/eby/apa/4076195054.html,37.798739000000005,,Sep,18,2013,060014054011002,06001,Alameda,06001405401
2761,walnut creek,Pet Friendly!! Close to Downtown,1450.0,1.0,4076209029,,East Bay,/eby/apa/4076209029.html,,800.0,Sep,18,2013,,,,
2762,hayward / castro valley,1X1 with a ton of charm!!!,1734.0,1.0,4076196352,,East Bay,/eby/apa/4076196352.html,,662.0,Sep,18,2013,,,,
2763,fairfield / vacaville,Newer 3br.2.5ba.2car garage duplex home across f/ Padan Park,1650.0,3.0,4063016381,,East Bay,/eby/apa/4063016381.html,,,Sep,18,2013,,,,
2764,oakland east,Spacious and Private Duplex For Rent,1695.0,3.0,4036287845,,East Bay,/eby/apa/4036287845.html,,,Sep,18,2013,,,,
2765,vallejo / benicia,Rento Estudio Duplex en Vallejo,650.0,,4063314397,-122.244344,East Bay,/eby/apa/4063314397.html,38.087319,,Sep,18,2013,060952507011026,06095,Solano,06095250701
2766,oakland east,Great 2 Bed 1 Bath apartment * Sec 8 Welcome,1200.0,2.0,4046181437,-122.169303,East Bay,/eby/apa/4046181437.html,37.757971999999995,,Sep,18,2013,060014097004008,06001,Alameda,06001409700
2767,brentwood / oakley,"Large Stunning 4 bd, 2.5 ba. Brentwood Home. ",2495.0,4.0,4076218454,,East Bay,/eby/apa/4076218454.html,,3293.0,Sep,18,2013,,,,
2768,oakland east,duplex de 3 recamaras en renta,1500.0,3.0,4046270124,-122.20129299999999,East Bay,/eby/apa/4046270124.html,37.762929,,Sep,18,2013,060014088004005,06001,Alameda,06001408800
2769,oakland east,rento casa en oakland,1400.0,2.0,4046258135,-122.186577,East Bay,/eby/apa/4046258135.html,37.755128000000006,,Sep,18,2013,060014089001008,06001,Alameda,06001408900
2770,fairfield / vacaville,Beautiful corner unit with upgrades!,1095.0,1.0,4076004046,,East Bay,/eby/apa/4076004046.html,,620.0,Sep,18,2013,,,,
2771,danville / san ramon,Close to Iron Horse Middle School & SR Hospital,2150.0,2.0,4051434920,-121.959962,East Bay,/eby/apa/4051434920.html,37.77968,1082.0,Sep,18,2013,060133451081000,06013,Contra Costa,06013345108
2772,dublin / pleasanton / livermore,"This Income/Investment is located at 1819 Barcelona Street, Livermore CA. ",4000.0,,4014978293,,East Bay,/eby/apa/4014978293.html,,3584.0,Sep,18,2013,,,,
2773,dublin / pleasanton / livermore,Happy Valley Callippe Golf Course Home!! BEST VIEW IN PLEASANTON!!!,4000.0,4.0,4044282541,,East Bay,/eby/apa/4044282541.html,,2738.0,Sep,18,2013,,,,
2774,dublin / pleasanton / livermore,Fall is here and so is your 2x2 apt home!,2135.0,2.0,4075991157,-121.88197,East Bay,/eby/apa/4075991157.html,37.689077000000005,990.0,Sep,18,2013,060014507432028,06001,Alameda,06001450743
2775,dublin / pleasanton / livermore,Walk to Walnut and Harvest Park and AVHS! ,3500.0,5.0,4046245994,,East Bay,/eby/apa/4046245994.html,,12700.0,Sep,18,2013,,,,
2776,dublin / pleasanton / livermore,"Near Interates 580 and 680, Dublin Bart, Shopping, Great Schools!! ",2800.0,3.0,4059578166,-121.912751,East Bay,/eby/apa/4059578166.html,37.705587,1791.0,Sep,18,2013,060014503002049,06001,Alameda,06001450300
2777,dublin / pleasanton / livermore,"TRACY HOME 1079 Roy Frerichs Lane, Tracy",1950.0,4.0,4014697955,-121.464329,East Bay,/eby/apa/4014697955.html,37.720593,2199.0,Sep,18,2013,060770052071057,06077,San Joaquin,06077005207
2778,dublin / pleasanton / livermore,TRACY HOME 2315 Redington Dr Tracy CA,1800.0,4.0,4014538657,-121.457462,East Bay,/eby/apa/4014538657.html,37.740721,2788.0,Sep,18,2013,060770052072040,06077,San Joaquin,06077005207
2779,danville / san ramon,"~1 bd . 1ba condo for rent~ $1650/mo ~ private, quiet. gated complex",1650.0,1.0,4075932218,-121.94495900000001,East Bay,/eby/apa/4075932218.html,37.772852,657.0,Sep,18,2013,060133451082001,06013,Contra Costa,06013345108
2780,Crockett Ca,Great 2 bed 1 bath Duplex everything is NEW!!!! 925-565-5767,1300.0,2.0,4021160303,-122.22387900000001,East Bay,/eby/apa/4021160303.html,38.050241,725.0,Sep,18,2013,060133570001040,06013,Contra Costa,06013357000
2781,fairfield / vacaville,"Peaceful, Relaxing, Zen... 2x1 with $250 off your move in ",1118.0,2.0,4075891567,,East Bay,/eby/apa/4075891567.html,,955.0,Sep,18,2013,,,,
2782,fremont / union city / newark,Huge living space! Ground floor & Convenient! Alderwood Park 2bd/2ba!,1883.0,2.0,4075929804,-122.037173,East Bay,/eby/apa/4075929804.html,37.530537,909.0,Sep,18,2013,060014444003011,06001,Alameda,06001444400
2783,fairfield / vacaville,1512 Montebello Dr ,1350.0,3.0,4075927962,,East Bay,/eby/apa/4075927962.html,,1260.0,Sep,18,2013,,,,
2784,vallejo / benicia,AMAZING VALLEJO HOUSE,2095.0,3.0,4075926374,,East Bay,/eby/apa/4075926374.html,,,Sep,18,2013,,,,
2785,dublin / pleasanton / livermore,"Jr 1 bedroom available in October, nice location with balcony.",1500.0,1.0,4075925088,,East Bay,/eby/apa/4075925088.html,,559.0,Sep,18,2013,,,,
2786,danville / san ramon," Very Spacious 2 master suites, 2 1/2 bath Oak",2580.0,2.0,4075924861,-121.97802,East Bay,/eby/apa/4075924861.html,37.77993,1600.0,Sep,18,2013,060133452023019,06013,Contra Costa,06013345202
2787,danville / san ramon,2 bedroom 2 bath -Coming up October 18th,2300.0,2.0,4075924844,,East Bay,/eby/apa/4075924844.html,,1100.0,Sep,18,2013,,,,
2788,dublin / pleasanton / livermore,Fall in love with our spacious one bedroom! We love pets*!,1765.0,1.0,4075924530,-121.9226,East Bay,/eby/apa/4075924530.html,37.7166,947.0,Sep,18,2013,060014503001016,06001,Alameda,06001450300
2789,oakland north / temescal,4 BEDROOM IN SAFE NEIGHBORHOOD,3500.0,4.0,4075920637,-122.265451,East Bay,/eby/apa/4075920637.html,37.832298,1530.0,Sep,18,2013,060014011004027,06001,Alameda,06001401100
2790,emeryville,THE COURTYARDS AT 65TH STREET,2730.0,2.0,4076151830,-122.29346799999999,East Bay,/eby/apa/4076151830.html,37.846477,1035.0,Sep,18,2013,060014251031002,06001,Alameda,06001425103
2791,fremont / union city / newark,"Tour The Rest, Then Come & Rent Here At The Best!! ",1999.0,2.0,4076132047,-122.043557,East Bay,/eby/apa/4076132047.html,37.5771,910.0,Sep,18,2013,060014414022011,06001,Alameda,06001441402
2792,san leandro,Luxury Townhome Living,1725.0,2.0,4076149598,-122.136941,East Bay,/eby/apa/4076149598.html,37.679728000000004,860.0,Sep,18,2013,060014358004014,06001,Alameda,06001435800
2793,walnut creek,2bed*1ba*Private*Walk to BART*Av NOW,1495.0,2.0,4076148772,-122.065766,East Bay,/eby/apa/4076148772.html,37.919911,1000.0,Sep,18,2013,060133400013019,06013,Contra Costa,06013340001
2794,pittsburg / antioch,Gorgeous 1-bed w/ walk-in closet available!,910.0,1.0,4076148297,-121.904173,East Bay,/eby/apa/4076148297.html,38.022052,651.0,Sep,18,2013,060133110003006,06013,Contra Costa,06013311000
2795,fairfield / vacaville,Beautiful Community! Spacious Two Bedroom! Washer & Dryer! Hurry!,1294.0,2.0,4076147634,,East Bay,/eby/apa/4076147634.html,,948.0,Sep,18,2013,,,,
2796,oakland east,"Spacious 3 Bedroom Apartment,IN OAKLAND READY SOON.",1400.0,3.0,4076125196,,East Bay,/eby/apa/4076125196.html,,,Sep,18,2013,,,,
2797,oakland east,NICE 2 BEDROOM 1 BATH APARTMENT WITH GARAGE COME SEE IT TODAY*********,1100.0,2.0,4076087498,-122.16503600000001,East Bay,/eby/apa/4076087498.html,37.754387,,Sep,18,2013,060014097003013,06001,Alameda,06001409700
2798,hayward / castro valley,fully furnished living room for rent....for students,700.0,,4076141720,,East Bay,/eby/apa/4076141720.html,,,Sep,18,2013,,,,
2799,dublin / pleasanton / livermore,Don't miss out on your new home!,1675.0,2.0,4076141200,-121.791279,East Bay,/eby/apa/4076141200.html,37.680254,829.0,Sep,18,2013,060014513003039,06001,Alameda,06001451300
2800,fremont / union city / newark,Fully Furnished Studio Suite Available Immediately,1913.0,1.0,4076082246,,East Bay,/eby/apa/4076082246.html,,,Sep,18,2013,,,,
2801,fairfield / vacaville,Beautifully Remodeled Single Family Home in Great Neighborhood,1700.0,3.0,4075829446,-121.940722,East Bay,/eby/apa/4075829446.html,38.341315,1500.0,Sep,18,2013,060952529103007,06095,Solano,06095252910
2802,pittsburg / antioch,2 bed 1 bath SECOND MONTH FREE IF MOVED IN BY 10/01/13,998.0,2.0,4045719498,-121.79276599999999,East Bay,/eby/apa/4045719498.html,38.006221000000004,825.0,Sep,18,2013,060133060041009,06013,Contra Costa,06013306004
2803,vallejo / benicia,AMAZING VALLEJO CONDO,1395.0,2.0,4075823739,,East Bay,/eby/apa/4075823739.html,,,Sep,18,2013,,,,
2804,concord / pleasant hill / martinez,RELAX FROM YOUR 1 BEDROOM APARTMENT HOME...,1350.0,1.0,4075741949,,East Bay,/eby/apa/4075741949.html,,660.0,Sep,18,2013,,,,
2805,concord / pleasant hill / martinez,Unique Property in Single-family neighborhood Remodeled Semi-detached ,2000.0,4.0,4075767306,,East Bay,/eby/apa/4075767306.html,,,Sep,18,2013,,,,
2806,emeryville,APARTMENTS AVAILABLE FOR IMMEDIATE MOVE IN!,3040.0,2.0,4075603297,-122.29346799999999,East Bay,/eby/apa/4075603297.html,37.846477,1172.0,Sep,18,2013,060014251031002,06001,Alameda,06001425103
2807,concord / pleasant hill / martinez,Unique Pet Friendly 2BR With No Downstair Neighbors! Garage!,2065.0,2.0,4075846362,,East Bay,/eby/apa/4075846362.html,,1019.0,Sep,18,2013,,,,
2808,fremont / union city / newark,Luminous 3 bedroom w/ GENEROUS closet space!,2565.0,3.0,4075846239,,East Bay,/eby/apa/4075846239.html,,1511.0,Sep,18,2013,,,,
2809,fairfield / vacaville,One bedroom apt in Fairfield,725.0,1.0,4075842582,-122.040456,East Bay,/eby/apa/4075842582.html,38.253594,450.0,Sep,18,2013,060952525012000,06095,Solano,06095252501
2810,oakland west,"4900 SQ FT NEXT 2 UNION ST. LOFTS, 1 MILE TO PORT OAKLAND 80/580/880",4150.0,4.0,4064938835,-122.28723500000001,East Bay,/eby/apa/4064938835.html,37.814734,4900.0,Sep,18,2013,060014105001012,06001,Alameda,06001410500
2811,fairfield / vacaville,Make Hidden Creek Your New Home - Bring Your Pet With You,1150.0,1.0,4075842070,,East Bay,/eby/apa/4075842070.html,,642.0,Sep,18,2013,,,,
2812,richmond / point / annex,2 bedroom 1 bath apartment 2 blocks from Richmond BART station,1275.0,2.0,4067554198,,East Bay,/eby/apa/4067554198.html,,900.0,Sep,18,2013,,,,
2813,brentwood / oakley,GREAT ONE STORY 3 BED 2 BATH ON THE 3RD GREEN - DISCOVERY BAY,1795.0,3.0,4075710605,-121.600692,East Bay,/eby/apa/4075710605.html,37.900594,2123.0,Sep,18,2013,060133040031014,06013,Contra Costa,06013304003
2814,walnut creek, $$$  Newly renovated w/ Washer & Dryer  $$$ ,1599.0,1.0,4063080839,,East Bay,/eby/apa/4063080839.html,,600.0,Sep,18,2013,,,,
2815,fairfield / vacaville, Beautifully Remodeled Single Family Home in Great Neighborhood ,1700.0,3.0,4063968798,-121.940722,East Bay,/eby/apa/4063968798.html,38.341315,1500.0,Sep,18,2013,060952529103007,06095,Solano,06095252910
2816,vallejo / benicia,AMAZING VALLEJO HOUSE,2195.0,4.0,4075717134,,East Bay,/eby/apa/4075717134.html,,,Sep,18,2013,,,,
2817,fremont / union city / newark, Single Family Home in a Quiet Neighborhood Near Great Schools,3000.0,4.0,4070321351,-122.082574,East Bay,/eby/apa/4070321351.html,37.5828,2139.0,Sep,18,2013,060014403322000,06001,Alameda,06001440332
2818,fremont / union city / newark,Unbelievable2 BR Apartment with an Unbeatable Price!,2400.0,2.0,4075751978,-121.975581,East Bay,/eby/apa/4075751978.html,37.553177000000005,982.0,Sep,18,2013,060014419251021,06001,Alameda,06001441925
2819,fairfield / vacaville,Beautifully Remodeled Single Family Home in Great Neighborhood,1700.0,3.0,4070326017,-121.940722,East Bay,/eby/apa/4070326017.html,38.341315,1500.0,Sep,18,2013,060952529103007,06095,Solano,06095252910
2820,fairfield / vacaville,Beautifully Remodeled Single Family Home in Great Neighborhood,1700.0,3.0,4066038802,-121.940722,East Bay,/eby/apa/4066038802.html,38.341315,1500.0,Sep,18,2013,060952529103007,06095,Solano,06095252910
