POPGROUP,label,GEOIDLONG,GEOID,geodisplay,Population
1,Total population,1400000US06065045501,6065045501,"Census Tract 455.01, Riverside County, California",5518
1,Total population,1400000US06065045502,6065045502,"Census Tract 455.02, Riverside County, California",3744
1,Total population,1400000US06065045604,6065045604,"Census Tract 456.04, Riverside County, California",13694
1,Total population,1400000US06065045605,6065045605,"Census Tract 456.05, Riverside County, California",10543
1,Total population,1400000US06065045606,6065045606,"Census Tract 456.06, Riverside County, California",2680
1,Total population,1400000US06065045608,6065045608,"Census Tract 456.08, Riverside County, California",2878
1,Total population,1400000US06065045609,6065045609,"Census Tract 456.09, Riverside County, California",5880
1,Total population,1400000US06065045703,6065045703,"Census Tract 457.03, Riverside County, California",5708
1,Total population,1400000US06065045704,6065045704,"Census Tract 457.04, Riverside County, California",2804
1,Total population,1400000US06065045705,6065045705,"Census Tract 457.05, Riverside County, California",7522
1,Total population,1400000US06065045706,6065045706,"Census Tract 457.06, Riverside County, California",4821
1,Total population,1400000US06065045707,6065045707,"Census Tract 457.07, Riverside County, California",6397
1,Total population,1400000US06065045900,6065045900,"Census Tract 459, Riverside County, California",1838
1,Total population,1400000US06065046101,6065046101,"Census Tract 461.01, Riverside County, California",3060
1,Total population,1400000US06065046102,6065046102,"Census Tract 461.02, Riverside County, California",2027
1,Total population,1400000US06065046103,6065046103,"Census Tract 461.03, Riverside County, California",3030
1,Total population,1400000US06065046200,6065046200,"Census Tract 462, Riverside County, California",3341
1,Total population,1400000US06065046401,6065046401,"Census Tract 464.01, Riverside County, California",3768
1,Total population,1400000US06065046402,6065046402,"Census Tract 464.02, Riverside County, California",4684
1,Total population,1400000US06065046403,6065046403,"Census Tract 464.03, Riverside County, California",7156
1,Total population,1400000US06065046404,6065046404,"Census Tract 464.04, Riverside County, California",5590
1,Total population,1400000US06065046405,6065046405,"Census Tract 464.05, Riverside County, California",3974
1,Total population,1400000US06065046500,6065046500,"Census Tract 465, Riverside County, California",9277
1,Total population,1400000US06065046601,6065046601,"Census Tract 466.01, Riverside County, California",4888
1,Total population,1400000US06065046602,6065046602,"Census Tract 466.02, Riverside County, California",3712
1,Total population,1400000US06065046700,6065046700,"Census Tract 467, Riverside County, California",4442
1,Total population,1400000US06065046800,6065046800,"Census Tract 468, Riverside County, California",6365
1,Total population,1400000US06065046900,6065046900,"Census Tract 469, Riverside County, California",2043
1,Total population,1400000US06065047000,6065047000,"Census Tract 470, Riverside County, California",1749
1,Total population,1400000US06065047201,6065047201,"Census Tract 472.01, Riverside County, California",1958
1,Total population,1400000US06065047202,6065047202,"Census Tract 472.02, Riverside County, California",1929
1,Total population,1400000US06065047900,6065047900,"Census Tract 479, Riverside County, California",11611
1,Total population,1400000US06065048100,6065048100,"Census Tract 481, Riverside County, California",6404
1,Total population,1400000US06065048200,6065048200,"Census Tract 482, Riverside County, California",4301
1,Total population,1400000US06065048300,6065048300,"Census Tract 483, Riverside County, California",6649
1,Total population,1400000US06065048700,6065048700,"Census Tract 487, Riverside County, California",4489
1,Total population,1400000US06065048800,6065048800,"Census Tract 488, Riverside County, California",4512
1,Total population,1400000US06065048901,6065048901,"Census Tract 489.01, Riverside County, California",3805
1,Total population,1400000US06065048902,6065048902,"Census Tract 489.02, Riverside County, California",5957
1,Total population,1400000US06065049000,6065049000,"Census Tract 490, Riverside County, California",8249
1,Total population,1400000US06065049100,6065049100,"Census Tract 491, Riverside County, California",5264
1,Total population,1400000US06065049400,6065049400,"Census Tract 494, Riverside County, California",2978
1,Total population,1400000US06065049500,6065049500,"Census Tract 495, Riverside County, California",8421
1,Total population,1400000US06065049600,6065049600,"Census Tract 496, Riverside County, California",7176
1,Total population,1400000US06065049700,6065049700,"Census Tract 497, Riverside County, California",9511
1,Total population,1400000US06065049800,6065049800,"Census Tract 498, Riverside County, California",3771
1,Total population,1400000US06065050300,6065050300,"Census Tract 503, Riverside County, California",11161
1,Total population,1400000US06065050400,6065050400,"Census Tract 504, Riverside County, California",10378
1,Total population,1400000US06065050500,6065050500,"Census Tract 505, Riverside County, California",13261
1,Total population,1400000US06065050600,6065050600,"Census Tract 506, Riverside County, California",6850
1,Total population,1400000US06065050700,6065050700,"Census Tract 507, Riverside County, California",9969
1,Total population,1400000US06065050900,6065050900,"Census Tract 509, Riverside County, California",4340
1,Total population,1400000US06065051100,6065051100,"Census Tract 511, Riverside County, California",6188
1,Total population,1400000US06065051200,6065051200,"Census Tract 512, Riverside County, California",3403
1,Total population,1400000US06065051300,6065051300,"Census Tract 513, Riverside County, California",8371
1,Total population,1400000US06065051400,6065051400,"Census Tract 514, Riverside County, California",6956
1,Total population,1400000US06065940100,6065940100,"Census Tract 9401, Riverside County, California",166
1,Total population,1400000US06065940400,6065940400,"Census Tract 9404, Riverside County, California",6504
1,Total population,1400000US06065940500,6065940500,"Census Tract 9405, Riverside County, California",2208
1,Total population,1400000US06065940600,6065940600,"Census Tract 9406, Riverside County, California",3026
1,Total population,1400000US06065940700,6065940700,"Census Tract 9407, Riverside County, California",2613
1,Total population,1400000US06065940800,6065940800,"Census Tract 9408, Riverside County, California",2613
1,Total population,1400000US06065940900,6065940900,"Census Tract 9409, Riverside County, California",1916
1,Total population,1400000US06065941000,6065941000,"Census Tract 9410, Riverside County, California",3812
1,Total population,1400000US06065941100,6065941100,"Census Tract 9411, Riverside County, California",2051
1,Total population,1400000US06065941200,6065941200,"Census Tract 9412, Riverside County, California",2205
1,Total population,1400000US06065941300,6065941300,"Census Tract 9413, Riverside County, California",3300
1,Total population,1400000US06065941400,6065941400,"Census Tract 9414, Riverside County, California",3179
1,Total population,1400000US06065941500,6065941500,"Census Tract 9415, Riverside County, California",4291
1,Total population,1400000US06065981000,6065981000,"Census Tract 9810, Riverside County, California",7634
1,Total population,1400000US06067000100,6067000100,"Census Tract 1, Sacramento County, California",3558
1,Total population,1400000US06067000200,6067000200,"Census Tract 2, Sacramento County, California",3497
1,Total population,1400000US06067000300,6067000300,"Census Tract 3, Sacramento County, California",3103
1,Total population,1400000US06067000400,6067000400,"Census Tract 4, Sacramento County, California",3667
1,Total population,1400000US06067000500,6067000500,"Census Tract 5, Sacramento County, California",3159
1,Total population,1400000US06067000600,6067000600,"Census Tract 6, Sacramento County, California",1122
1,Total population,1400000US06067000700,6067000700,"Census Tract 7, Sacramento County, California",2806
1,Total population,1400000US06067000800,6067000800,"Census Tract 8, Sacramento County, California",1425
1,Total population,1400000US06067001101,6067001101,"Census Tract 11.01, Sacramento County, California",2047
1,Total population,1400000US06067001200,6067001200,"Census Tract 12, Sacramento County, California",3323
1,Total population,1400000US06067001300,6067001300,"Census Tract 13, Sacramento County, California",3005
1,Total population,1400000US06067001400,6067001400,"Census Tract 14, Sacramento County, California",2466
1,Total population,1400000US06067001500,6067001500,"Census Tract 15, Sacramento County, California",4329
1,Total population,1400000US06067001600,6067001600,"Census Tract 16, Sacramento County, California",5421
1,Total population,1400000US06067001700,6067001700,"Census Tract 17, Sacramento County, California",4794
1,Total population,1400000US06067001800,6067001800,"Census Tract 18, Sacramento County, California",4686
1,Total population,1400000US06067001900,6067001900,"Census Tract 19, Sacramento County, California",2771
1,Total population,1400000US06067002000,6067002000,"Census Tract 20, Sacramento County, California",2376
1,Total population,1400000US06067002100,6067002100,"Census Tract 21, Sacramento County, California",2377
1,Total population,1400000US06067002200,6067002200,"Census Tract 22, Sacramento County, California",4004
1,Total population,1400000US06067002300,6067002300,"Census Tract 23, Sacramento County, California",3156
1,Total population,1400000US06067002400,6067002400,"Census Tract 24, Sacramento County, California",4387
1,Total population,1400000US06067002500,6067002500,"Census Tract 25, Sacramento County, California",1587
1,Total population,1400000US06067002600,6067002600,"Census Tract 26, Sacramento County, California",2505
1,Total population,1400000US06067002700,6067002700,"Census Tract 27, Sacramento County, California",3383
1,Total population,1400000US06067002800,6067002800,"Census Tract 28, Sacramento County, California",3291
1,Total population,1400000US06067002900,6067002900,"Census Tract 29, Sacramento County, California",4499
1,Total population,1400000US06067003000,6067003000,"Census Tract 30, Sacramento County, California",6563
1,Total population,1400000US06067003101,6067003101,"Census Tract 31.01, Sacramento County, California",3568
1,Total population,1400000US06067003102,6067003102,"Census Tract 31.02, Sacramento County, California",2933
1,Total population,1400000US06067003202,6067003202,"Census Tract 32.02, Sacramento County, California",5052
1,Total population,1400000US06067003203,6067003203,"Census Tract 32.03, Sacramento County, California",3200
1,Total population,1400000US06067003204,6067003204,"Census Tract 32.04, Sacramento County, California",5456
1,Total population,1400000US06067003300,6067003300,"Census Tract 33, Sacramento County, California",4073
1,Total population,1400000US06067003400,6067003400,"Census Tract 34, Sacramento County, California",4085
1,Total population,1400000US06067003501,6067003501,"Census Tract 35.01, Sacramento County, California",2629
1,Total population,1400000US06067003502,6067003502,"Census Tract 35.02, Sacramento County, California",2916
1,Total population,1400000US06067003600,6067003600,"Census Tract 36, Sacramento County, California",2826
1,Total population,1400000US06067003700,6067003700,"Census Tract 37, Sacramento County, California",4219
1,Total population,1400000US06067003800,6067003800,"Census Tract 38, Sacramento County, California",5083
1,Total population,1400000US06067003900,6067003900,"Census Tract 39, Sacramento County, California",3374
1,Total population,1400000US06067004001,6067004001,"Census Tract 40.01, Sacramento County, California",5755
1,Total population,1400000US06067004004,6067004004,"Census Tract 40.04, Sacramento County, California",6086
1,Total population,1400000US06067004005,6067004005,"Census Tract 40.05, Sacramento County, California",4185
1,Total population,1400000US06067004006,6067004006,"Census Tract 40.06, Sacramento County, California",4843
1,Total population,1400000US06067004008,6067004008,"Census Tract 40.08, Sacramento County, California",3596
1,Total population,1400000US06067004009,6067004009,"Census Tract 40.09, Sacramento County, California",5129
1,Total population,1400000US06067004010,6067004010,"Census Tract 40.10, Sacramento County, California",5131
1,Total population,1400000US06067004011,6067004011,"Census Tract 40.11, Sacramento County, California",3086
1,Total population,1400000US06067004012,6067004012,"Census Tract 40.12, Sacramento County, California",3267
1,Total population,1400000US06067004100,6067004100,"Census Tract 41, Sacramento County, California",5015
1,Total population,1400000US06067004201,6067004201,"Census Tract 42.01, Sacramento County, California",5290
1,Total population,1400000US06067004202,6067004202,"Census Tract 42.02, Sacramento County, California",5538
1,Total population,1400000US06067004203,6067004203,"Census Tract 42.03, Sacramento County, California",5112
1,Total population,1400000US06067004300,6067004300,"Census Tract 43, Sacramento County, California",9553
1,Total population,1400000US06067004401,6067004401,"Census Tract 44.01, Sacramento County, California",4122
1,Total population,1400000US06067004402,6067004402,"Census Tract 44.02, Sacramento County, California",4252
1,Total population,1400000US06067004501,6067004501,"Census Tract 45.01, Sacramento County, California",3529
1,Total population,1400000US06067004502,6067004502,"Census Tract 45.02, Sacramento County, California",4795
1,Total population,1400000US06067004601,6067004601,"Census Tract 46.01, Sacramento County, California",7614
1,Total population,1400000US06067004602,6067004602,"Census Tract 46.02, Sacramento County, California",5067
1,Total population,1400000US06067004701,6067004701,"Census Tract 47.01, Sacramento County, California",3303
1,Total population,1400000US06067004702,6067004702,"Census Tract 47.02, Sacramento County, California",4945
1,Total population,1400000US06067004801,6067004801,"Census Tract 48.01, Sacramento County, California",5899
1,Total population,1400000US06067004802,6067004802,"Census Tract 48.02, Sacramento County, California",4485
1,Total population,1400000US06067004903,6067004903,"Census Tract 49.03, Sacramento County, California",6740
1,Total population,1400000US06067004904,6067004904,"Census Tract 49.04, Sacramento County, California",5675
1,Total population,1400000US06067004905,6067004905,"Census Tract 49.05, Sacramento County, California",6649
1,Total population,1400000US06067004906,6067004906,"Census Tract 49.06, Sacramento County, California",2797
1,Total population,1400000US06067005001,6067005001,"Census Tract 50.01, Sacramento County, California",8107
1,Total population,1400000US06067005002,6067005002,"Census Tract 50.02, Sacramento County, California",6284
1,Total population,1400000US06067005101,6067005101,"Census Tract 51.01, Sacramento County, California",4454
1,Total population,1400000US06067005102,6067005102,"Census Tract 51.02, Sacramento County, California",4481
1,Total population,1400000US06067005201,6067005201,"Census Tract 52.01, Sacramento County, California",3040
1,Total population,1400000US06067005202,6067005202,"Census Tract 52.02, Sacramento County, California",3154
1,Total population,1400000US06067005204,6067005204,"Census Tract 52.04, Sacramento County, California",4220
1,Total population,1400000US06067005205,6067005205,"Census Tract 52.05, Sacramento County, California",2109
1,Total population,1400000US06067005301,6067005301,"Census Tract 53.01, Sacramento County, California",1823
1,Total population,1400000US06067005402,6067005402,"Census Tract 54.02, Sacramento County, California",2641
1,Total population,1400000US06067005403,6067005403,"Census Tract 54.03, Sacramento County, California",2224
1,Total population,1400000US06067005404,6067005404,"Census Tract 54.04, Sacramento County, California",5611
1,Total population,1400000US06067005502,6067005502,"Census Tract 55.02, Sacramento County, California",5477
1,Total population,1400000US06067005505,6067005505,"Census Tract 55.05, Sacramento County, California",4550
1,Total population,1400000US06067005506,6067005506,"Census Tract 55.06, Sacramento County, California",3066
1,Total population,1400000US06067005508,6067005508,"Census Tract 55.08, Sacramento County, California",3106
1,Total population,1400000US06067005509,6067005509,"Census Tract 55.09, Sacramento County, California",1910
1,Total population,1400000US06067005510,6067005510,"Census Tract 55.10, Sacramento County, California",4291
1,Total population,1400000US06067005601,6067005601,"Census Tract 56.01, Sacramento County, California",4822
1,Total population,1400000US06067005605,6067005605,"Census Tract 56.05, Sacramento County, California",3124
1,Total population,1400000US06067005606,6067005606,"Census Tract 56.06, Sacramento County, California",4029
1,Total population,1400000US06067005701,6067005701,"Census Tract 57.01, Sacramento County, California",3060
1,Total population,1400000US06067005702,6067005702,"Census Tract 57.02, Sacramento County, California",4795
1,Total population,1400000US06067005801,6067005801,"Census Tract 58.01, Sacramento County, California",5050
1,Total population,1400000US06067005803,6067005803,"Census Tract 58.03, Sacramento County, California",3545
1,Total population,1400000US06067005804,6067005804,"Census Tract 58.04, Sacramento County, California",2585
1,Total population,1400000US06067005901,6067005901,"Census Tract 59.01, Sacramento County, California",5892
1,Total population,1400000US06067005903,6067005903,"Census Tract 59.03, Sacramento County, California",2277
1,Total population,1400000US06067005904,6067005904,"Census Tract 59.04, Sacramento County, California",4825
1,Total population,1400000US06067006002,6067006002,"Census Tract 60.02, Sacramento County, California",4624
1,Total population,1400000US06067006003,6067006003,"Census Tract 60.03, Sacramento County, California",4461
1,Total population,1400000US06067006004,6067006004,"Census Tract 60.04, Sacramento County, California",2319
1,Total population,1400000US06067006101,6067006101,"Census Tract 61.01, Sacramento County, California",4608
1,Total population,1400000US06067006102,6067006102,"Census Tract 61.02, Sacramento County, California",3114
1,Total population,1400000US06067006201,6067006201,"Census Tract 62.01, Sacramento County, California",6290
1,Total population,1400000US06067006202,6067006202,"Census Tract 62.02, Sacramento County, California",3599
1,Total population,1400000US06067006300,6067006300,"Census Tract 63, Sacramento County, California",4592
1,Total population,1400000US06067006400,6067006400,"Census Tract 64, Sacramento County, California",5347
1,Total population,1400000US06067006500,6067006500,"Census Tract 65, Sacramento County, California",6637
1,Total population,1400000US06067006600,6067006600,"Census Tract 66, Sacramento County, California",6166
1,Total population,1400000US06067006701,6067006701,"Census Tract 67.01, Sacramento County, California",8370
1,Total population,1400000US06067006702,6067006702,"Census Tract 67.02, Sacramento County, California",7560
1,Total population,1400000US06067006800,6067006800,"Census Tract 68, Sacramento County, California",7455
1,Total population,1400000US06067006900,6067006900,"Census Tract 69, Sacramento County, California",4763
1,Total population,1400000US06067007001,6067007001,"Census Tract 70.01, Sacramento County, California",3842
1,Total population,1400000US06067007004,6067007004,"Census Tract 70.04, Sacramento County, California",7533
1,Total population,1400000US06067007007,6067007007,"Census Tract 70.07, Sacramento County, California",5356
1,Total population,1400000US06067007010,6067007010,"Census Tract 70.10, Sacramento County, California",3626
1,Total population,1400000US06067007011,6067007011,"Census Tract 70.11, Sacramento County, California",5788
1,Total population,1400000US06067007012,6067007012,"Census Tract 70.12, Sacramento County, California",3345
1,Total population,1400000US06067007013,6067007013,"Census Tract 70.13, Sacramento County, California",2779
1,Total population,1400000US06067007014,6067007014,"Census Tract 70.14, Sacramento County, California",7342
1,Total population,1400000US06067007015,6067007015,"Census Tract 70.15, Sacramento County, California",4997
1,Total population,1400000US06067007016,6067007016,"Census Tract 70.16, Sacramento County, California",5537
1,Total population,1400000US06067007017,6067007017,"Census Tract 70.17, Sacramento County, California",2770
1,Total population,1400000US06067007018,6067007018,"Census Tract 70.18, Sacramento County, California",5083
1,Total population,1400000US06067007019,6067007019,"Census Tract 70.19, Sacramento County, California",1203
1,Total population,1400000US06067007020,6067007020,"Census Tract 70.20, Sacramento County, California",4034
1,Total population,1400000US06067007101,6067007101,"Census Tract 71.01, Sacramento County, California",253
1,Total population,1400000US06067007102,6067007102,"Census Tract 71.02, Sacramento County, California",7195
1,Total population,1400000US06067007103,6067007103,"Census Tract 71.03, Sacramento County, California",3850
1,Total population,1400000US06067007104,6067007104,"Census Tract 71.04, Sacramento County, California",7689
1,Total population,1400000US06067007105,6067007105,"Census Tract 71.05, Sacramento County, California",6725
1,Total population,1400000US06067007106,6067007106,"Census Tract 71.06, Sacramento County, California",7161
1,Total population,1400000US06067007107,6067007107,"Census Tract 71.07, Sacramento County, California",3372
1,Total population,1400000US06067007202,6067007202,"Census Tract 72.02, Sacramento County, California",4065
1,Total population,1400000US06067007204,6067007204,"Census Tract 72.04, Sacramento County, California",4965
1,Total population,1400000US06067007206,6067007206,"Census Tract 72.06, Sacramento County, California",4131
1,Total population,1400000US06067007207,6067007207,"Census Tract 72.07, Sacramento County, California",4212
1,Total population,1400000US06067007208,6067007208,"Census Tract 72.08, Sacramento County, California",4495
1,Total population,1400000US06067007209,6067007209,"Census Tract 72.09, Sacramento County, California",3695
1,Total population,1400000US06067007301,6067007301,"Census Tract 73.01, Sacramento County, California",4644
1,Total population,1400000US06067007402,6067007402,"Census Tract 74.02, Sacramento County, California",6180
1,Total population,1400000US06067007403,6067007403,"Census Tract 74.03, Sacramento County, California",4537
1,Total population,1400000US06067007406,6067007406,"Census Tract 74.06, Sacramento County, California",7626
1,Total population,1400000US06067007413,6067007413,"Census Tract 74.13, Sacramento County, California",5932
1,Total population,1400000US06067007414,6067007414,"Census Tract 74.14, Sacramento County, California",4317
1,Total population,1400000US06067007415,6067007415,"Census Tract 74.15, Sacramento County, California",3039
1,Total population,1400000US06067007416,6067007416,"Census Tract 74.16, Sacramento County, California",3866
1,Total population,1400000US06067007417,6067007417,"Census Tract 74.17, Sacramento County, California",3012
1,Total population,1400000US06067007421,6067007421,"Census Tract 74.21, Sacramento County, California",9003
1,Total population,1400000US06067007422,6067007422,"Census Tract 74.22, Sacramento County, California",2692
1,Total population,1400000US06067007423,6067007423,"Census Tract 74.23, Sacramento County, California",5313
1,Total population,1400000US06067007424,6067007424,"Census Tract 74.24, Sacramento County, California",3508
1,Total population,1400000US06067007426,6067007426,"Census Tract 74.26, Sacramento County, California",2234
1,Total population,1400000US06067007427,6067007427,"Census Tract 74.27, Sacramento County, California",6840
1,Total population,1400000US06067007428,6067007428,"Census Tract 74.28, Sacramento County, California",3451
1,Total population,1400000US06067007429,6067007429,"Census Tract 74.29, Sacramento County, California",4889
1,Total population,1400000US06067007430,6067007430,"Census Tract 74.30, Sacramento County, California",7805
1,Total population,1400000US06067007431,6067007431,"Census Tract 74.31, Sacramento County, California",3355
1,Total population,1400000US06067007432,6067007432,"Census Tract 74.32, Sacramento County, California",5040
1,Total population,1400000US06067007433,6067007433,"Census Tract 74.33, Sacramento County, California",7656
1,Total population,1400000US06067007501,6067007501,"Census Tract 75.01, Sacramento County, California",6067
1,Total population,1400000US06067007503,6067007503,"Census Tract 75.03, Sacramento County, California",4912
1,Total population,1400000US06067007504,6067007504,"Census Tract 75.04, Sacramento County, California",2054
1,Total population,1400000US06067007601,6067007601,"Census Tract 76.01, Sacramento County, California",6416
1,Total population,1400000US06067007602,6067007602,"Census Tract 76.02, Sacramento County, California",4619
1,Total population,1400000US06067007701,6067007701,"Census Tract 77.01, Sacramento County, California",6126
1,Total population,1400000US06067007702,6067007702,"Census Tract 77.02, Sacramento County, California",4306
1,Total population,1400000US06067007801,6067007801,"Census Tract 78.01, Sacramento County, California",5481
1,Total population,1400000US06067007802,6067007802,"Census Tract 78.02, Sacramento County, California",4808
1,Total population,1400000US06067007903,6067007903,"Census Tract 79.03, Sacramento County, California",4576
1,Total population,1400000US06067007904,6067007904,"Census Tract 79.04, Sacramento County, California",4797
1,Total population,1400000US06067007905,6067007905,"Census Tract 79.05, Sacramento County, California",4225
1,Total population,1400000US06067007906,6067007906,"Census Tract 79.06, Sacramento County, California",3525
1,Total population,1400000US06067008005,6067008005,"Census Tract 80.05, Sacramento County, California",4715
1,Total population,1400000US06067008006,6067008006,"Census Tract 80.06, Sacramento County, California",5718
1,Total population,1400000US06067008007,6067008007,"Census Tract 80.07, Sacramento County, California",3151
1,Total population,1400000US06067008008,6067008008,"Census Tract 80.08, Sacramento County, California",4610
1,Total population,1400000US06067008009,6067008009,"Census Tract 80.09, Sacramento County, California",4407
1,Total population,1400000US06067008010,6067008010,"Census Tract 80.10, Sacramento County, California",4890
1,Total population,1400000US06067008111,6067008111,"Census Tract 81.11, Sacramento County, California",6153
1,Total population,1400000US06067008113,6067008113,"Census Tract 81.13, Sacramento County, California",3752
1,Total population,1400000US06067008117,6067008117,"Census Tract 81.17, Sacramento County, California",2084
1,Total population,1400000US06067008119,6067008119,"Census Tract 81.19, Sacramento County, California",5668
1,Total population,1400000US06067008120,6067008120,"Census Tract 81.20, Sacramento County, California",4873
1,Total population,1400000US06067008122,6067008122,"Census Tract 81.22, Sacramento County, California",3384
1,Total population,1400000US06067008124,6067008124,"Census Tract 81.24, Sacramento County, California",4478
1,Total population,1400000US06067008125,6067008125,"Census Tract 81.25, Sacramento County, California",5265
1,Total population,1400000US06067008127,6067008127,"Census Tract 81.27, Sacramento County, California",4792
1,Total population,1400000US06067008128,6067008128,"Census Tract 81.28, Sacramento County, California",2462
1,Total population,1400000US06067008129,6067008129,"Census Tract 81.29, Sacramento County, California",3358
1,Total population,1400000US06067008130,6067008130,"Census Tract 81.30, Sacramento County, California",3761
1,Total population,1400000US06067008131,6067008131,"Census Tract 81.31, Sacramento County, California",4922
1,Total population,1400000US06067008132,6067008132,"Census Tract 81.32, Sacramento County, California",3710
1,Total population,1400000US06067008133,6067008133,"Census Tract 81.33, Sacramento County, California",2652
1,Total population,1400000US06067008134,6067008134,"Census Tract 81.34, Sacramento County, California",4647
1,Total population,1400000US06067008135,6067008135,"Census Tract 81.35, Sacramento County, California",4000
1,Total population,1400000US06067008136,6067008136,"Census Tract 81.36, Sacramento County, California",2339
1,Total population,1400000US06067008137,6067008137,"Census Tract 81.37, Sacramento County, California",2432
1,Total population,1400000US06067008138,6067008138,"Census Tract 81.38, Sacramento County, California",3568
1,Total population,1400000US06067008139,6067008139,"Census Tract 81.39, Sacramento County, California",3360
1,Total population,1400000US06067008140,6067008140,"Census Tract 81.40, Sacramento County, California",2894
1,Total population,1400000US06067008141,6067008141,"Census Tract 81.41, Sacramento County, California",6799
1,Total population,1400000US06067008142,6067008142,"Census Tract 81.42, Sacramento County, California",3353
1,Total population,1400000US06067008143,6067008143,"Census Tract 81.43, Sacramento County, California",4248
1,Total population,1400000US06067008144,6067008144,"Census Tract 81.44, Sacramento County, California",2541
1,Total population,1400000US06067008145,6067008145,"Census Tract 81.45, Sacramento County, California",7345
1,Total population,1400000US06067008203,6067008203,"Census Tract 82.03, Sacramento County, California",4760
1,Total population,1400000US06067008204,6067008204,"Census Tract 82.04, Sacramento County, California",4495
1,Total population,1400000US06067008206,6067008206,"Census Tract 82.06, Sacramento County, California",5638
1,Total population,1400000US06067008207,6067008207,"Census Tract 82.07, Sacramento County, California",4212
1,Total population,1400000US06067008208,6067008208,"Census Tract 82.08, Sacramento County, California",4598
1,Total population,1400000US06067008209,6067008209,"Census Tract 82.09, Sacramento County, California",4085
1,Total population,1400000US06067008210,6067008210,"Census Tract 82.10, Sacramento County, California",5472
1,Total population,1400000US06067008211,6067008211,"Census Tract 82.11, Sacramento County, California",2871
1,Total population,1400000US06067008402,6067008402,"Census Tract 84.02, Sacramento County, California",5505
1,Total population,1400000US06067008403,6067008403,"Census Tract 84.03, Sacramento County, California",5246
1,Total population,1400000US06067008404,6067008404,"Census Tract 84.04, Sacramento County, California",3275
1,Total population,1400000US06067008501,6067008501,"Census Tract 85.01, Sacramento County, California",6228
1,Total population,1400000US06067008504,6067008504,"Census Tract 85.04, Sacramento County, California",4320
1,Total population,1400000US06067008505,6067008505,"Census Tract 85.05, Sacramento County, California",2186
1,Total population,1400000US06067008506,6067008506,"Census Tract 85.06, Sacramento County, California",2520
1,Total population,1400000US06067008507,6067008507,"Census Tract 85.07, Sacramento County, California",3687
1,Total population,1400000US06067008508,6067008508,"Census Tract 85.08, Sacramento County, California",6825
1,Total population,1400000US06067008509,6067008509,"Census Tract 85.09, Sacramento County, California",4711
1,Total population,1400000US06067008510,6067008510,"Census Tract 85.10, Sacramento County, California",4744
1,Total population,1400000US06067008512,6067008512,"Census Tract 85.12, Sacramento County, California",3819
1,Total population,1400000US06067008513,6067008513,"Census Tract 85.13, Sacramento County, California",2793
1,Total population,1400000US06067008600,6067008600,"Census Tract 86, Sacramento County, California",6784
1,Total population,1400000US06067008702,6067008702,"Census Tract 87.02, Sacramento County, California",3082
1,Total population,1400000US06067008703,6067008703,"Census Tract 87.03, Sacramento County, California",4912
1,Total population,1400000US06067008704,6067008704,"Census Tract 87.04, Sacramento County, California",3231
1,Total population,1400000US06067008705,6067008705,"Census Tract 87.05, Sacramento County, California",4397
1,Total population,1400000US06067008801,6067008801,"Census Tract 88.01, Sacramento County, California",4436
1,Total population,1400000US06067008905,6067008905,"Census Tract 89.05, Sacramento County, California",4451
1,Total population,1400000US06067008907,6067008907,"Census Tract 89.07, Sacramento County, California",4835
1,Total population,1400000US06067008908,6067008908,"Census Tract 89.08, Sacramento County, California",4835
1,Total population,1400000US06067008909,6067008909,"Census Tract 89.09, Sacramento County, California",2358
1,Total population,1400000US06067008910,6067008910,"Census Tract 89.10, Sacramento County, California",3486
1,Total population,1400000US06067008911,6067008911,"Census Tract 89.11, Sacramento County, California",2295
1,Total population,1400000US06067008912,6067008912,"Census Tract 89.12, Sacramento County, California",3100
1,Total population,1400000US06067008913,6067008913,"Census Tract 89.13, Sacramento County, California",4145
1,Total population,1400000US06067009004,6067009004,"Census Tract 90.04, Sacramento County, California",3878
1,Total population,1400000US06067009005,6067009005,"Census Tract 90.05, Sacramento County, California",3165
1,Total population,1400000US06067009006,6067009006,"Census Tract 90.06, Sacramento County, California",4940
1,Total population,1400000US06067009007,6067009007,"Census Tract 90.07, Sacramento County, California",2818
1,Total population,1400000US06067009008,6067009008,"Census Tract 90.08, Sacramento County, California",4928
1,Total population,1400000US06067009010,6067009010,"Census Tract 90.10, Sacramento County, California",4866
1,Total population,1400000US06067009011,6067009011,"Census Tract 90.11, Sacramento County, California",3964
1,Total population,1400000US06067009103,6067009103,"Census Tract 91.03, Sacramento County, California",3495
1,Total population,1400000US06067009105,6067009105,"Census Tract 91.05, Sacramento County, California",2709
1,Total population,1400000US06067009106,6067009106,"Census Tract 91.06, Sacramento County, California",4143
1,Total population,1400000US06067009107,6067009107,"Census Tract 91.07, Sacramento County, California",3213
1,Total population,1400000US06067009108,6067009108,"Census Tract 91.08, Sacramento County, California",3693
1,Total population,1400000US06067009109,6067009109,"Census Tract 91.09, Sacramento County, California",4842
1,Total population,1400000US06067009110,6067009110,"Census Tract 91.10, Sacramento County, California",1482
1,Total population,1400000US06067009111,6067009111,"Census Tract 91.11, Sacramento County, California",5539
1,Total population,1400000US06067009112,6067009112,"Census Tract 91.12, Sacramento County, California",3630
1,Total population,1400000US06067009201,6067009201,"Census Tract 92.01, Sacramento County, California",2293
1,Total population,1400000US06067009307,6067009307,"Census Tract 93.07, Sacramento County, California",5241
