SUMLEV,REGION,DIVISION,STATE,COUNTY,STNAME,CTYNAME,ESTIMATESBASE2000,POPESTIMATE2000,POPESTIMATE2001,POPESTIMATE2002,POPESTIMATE2003,POPESTIMATE2004,POPESTIMATE2005,POPESTIMATE2006,POPESTIMATE2007,POPESTIMATE2008,POPESTIMATE2009,CENSUS2010POP,POPESTIMATE2010
50,4,8,30,65,Montana,Musselshell County,4492,4471,4368,4353,4361,4370,4323,4398,4394,4423,4478,4538,4560
50,4,8,30,67,Montana,Park County,15694,15710,15651,15676,15539,15509,15629,15690,15828,15896,15738,15636,15608
50,4,8,30,69,Montana,Petroleum County,493,493,490,506,506,519,492,495,470,481,488,494,495
50,4,8,30,71,Montana,Phillips County,4601,4568,4498,4383,4317,4295,4228,4166,4193,4182,4242,4253,4249
50,4,8,30,73,Montana,Pondera County,6425,6384,6360,6285,6228,6140,6148,6172,6169,6117,6109,6153,6160
50,4,8,30,75,Montana,Powder River County,1858,1847,1814,1834,1837,1789,1739,1794,1761,1756,1738,1743,1741
50,4,8,30,77,Montana,Powell County,7185,7203,7033,6986,6893,6872,6997,7115,7117,7036,7093,7027,7022
50,4,8,30,79,Montana,Prairie County,1199,1179,1208,1173,1168,1153,1098,1098,1083,1123,1139,1179,1189
50,4,8,30,81,Montana,Ravalli County,36093,36301,36683,37308,38184,38739,39012,39555,40023,40223,39956,40212,40308
50,4,8,30,83,Montana,Richland County,9666,9619,9424,9286,9195,9096,9207,9267,9356,9430,9679,9746,9759
50,4,8,30,85,Montana,Roosevelt County,10632,10623,10558,10389,10344,10459,10437,10285,10166,10129,10334,10425,10453
50,4,8,30,87,Montana,Rosebud County,9389,9399,9248,9196,9210,9136,9131,9057,9089,9095,9174,9233,9254
50,4,8,30,89,Montana,Sanders County,10238,10287,10489,10466,10554,10895,11002,11178,11364,11433,11471,11413,11382
50,4,8,30,91,Montana,Sheridan County,4105,4078,3952,3825,3697,3683,3573,3507,3469,3385,3387,3384,3377
50,4,8,30,93,Montana,Silver Bow County,34625,34571,33882,33636,33474,33416,33414,33441,33489,33812,34008,34200,34234
50,4,8,30,95,Montana,Stillwater County,8221,8247,8392,8441,8451,8435,8481,8659,8867,8945,9077,9117,9121
50,4,8,30,97,Montana,Sweet Grass County,3601,3633,3594,3617,3591,3676,3675,3697,3778,3755,3731,3651,3622
50,4,8,30,99,Montana,Teton County,6449,6436,6373,6286,6314,6209,6105,6110,6143,6143,6050,6073,6081
50,4,8,30,101,Montana,Toole County,5255,5261,5228,5184,5006,5069,5130,5085,4969,5079,5245,5324,5337
50,4,8,30,103,Montana,Treasure County,857,854,836,793,784,799,766,759,748,754,720,718,713
50,4,8,30,105,Montana,Valley County,7673,7653,7587,7512,7427,7422,7367,7272,7332,7415,7349,7369,7359
50,4,8,30,107,Montana,Wheatland County,2259,2243,2174,2193,2131,2113,2086,2035,2080,2151,2158,2168,2166
50,4,8,30,109,Montana,Wibaux County,1067,1072,1032,1028,1020,1019,995,984,1014,986,1030,1017,1008
50,4,8,30,111,Montana,Yellowstone County,129347,129570,130801,132165,133715,135441,137623,139582,141518,144255,146465,147972,148432
40,2,4,31,0,Nebraska,Nebraska,1711230,1713820,1719836,1728292,1738643,1749370,1761497,1772693,1783440,1796378,1812683,1826341,1830429
50,2,4,31,1,Nebraska,Adams County,31150,31154,31021,30716,30693,30740,30987,30910,30892,31160,31280,31364,31388
50,2,4,31,3,Nebraska,Antelope County,7447,7435,7242,7229,7172,7063,6994,6836,6767,6704,6739,6685,6664
50,2,4,31,5,Nebraska,Arthur County,444,445,423,421,439,433,428,450,457,453,442,460,463
50,2,4,31,7,Nebraska,Banner County,815,819,808,769,763,749,731,733,715,677,686,690,690
50,2,4,31,9,Nebraska,Blaine County,583,583,564,551,545,515,492,493,463,456,477,478,478
50,2,4,31,11,Nebraska,Boone County,6259,6214,6146,6053,5888,5813,5746,5623,5582,5548,5514,5505,5500
50,2,4,31,13,Nebraska,Box Butte County,12159,12235,11985,11951,11719,11528,11422,11338,11409,11482,11347,11308,11285
50,2,4,31,15,Nebraska,Boyd County,2443,2431,2390,2352,2304,2246,2219,2143,2109,2102,2075,2099,2107
50,2,4,31,17,Nebraska,Brown County,3525,3534,3510,3497,3478,3441,3329,3319,3225,3149,3115,3145,3154
50,2,4,31,19,Nebraska,Buffalo County,42232,42310,42418,42949,43251,43753,44131,44645,45060,45343,45970,46102,46165
50,2,4,31,21,Nebraska,Burt County,7791,7786,7659,7486,7366,7399,7225,7122,6999,6967,6885,6858,6847
50,2,4,31,23,Nebraska,Butler County,8857,8826,8878,8817,8716,8631,8479,8396,8375,8355,8387,8395,8398
50,2,4,31,25,Nebraska,Cass County,24319,24365,24460,24602,24868,25074,25170,25240,25256,25322,25122,25241,25291
50,2,4,31,27,Nebraska,Cedar County,9626,9604,9470,9391,9291,9246,9240,9060,8941,8839,8854,8852,8837
50,2,4,31,29,Nebraska,Chase County,4068,4053,4003,4045,4090,4018,3983,3965,3913,3865,3921,3966,3971
50,2,4,31,31,Nebraska,Cherry County,6149,6152,6060,6054,6031,6064,6039,5927,5834,5752,5683,5713,5717
50,2,4,31,33,Nebraska,Cheyenne County,9833,9832,9943,9973,9935,9970,10125,9943,10139,10150,10032,9998,9979
50,2,4,31,35,Nebraska,Clay County,7036,7029,6944,6899,6859,6795,6669,6609,6564,6543,6512,6542,6543
50,2,4,31,37,Nebraska,Colfax County,10434,10452,10440,10478,10433,10457,10238,9993,9993,10083,10380,10515,10558
50,2,4,31,39,Nebraska,Cuming County,10203,10169,10054,9962,9832,9709,9642,9440,9286,9215,9132,9139,9140
50,2,4,31,41,Nebraska,Custer County,11794,11784,11593,11508,11388,11328,11248,11090,11005,11001,10999,10939,10912
50,2,4,31,43,Nebraska,Dakota County,20265,20296,20331,20374,20488,20410,20191,20295,20564,20559,20924,21006,21028
50,2,4,31,45,Nebraska,Dawes County,9060,9054,9162,9227,9306,9127,9087,9040,9181,9134,9218,9182,9170
50,2,4,31,47,Nebraska,Dawson County,24370,24410,24359,24149,24175,24112,24085,24291,24178,24160,24212,24326,24383
50,2,4,31,49,Nebraska,Deuel County,2089,2086,2085,2029,2027,2025,1999,1969,1982,1986,1941,1941,1936
50,2,4,31,51,Nebraska,Dixon County,6277,6246,6156,6064,5984,5908,5961,5987,5993,6004,6013,6000,6003
50,2,4,31,53,Nebraska,Dodge County,36150,36231,36143,36060,36184,36267,36442,36597,36647,36548,36604,36691,36707
50,2,4,31,55,Nebraska,Douglas County,463567,464701,468125,471866,476701,482075,488114,493757,498743,504547,511902,517110,518777
50,2,4,31,57,Nebraska,Dundy County,2292,2268,2179,2159,2170,2154,2091,2051,2010,1973,1997,2008,2008
50,2,4,31,59,Nebraska,Fillmore County,6634,6607,6493,6376,6371,6281,6126,6053,5985,5940,5898,5890,5889
50,2,4,31,61,Nebraska,Franklin County,3569,3544,3467,3484,3440,3411,3425,3352,3207,3167,3186,3225,3235
50,2,4,31,63,Nebraska,Frontier County,3089,3085,3069,3037,2981,2990,2944,2879,2860,2786,2772,2756,2743
50,2,4,31,65,Nebraska,Furnas County,5324,5299,5232,5261,5207,5112,5051,5016,4929,4873,4934,4959,4958
50,2,4,31,67,Nebraska,Gage County,22992,22955,23039,23031,23056,23052,22866,22875,22843,22574,22364,22311,22301
50,2,4,31,69,Nebraska,Garden County,2294,2289,2306,2284,2304,2245,2111,2120,2046,2004,2010,2057,2065
50,2,4,31,71,Nebraska,Garfield County,1902,1899,1913,1945,1936,1955,1969,1984,1977,2001,2029,2049,2047
50,2,4,31,73,Nebraska,Gosper County,2143,2146,2096,2100,2136,2112,2110,2075,2101,2049,2020,2044,2047
50,2,4,31,75,Nebraska,Grant County,735,736,743,726,697,680,676,677,660,653,619,614,610
50,2,4,31,77,Nebraska,Greeley County,2714,2712,2700,2696,2662,2643,2577,2578,2538,2548,2502,2538,2544
50,2,4,31,79,Nebraska,Hall County,53577,53569,53508,53722,54050,54413,54535,55190,55742,56795,57955,58607,58814
50,2,4,31,81,Nebraska,Hamilton County,9408,9377,9307,9323,9349,9319,9269,9196,9204,9157,9113,9124,9132
50,2,4,31,83,Nebraska,Harlan County,3783,3764,3732,3677,3717,3633,3558,3522,3511,3435,3406,3423,3424
50,2,4,31,85,Nebraska,Hayes County,1068,1070,1088,1098,1092,1063,1051,994,977,986,987,967,958
50,2,4,31,87,Nebraska,Hitchcock County,3110,3103,3095,3056,3047,3055,2954,2956,2931,2927,2906,2908,2904
50,2,4,31,89,Nebraska,Holt County,11544,11487,11346,11210,11042,10868,10839,10613,10541,10399,10406,10435,10434
50,2,4,31,91,Nebraska,Hooker County,783,773,745,731,737,748,744,751,732,734,733,736,738
50,2,4,31,93,Nebraska,Howard County,6561,6523,6448,6427,6509,6465,6432,6357,6333,6261,6288,6274,6273
50,2,4,31,95,Nebraska,Jefferson County,8340,8324,8288,8253,8157,8117,8025,7970,7765,7684,7602,7547,7517
50,2,4,31,97,Nebraska,Johnson County,4488,4506,4491,4927,5102,5372,5257,5257,5163,5203,5199,5217,5231
50,2,4,31,99,Nebraska,Kearney County,6887,6889,6842,6785,6800,6776,6698,6614,6624,6554,6476,6489,6492
50,2,4,31,101,Nebraska,Keith County,8868,8839,8767,8757,8514,8444,8418,8381,8423,8290,8320,8368,8367
50,2,4,31,103,Nebraska,Keya Paha County,985,981,966,957,964,942,904,892,857,836,820,824,824
50,2,4,31,105,Nebraska,Kimball County,4085,4060,4055,4046,3960,3921,3925,3879,3809,3761,3799,3821,3820
50,2,4,31,107,Nebraska,Knox County,9370,9336,9177,9108,9065,9025,8897,8846,8862,8708,8700,8701,8693
50,2,4,31,109,Nebraska,Lancaster County,250307,251523,254630,258398,262667,265087,268868,272286,276012,279605,283097,285407,286141
50,2,4,31,111,Nebraska,Lincoln County,34630,34660,34669,34525,34776,35177,35577,35973,36011,36301,36280,36288,36270
50,2,4,31,113,Nebraska,Logan County,774,773,780,764,737,738,747,756,751,730,738,763,770
50,2,4,31,115,Nebraska,Loup County,712,709,715,736,722,669,652,635,649,630,629,632,634
50,2,4,31,117,Nebraska,McPherson County,533,532,534,549,538,531,522,518,545,558,537,539,538
50,2,4,31,119,Nebraska,Madison County,35254,35230,35601,35862,35858,35722,35631,35415,34298,34319,34609,34876,34960
50,2,4,31,121,Nebraska,Merrick County,8189,8152,8045,8054,8033,8018,7904,7813,7709,7734,7813,7845,7851
50,2,4,31,123,Nebraska,Morrill County,5443,5420,5344,5225,5202,5147,5110,5090,5122,5079,5019,5042,5046
50,2,4,31,125,Nebraska,Nance County,4042,4054,4039,3948,3842,3787,3831,3807,3766,3745,3729,3735,3730
50,2,4,31,127,Nebraska,Nemaha County,7580,7578,7446,7330,7215,7182,7252,7311,7220,7280,7178,7248,7258
50,2,4,31,129,Nebraska,Nuckolls County,5056,5032,4947,4844,4873,4872,4796,4709,4642,4571,4495,4500,4497
50,2,4,31,131,Nebraska,Otoe County,15402,15494,15554,15524,15478,15525,15607,15753,15841,15728,15608,15740,15773
50,2,4,31,133,Nebraska,Pawnee County,3089,3088,3020,3020,2907,2907,2884,2802,2791,2711,2752,2773,2777
50,2,4,31,135,Nebraska,Perkins County,3199,3181,3125,3119,3082,3134,3145,3041,3013,2949,2937,2970,2975
50,2,4,31,137,Nebraska,Phelps County,9746,9733,9704,9684,9576,9535,9402,9405,9222,9195,9148,9188,9199
50,2,4,31,139,Nebraska,Pierce County,7843,7824,7731,7627,7615,7477,7508,7416,7314,7286,7260,7266,7266
50,2,4,31,141,Nebraska,Platte County,31574,31500,31319,30939,30756,30658,30865,31100,31408,31527,32017,32237,32324
50,2,4,31,143,Nebraska,Polk County,5629,5610,5533,5556,5529,5466,5473,5409,5447,5402,5409,5406,5395
50,2,4,31,145,Nebraska,Red Willow County,11456,11487,11483,11436,11336,11351,11219,11194,11053,11034,11018,11055,11045
50,2,4,31,147,Nebraska,Richardson County,9531,9507,9260,9125,8949,8879,8799,8642,8480,8413,8383,8363,8350
50,2,4,31,149,Nebraska,Rock County,1754,1743,1709,1674,1600,1597,1557,1552,1551,1554,1550,1526,1517
50,2,4,31,151,Nebraska,Saline County,13858,13880,14004,14110,14232,14206,14136,13987,14069,14048,14166,14200,14219
50,2,4,31,153,Nebraska,Sarpy County,122633,123309,126442,129496,132017,136339,140239,144070,148214,152762,156147,158840,159709
50,2,4,31,155,Nebraska,Saunders County,19827,19852,19962,19925,20104,20248,20460,20411,20483,20446,20515,20780,20858
50,2,4,31,157,Nebraska,Scotts Bluff County,36952,37012,36561,36572,36468,36278,36277,36223,36338,36536,36677,36970,37072
50,2,4,31,159,Nebraska,Seward County,16491,16519,16607,16574,16527,16681,16601,16654,16490,16653,16536,16750,16807
50,2,4,31,161,Nebraska,Sheridan County,6186,6165,5995,5995,5842,5851,5726,5649,5592,5500,5498,5469,5452
50,2,4,31,163,Nebraska,Sherman County,3312,3298,3289,3228,3222,3255,3239,3148,3145,3147,3129,3152,3152
50,2,4,31,165,Nebraska,Sioux County,1475,1471,1406,1443,1489,1438,1437,1409,1404,1360,1324,1311,1304
50,2,4,31,167,Nebraska,Stanton County,6453,6416,6374,6453,6437,6426,6376,6363,6248,6145,6157,6129,6124
50,2,4,31,169,Nebraska,Thayer County,6042,6030,5884,5723,5625,5495,5454,5312,5308,5253,5210,5228,5229
50,2,4,31,171,Nebraska,Thomas County,728,733,717,691,689,664,661,659,667,661,655,647,641
50,2,4,31,173,Nebraska,Thurston County,7167,7139,7085,6989,6987,6943,7009,6947,6925,6821,6866,6940,6975
50,2,4,31,175,Nebraska,Valley County,4651,4649,4623,4541,4581,4482,4395,4367,4327,4228,4228,4260,4268
50,2,4,31,177,Nebraska,Washington County,18787,18803,19134,19264,19510,19589,19861,20056,20203,20101,20124,20234,20257
50,2,4,31,179,Nebraska,Wayne County,9890,9854,9788,9664,9689,9612,9654,9720,9506,9481,9552,9595,9607
50,2,4,31,181,Nebraska,Webster County,4055,4045,4017,3970,3952,3949,3902,3846,3859,3771,3788,3812,3809
50,2,4,31,183,Nebraska,Wheeler County,888,885,858,837,815,811,832,826,837,831,809,818,819
50,2,4,31,185,Nebraska,York County,14602,14553,14438,14230,14175,13952,14021,14130,14078,13881,13689,13665,13652
40,4,8,32,0,Nevada,Nevada,1998250,2018741,2098399,2173791,2248850,2346222,2432143,2522658,2601072,2653630,2684665,2700551,2704642
50,4,8,32,1,Nevada,Churchill County,23984,24024,24342,24155,24026,24226,24593,24842,24961,25049,25067,24877,24810
50,4,8,32,3,Nevada,Clark County,1375741,1393909,1460500,1522962,1584166,1662773,1729522,1803774,1867817,1912349,1939407,1951269,1954260
50,4,8,32,5,Nevada,Douglas County,41245,41443,42327,43436,44524,46388,46731,46855,47166,47270,46965,46997,46956
50,4,8,32,7,Nevada,Elko County,45287,45233,45063,44173,43693,43830,44760,46108,47423,47634,48445,48818,48926
50,4,8,32,9,Nevada,Esmeralda County,971,978,966,926,885,879,886,883,829,820,806,783,770
50,4,8,32,11,Nevada,Eureka County,1651,1632,1641,1629,1505,1470,1467,1579,1683,1778,1926,1987,2002
50,4,8,32,13,Nevada,Humboldt County,16081,15868,15211,14776,14630,14912,15046,15420,15658,15958,16290,16528,16606
50,4,8,32,15,Nevada,Lander County,5790,5702,5450,5180,5017,5086,5117,5307,5439,5521,5660,5775,5799
50,4,8,32,17,Nevada,Lincoln County,4165,4179,4194,4294,4366,4401,4612,4729,4859,5106,5246,5345,5362
50,4,8,32,19,Nevada,Lyon County,34503,34809,36012,37573,39646,42534,46228,49827,51725,52156,51819,51980,52049
50,4,8,32,21,Nevada,Mineral County,5070,4999,4852,4716,4750,4892,4880,4864,4880,4781,4769,4772,4768
50,4,8,32,23,Nevada,Nye County,32522,32914,33684,34433,35525,37287,40027,42530,44279,44367,44446,43946,43769
50,4,8,32,27,Nevada,Pershing County,6711,6672,6597,6636,6519,6533,6580,6653,6715,6665,6731,6753,6751
50,4,8,32,29,Nevada,Storey County,3408,3393,3382,3332,3411,3531,3830,3913,4000,4099,4065,4010,4002
50,4,8,32,31,Nevada,Washoe County,339473,341389,351959,362374,372302,382777,392716,400453,408724,414793,417722,421407,422528
50,4,8,32,33,Nevada,White Pine County,9171,9029,8747,8693,8651,8708,9166,9511,9626,9732,9900,10030,10058
50,4,8,32,510,Nevada,Carson City,52477,52568,53472,54503,55234,55995,55982,55410,55288,55552,55401,55274,55226
40,1,1,33,0,New Hampshire,New Hampshire,1235807,1239882,1255517,1269089,1279840,1290121,1298492,1308389,1312540,1315906,1316102,1316470,1316759
50,1,1,33,1,New Hampshire,Belknap County,56268,56473,57597,58609,59497,60170,60287,60105,60109,60239,60171,60088,60085
50,1,1,33,3,New Hampshire,Carroll County,43697,43907,44200,45074,45697,46496,46652,47421,47829,48013,47763,47818,47836
50,1,1,33,5,New Hampshire,Cheshire County,73811,73953,74372,75047,76135,76709,77061,77658,77745,77472,77302,77117,77049
50,1,1,33,7,New Hampshire,Coos County,33089,33158,33113,33234,33462,33589,33845,33814,33751,33488,33224,33055,32950
50,1,1,33,9,New Hampshire,Grafton County,81764,81868,82233,83152,84211,85312,86287,87236,87764,88745,88926,89118,89108
50,1,1,33,11,New Hampshire,Hillsborough County,380856,382162,387414,389665,391461,394428,396381,398169,398843,399556,400148,400721,401057
50,1,1,33,13,New Hampshire,Merrimack County,136264,136576,138309,140880,142548,143841,145195,146609,147024,147170,146723,146445,146400
50,1,1,33,15,New Hampshire,Rockingham County,277388,278599,282932,286218,287893,289103,291190,293618,294132,294996,295083,295223,295360
50,1,1,33,17,New Hampshire,Strafford County,112235,112643,114382,115811,116846,117926,118681,120363,121735,122460,123034,123143,123198
50,1,1,33,19,New Hampshire,Sullivan County,40435,40543,40965,41399,42090,42547,42913,43396,43608,43767,43728,43742,43716
40,1,2,34,0,New Jersey,New Jersey,8414764,8430621,8492671,8552643,8601402,8634561,8651974,8661679,8677885,8711090,8755602,8791894,8801624
50,1,2,34,1,New Jersey,Atlantic County,253210,253674,255737,259263,263285,267723,270332,271759,272303,273014,274049,274549,274685
50,1,2,34,3,New Jersey,Bergen County,884179,885180,888782,890647,892214,893378,891446,889406,890817,895328,900319,905116,906541
50,1,2,34,5,New Jersey,Burlington County,423329,424453,429727,436445,442434,446548,447245,448373,447560,446831,447391,448734,449149
50,1,2,34,7,New Jersey,Camden County,507075,506707,506326,507899,508563,510137,511982,513195,513546,513853,513668,513657,513607
50,1,2,34,9,New Jersey,Cape May County,102323,102314,102023,101694,101710,100482,99269,98695,97686,97550,97238,97265,97253
50,1,2,34,11,New Jersey,Cumberland County,146454,146263,146451,147294,148437,149837,152022,153371,154489,155738,156531,156898,157149
50,1,2,34,13,New Jersey,Essex County,792235,792253,794312,795625,795167,791305,786341,781027,778996,778165,781943,783969,784228
50,1,2,34,15,New Jersey,Gloucester County,255946,256524,258783,262909,267445,271714,275122,280015,284086,286072,287362,288288,288581
50,1,2,34,17,New Jersey,Hudson County,609041,610135,616629,615554,614813,614607,614664,613577,613637,619533,628572,634266,635294
50,1,2,34,19,New Jersey,Hunterdon County,122110,122579,124500,125892,126935,127583,128072,128535,128568,128449,128364,128349,128373
50,1,2,34,21,New Jersey,Mercer County,350773,351465,353816,355935,358724,361248,362015,362840,363088,364119,365388,366513,366789
50,1,2,34,23,New Jersey,Middlesex County,750275,752880,761770,769280,775973,781582,787329,786890,792137,799191,805204,809858,810986
50,1,2,34,25,New Jersey,Monmouth County,615253,616849,620563,624532,627413,628605,627838,626934,626644,627348,628669,630380,630966
50,1,2,34,27,New Jersey,Morris County,470277,471326,473515,477234,481000,483997,485472,487486,488355,489743,490779,492276,492694
50,1,2,34,29,New Jersey,Ocean County,510950,513608,523357,536069,545093,551262,556012,561302,565356,569485,573123,576567,577603
50,1,2,34,31,New Jersey,Passaic County,490285,490733,493252,494571,494915,493981,493600,492730,492886,494904,498641,501226,501860
50,1,2,34,33,New Jersey,Salem County,64272,64177,64069,64434,64345,64835,65388,65831,65864,65974,66183,66083,66058
50,1,2,34,35,New Jersey,Somerset County,297544,298761,301671,305255,307902,310424,312617,314993,317128,318856,321564,323444,324194
50,1,2,34,37,New Jersey,Sussex County,144343,144714,146004,147712,149260,149906,150192,150508,150600,150145,149487,149265,149239
50,1,2,34,39,New Jersey,Union County,522507,523124,526183,527625,527611,526916,526161,525153,524960,527528,532434,536499,537661
50,1,2,34,41,New Jersey,Warren County,102383,102902,105201,106774,108163,108491,108855,109059,109179,109264,108693,108692,108714
40,4,8,35,0,New Mexico,New Mexico,1819017,1821204,1831690,1855309,1877574,1903808,1932274,1962137,1990070,2010662,2036802,2059179,2065932
50,4,8,35,1,New Mexico,Bernalillo County,556120,557601,564241,576532,587049,600449,615320,628632,638978,646879,655279,662564,664639
50,4,8,35,3,New Mexico,Catron County,3538,3567,3488,3501,3456,3468,3425,3573,3638,3631,3689,3725,3730
50,4,8,35,5,New Mexico,Chaves County,61373,61317,60928,60768,61248,61478,62172,62486,63587,64378,65110,65645,65779
50,4,8,35,6,New Mexico,Cibola County,25588,25633,26488,26592,26940,27167,27204,27032,27258,27259,27097,27213,27247
50,4,8,35,7,New Mexico,Colfax County,14191,14202,14140,14215,14088,14093,14031,13982,13933,13764,13731,13750,13726
50,4,8,35,9,New Mexico,Curry County,45050,44991,44964,45133,45385,46640,46981,47018,46588,45512,46555,48376,48949
50,4,8,35,11,New Mexico,De Baca County,2240,2218,2174,2158,2132,2062,2098,1994,1995,2000,2002,2022,2022
50,4,8,35,13,New Mexico,Doña Ana County,174880,175098,176496,178464,182045,184939,189199,193701,197853,200855,205401,209233,210538
50,4,8,35,15,New Mexico,Eddy County,51633,51399,50765,51002,51036,51242,50732,51366,51923,52566,53578,53829,53890
50,4,8,35,17,New Mexico,Grant County,31004,30882,30692,30165,29485,29038,29281,29503,29841,29921,29865,29514,29399
50,4,8,35,19,New Mexico,Guadalupe County,4677,4693,4791,4771,4875,4731,4713,4701,4759,4701,4637,4687,4693
50,4,8,35,21,New Mexico,Harding County,807,801,781,745,763,782,756,749,732,690,700,695,691
50,4,8,35,23,New Mexico,Hidalgo County,5930,5766,5439,5272,5127,5028,4955,4921,5005,5022,5019,4894,4854
50,4,8,35,25,New Mexico,Lea County,55528,55264,55377,56340,56643,57471,58331,59541,61058,62737,64483,64727,64698
50,4,8,35,27,New Mexico,Lincoln County,19374,19477,19333,19467,19930,20242,20453,20588,20442,20458,20521,20497,20500
50,4,8,35,28,New Mexico,Los Alamos County,18347,18263,17610,18060,18408,18416,18407,18477,18281,17924,17742,17950,18031
50,4,8,35,29,New Mexico,Luna County,24986,24908,24593,24630,24762,24822,25102,25303,25328,25375,25119,25095,25133
50,4,8,35,31,New Mexico,McKinley County,74795,74563,74387,72868,71545,71500,70666,70541,69959,70449,70567,71492,71797
50,4,8,35,33,New Mexico,Mora County,5178,5196,5166,5151,5145,5061,5002,4992,4964,4909,4859,4881,4889
50,4,8,35,35,New Mexico,Otero County,62195,62151,61277,61194,61371,62662,62533,62200,62466,62498,62462,63797,64284
50,4,8,35,37,New Mexico,Quay County,10088,10012,9791,9638,9541,9306,9131,9036,8996,8978,8920,9041,9078
50,4,8,35,39,New Mexico,Rio Arriba County,41171,41197,40870,40717,40416,40342,40198,40335,40268,40008,40023,40246,40339
50,4,8,35,41,New Mexico,Roosevelt County,18022,18007,18377,18627,18722,18856,19093,19186,19359,19074,19192,19846,20050
50,4,8,35,43,New Mexico,Sandoval County,90546,91251,93440,96263,99350,102583,107436,114231,120401,125368,128985,131561,132330
50,4,8,35,45,New Mexico,San Juan County,113812,114131,115745,119430,121553,123179,124809,125028,126149,126905,129359,130044,130145
50,4,8,35,47,New Mexico,San Miguel County,30089,30052,29788,29707,29530,29547,29621,29388,29259,29234,29336,29393,29387
50,4,8,35,49,New Mexico,Santa Fe County,129304,129713,131057,133555,135213,136391,137610,138786,140210,141704,143205,144170,144606
50,4,8,35,51,New Mexico,Sierra County,13261,13209,12960,12672,12703,12382,12120,11997,11812,11914,11940,11988,12026
50,4,8,35,53,New Mexico,Socorro County,18056,18002,17907,17769,17997,17944,18052,18081,17995,17966,17927,17866,17850
50,4,8,35,55,New Mexico,Taos County,29981,30080,30236,30844,31307,31675,31850,32170,32485,32467,32792,32937,32957
50,4,8,35,57,New Mexico,Torrance County,16894,16915,16660,16520,16879,17184,16702,16728,16559,16257,16414,16383,16375
50,4,8,35,59,New Mexico,Union County,4190,4192,4138,4138,4080,4107,4198,4210,4286,4380,4523,4549,4541
50,4,8,35,61,New Mexico,Valencia County,66169,66453,67591,68401,68850,69021,70093,71661,73703,74879,75770,76569,76759
40,1,2,36,0,New York,New York,18977026,19001780,19082838,19137800,19175939,19171567,19132610,19104631,19132335,19212436,19307066,19378102,19392283
50,1,2,36,1,New York,Albany County,294601,295106,296232,298283,301085,302173,302791,303997,303858,303739,304733,304204,303833
50,1,2,36,3,New York,Allegany County,49881,49819,50079,50014,50165,50311,49768,49359,49079,49177,48969,48946,48943
50,1,2,36,5,New York,Bronx County,1332244,1334319,1346555,1358739,1362373,1358963,1351736,1348164,1354056,1363488,1376261,1385108,1386657
50,1,2,36,7,New York,Broome County,200415,200351,200868,201438,201037,200974,200477,200905,200877,201029,200935,200600,200272
50,1,2,36,9,New York,Cattaraugus County,83874,83927,83346,83301,83335,82864,82039,81342,81056,80761,80491,80317,80229
50,1,2,36,11,New York,Cayuga County,81910,81871,81313,81401,81395,81284,81104,80892,80629,80482,80172,80026,79978
50,1,2,36,13,New York,Chautauqua County,139698,139593,138730,138346,137587,137174,136139,135640,135481,135229,135197,134905,134768
50,1,2,36,15,New York,Chemung County,91119,91094,90780,90613,90154,89777,88860,88732,88634,88503,88849,88830,88824
50,1,2,36,17,New York,Chenango County,51356,51325,51109,51205,51393,51297,51154,51391,51463,51326,50639,50477,50405
50,1,2,36,19,New York,Clinton County,79882,79891,80320,80707,81396,81803,82233,82547,82556,82401,82280,82128,82115
50,1,2,36,21,New York,Columbia County,63074,63046,62953,63182,63304,63646,63717,63427,63430,63253,63023,63096,63073
50,1,2,36,23,New York,Cortland County,48704,48693,48903,48891,49475,49628,49330,49449,49624,49537,49358,49336,49294
50,1,2,36,25,New York,Delaware County,47894,47864,47771,47666,47930,48283,48377,48271,48450,48363,48182,47980,47832
50,1,2,36,27,New York,Dutchess County,280032,280914,284712,287700,290781,292859,294362,294712,295319,296267,296887,297488,297577
50,1,2,36,29,New York,Erie County,950227,949440,946515,943551,941846,938333,931745,925564,921887,920571,919334,919040,918652
50,1,2,36,31,New York,Essex County,38893,38911,38893,39195,39334,39295,39321,39490,39373,39435,39478,39370,39302
50,1,2,36,33,New York,Franklin County,51110,51044,50925,50924,51228,51197,51257,51511,51782,51907,51706,51599,51579
50,1,2,36,35,New York,Fulton County,55053,54976,54904,54988,55081,55233,55301,55328,55489,55584,55558,55531,55526
50,1,2,36,37,New York,Genesee County,60548,60539,60321,60289,60412,60224,60068,59919,59930,59895,59932,60079,60082
50,1,2,36,39,New York,Greene County,48021,47986,47976,48177,48416,48755,49142,49513,49537,49467,49372,49221,49159
50,1,2,36,41,New York,Hamilton County,5376,5377,5312,5232,5181,5158,5093,4987,4969,4893,4858,4836,4831
50,1,2,36,43,New York,Herkimer County,64502,64451,64274,63971,64080,64332,64292,64029,64343,64404,64381,64519,64502
50,1,2,36,45,New York,Jefferson County,111716,111790,111422,111112,110246,109924,113486,113650,115059,115033,115023,116229,116582
50,1,2,36,47,New York,Kings County,2465689,2467006,2477252,2480559,2472999,2459094,2445809,2436132,2441324,2460361,2487751,2504700,2508340
50,1,2,36,49,New York,Lewis County,26946,26989,26951,26618,26692,26661,26773,27001,27086,26878,27047,27087,27072
