neighborhood,title,price,bedrooms,pid,longitude,date,link,latitude,sqft,sourcepage
 (SOMA / south beach),INFINITY | 1 BR + Den <> Skybox Realty,$3850,   / 1br - 840ft² -    ,3986443810,-122.391195,Sep  4 2013,/sfc/apa/3986443810.html,37.788838,   / 1br - 840ft² -    ,http://sfbay.craigslist.org/sfc/apa/index200.html
 (SOMA / south beach),INFINITY | Modern 2 BR <> Skybox Realty,$4300,   / 2br - 845ft² -    ,4031668283,-122.391195,Sep  4 2013,/sfc/apa/4031668283.html,37.788838,   / 2br - 845ft² -    ,http://sfbay.craigslist.org/sfc/apa/index200.html
 (ingleside / SFSU / CCSF),Lakeside home,$4795,   / 4br - 1950ft² -    ,4037873688,-122.474020,Sep  4 2013,/sfc/apa/4037873688.html,37.725651,   / 4br - 1950ft² -    ,http://sfbay.craigslist.org/sfc/apa/index200.html
 (ingleside / SFSU / CCSF),Top-Floor One-Bedroom with Gourmet Island Kitchen!,$2755,   / 1br - 785ft² -    ,4045727694,,Sep  4 2013,/sfc/apa/4045727694.html,,   / 1br - 785ft² -    ,http://sfbay.craigslist.org/sfc/apa/index200.html
 (bernal heights),2 bedroom Victorian House - amazing view!,$4950,   / 2br - 1300ft² -    ,4032407117,-122.416409,Sep  4 2013,/sfc/apa/4032407117.html,37.745958,   / 2br - 1300ft² -    ,http://sfbay.craigslist.org/sfc/apa/index200.html
 (sunset / parkside),"REMODELED, QUIET 1 BEDROOM 1 BATH",$1765,   / 1br -    ,4045782776,-122.474624,Sep  4 2013,/sfc/apa/4045782776.html,37.743097,   / 1br -    ,http://sfbay.craigslist.org/sfc/apa/index200.html
 (lower pac hts),Stunning City views from this stunning studio. In-Unit W/D,$2914,   / 557ft² -    ,4045692267,,Sep  4 2013,/sfc/apa/4045692267.html,,   / 557ft² -    ,http://sfbay.craigslist.org/sfc/apa/index200.html
 (pacific heights),"Large and remodeled 1-bedroom 1-bathroom apartment, beautiful Art Deco",$3700,   / 1br - 1200ft² -    ,4005912505,-122.425482,Sep  4 2013,/sfc/apa/4005912505.html,37.793660,   / 1br - 1200ft² -    ,http://sfbay.craigslist.org/sfc/apa/index100.html
 (SOMA / south beach),26th Floor Corner 1bedroom w/ $0 deposit in Luxury Rental!*,$4050,   / 1br - 879ft² -    ,4020908230,-122.402025,Sep  4 2013,/sfc/apa/4020908230.html,37.786248,   / 1br - 879ft² -    ,http://sfbay.craigslist.org/sfc/apa/index100.html
 (SOMA / south beach),11th Floor 1bedroom w/ $0 deposit!*,$3295,   / 1br - 730ft² -    ,4032280551,-122.402025,Sep  4 2013,/sfc/apa/4032280551.html,37.786248,   / 1br - 730ft² -    ,http://sfbay.craigslist.org/sfc/apa/index100.html
 (marina / cow hollow),"Large spacious and bright 1-bed 1-bath with private deck, pk available",$4500,   / 1br - 1310ft² -    ,4005925297,-122.432016,Sep  4 2013,/sfc/apa/4005925297.html,37.796575,   / 1br - 1310ft² -    ,http://sfbay.craigslist.org/sfc/apa/index100.html
 (SOMA / south beach),2ba: 3000 Square Foot Live / Work Space. Howard @ 12th *Ready* ,$7000,   / 2br - 3000ft² -    ,4046179304,-122.416900,Sep  4 2013,/sfc/apa/4046179304.html,37.771724,   / 2br - 3000ft² -    ,http://sfbay.craigslist.org/sfc/apa/index100.html
 (north beach / telegraph hill),"Luxurious and Lg 2-level penthouse, 3bd plus office, 3.5ba, pano views",$15000,   / 3br - 2500ft² -    ,4018891074,-122.404389,Sep  4 2013,/sfc/apa/4018891074.html,37.800731,   / 3br - 2500ft² -    ,http://sfbay.craigslist.org/sfc/apa/index100.html
 (downtown / civic / van ness),BRAND NEW LOFT! NOW AVAILABLE! SHOWING WEDNESDAY!,$2425,   / 1br -    ,4036615235,-122.415128,Sep  4 2013,/sfc/apa/4036615235.html,37.781702,   / 1br -    ,http://sfbay.craigslist.org/sfc/apa/index100.html
 (SOMA / south beach),Luxurious 1 BR 1 BA Apartment Located in heart of SOMA.,$3010,   / 1br -    ,4044004802,-122.397100,Sep  3 2013,/sfc/apa/4044004802.html,37.762100,   / 1br -    ,http://sfbay.craigslist.org/sfc/apa/index700.html
 (marina / cow hollow),"Open Saturday-Desirable Junior 1bd, On Union! Laundry-FOUNDATION",$2795,   / 1br -    ,4043998841,,Sep  3 2013,/sfc/apa/4043998841.html,,   / 1br -    ,http://sfbay.craigslist.org/sfc/apa/index700.html
 (twin peaks / diamond hts),"Spectacular Views Of The Bay, eaves Diamond Heights ",$4325,   / 3br - 1265ft² -    ,4043937274,-122.439644,Sep  3 2013,/sfc/apa/4043937274.html,37.744640,   / 3br - 1265ft² -    ,http://sfbay.craigslist.org/sfc/apa/index700.html
 (SOMA / south beach),The Infinity: 301 Main Street #26A,$3750,   / 1br -    ,4043933240,-122.391858,Sep  3 2013,/sfc/apa/4043933240.html,37.789369,   / 1br -    ,http://sfbay.craigslist.org/sfc/apa/index700.html
 (pacific heights),Beautiful Victorian Home,$9000,   / 3br - 3000ft² -    ,4026703881,-122.429023,Sep  3 2013,/sfc/apa/4026703881.html,37.794169,   / 3br - 3000ft² -    ,http://sfbay.craigslist.org/sfc/apa/index700.html
 (nob hill),GGB View Roof Deck!!  YES!!!  Open Thursday 6-6:15 ~~  WalkScore 97!!!,$4200,   / 2br -    ,4043910017,-122.419152,Sep  3 2013,/sfc/apa/4043910017.html,37.794966,   / 2br -    ,http://sfbay.craigslist.org/sfc/apa/index700.html
 (tenderloin),"Open House (Studio) Tonight, Tue., Sep. 3rd, 6pm - 7pm, 360 Hyde St.",$1895,      ,4043969035,-122.416072,Sep  3 2013,/sfc/apa/4043969035.html,37.784449,      ,http://sfbay.craigslist.org/sfc/apa/index700.html
 (castro / upper market),SUNNY STUDIO! Great Kitchen & Living Space! PET FRIENDLY!,$2225,      ,4030101372,-122.424853,Sep  3 2013,/sfc/apa/4030101372.html,37.770748,      ,http://sfbay.craigslist.org/sfc/apa/index500.html
 (bayview), 房屋出租$2600 / 4br - 2ba Large Newly Remodeled House ,$2600,   / 4br - 1500ft² -    ,4044498697,,Sep  3 2013,/sfc/apa/4044498697.html,,   / 4br - 1500ft² -    ,http://sfbay.craigslist.org/sfc/apa/index500.html
 (lower pac hts),Large Furnished 1 BR with Parking on Fillmore!,$3500,   / 1br -    ,4044469041,-122.432348,Sep  3 2013,/sfc/apa/4044469041.html,37.781522,   / 1br -    ,http://sfbay.craigslist.org/sfc/apa/index500.html
 (SOMA / south beach),Beautiful Ballpark and Bay View! Enjoy the 15th Floor at Avalon!,$3330,   / 1br - 738ft² -    ,4044495604,-122.394841,Sep  3 2013,/sfc/apa/4044495604.html,37.775786,   / 1br - 738ft² -    ,http://sfbay.craigslist.org/sfc/apa/index500.html
 (SOMA / south beach),Start packing today! Corner 2bdrm w/ dual masters.,$4350,   / 2br - 1214ft² -    ,4044456351,-122.391336,Sep  3 2013,/sfc/apa/4044456351.html,37.787580,   / 2br - 1214ft² -    ,http://sfbay.craigslist.org/sfc/apa/index500.html
 (alamo square / nopa),"2 Bed 2 Bath, Renovated, Private Roof Deck, Great Location & Views",$4500,   / 2br - 950ft² -    ,4044492706,-122.438915,Sep  3 2013,/sfc/apa/4044492706.html,37.771614,   / 2br - 950ft² -    ,http://sfbay.craigslist.org/sfc/apa/index500.html
 (SOMA / south beach),Studio for Lease in SOMA Today !!! ,$1500,   / 300ft² -    ,4032040030,-122.408161,Sep  3 2013,/sfc/apa/4032040030.html,37.780535,   / 300ft² -    ,http://sfbay.craigslist.org/sfc/apa/index500.html
 (SOMA / south beach),Gorgeous Brand New 2x2 With Bay Bridge View,$4630,   / 2br - 1116ft² -    ,4044693676,-122.389777,Sep  3 2013,/sfc/apa/4044693676.html,37.774158,   / 2br - 1116ft² -    ,http://sfbay.craigslist.org/sfc/apa/index400.html
 (glen park),2 BD 1 1/2 BA condo - 3 blocks from Bart,$3000,   / 2br - 1400ft² -    ,4044700372,-122.437040,Sep  3 2013,/sfc/apa/4044700372.html,37.734095,   / 2br - 1400ft² -    ,http://sfbay.craigslist.org/sfc/apa/index400.html
 (nob hill),"2 BR, 2.5 BA, Nob Hill, 2 garages, Doorman *photos* 1150 Sac",$7000,   / 2br -    ,4044659375,-122.411245,Sep  3 2013,/sfc/apa/4044659375.html,37.792778,   / 2br -    ,http://sfbay.craigslist.org/sfc/apa/index400.html
 (nob hill),"2BR, 2.5 BA, Nob Hill, 2 garages, Doorman * photos* 1340 Clay",$12000,   / 2br -    ,4044658475,-122.414470,Sep  3 2013,/sfc/apa/4044658475.html,37.793223,   / 2br -    ,http://sfbay.craigslist.org/sfc/apa/index400.html
 (pacific heights),1BR plus - Charming Victorian flat with fireplace,$3850,   / 1br - 1200ft² -    ,4044682423,-122.430460,Sep  3 2013,/sfc/apa/4044682423.html,37.787980,   / 1br - 1200ft² -    ,http://sfbay.craigslist.org/sfc/apa/index400.html
 (lower nob hill),Sunny Studio Ready To Rent,$1600,      ,4044655840,-122.418487,Sep  3 2013,/sfc/apa/4044655840.html,37.788421,      ,http://sfbay.craigslist.org/sfc/apa/index400.html
 (noe valley),Just remodeled! New everything! ~ J.Wavro,$2495,   / 1br -    ,4044675591,-122.425153,Sep  3 2013,/sfc/apa/4044675591.html,37.751842,   / 1br -    ,http://sfbay.craigslist.org/sfc/apa/index400.html
 (pacific heights),Top Floor 2BR/1BA Condo w/parking (OPEN THURSDAY 9/5 5:00 - 5:30),$4400,   / 2br -    ,4012840876,,Sep  4 2013,/sfc/apa/4012840876.html,,   / 2br -    ,http://sfbay.craigslist.org/sfc/apa/index300.html
 (inner sunset / UCSF),"OPEN HOUSE SEPT 7, 8 - ONE bdrm apt w/ parking included",$2295,   / 1br - 680ft² -    ,4045377688,,Sep  4 2013,/sfc/apa/4045377688.html,,   / 1br - 680ft² -    ,http://sfbay.craigslist.org/sfc/apa/index300.html
 (cole valley / ashbury hts),"Stunning, Furnished 3BR/2BA View Home in  Ashbury Heights",$7000,   / 3br - 1584ft² -    ,4035614596,,Sep  4 2013,/sfc/apa/4035614596.html,,   / 3br - 1584ft² -    ,http://sfbay.craigslist.org/sfc/apa/index300.html
 (bayview),3 bedroom ready to rent today! ,$2800,   / 3br -    ,4045371349,,Sep  4 2013,/sfc/apa/4045371349.html,,   / 3br -    ,http://sfbay.craigslist.org/sfc/apa/index300.html
 (mission district),"Flat for Rent, Granite kitchen",$2890,   / 2br -    ,4045345517,-122.441100,Sep  4 2013,/sfc/apa/4045345517.html,37.719500,   / 2br -    ,http://sfbay.craigslist.org/sfc/apa/index300.html
 (mission district),Open house today at 6:30pm to see studio at 3009 Mission Street,$1800,      ,4045348985,-122.418135,Sep  4 2013,/sfc/apa/4045348985.html,37.749041,      ,http://sfbay.craigslist.org/sfc/apa/index300.html
 (richmond / seacliff),2 br/1 bath Flat for Rent - 45th Ave.,$2600,   / 2br - 1250ft² -    ,4033183326,,Sep  4 2013,/sfc/apa/4033183326.html,,   / 2br - 1250ft² -    ,http://sfbay.craigslist.org/sfc/apa/index300.html
 (lower pac hts),The Best in Senior Living,$2500,      ,4008244610,-122.425047,Sep  3 2013,/sfc/apa/4008244610.html,37.787130,      ,http://sfbay.craigslist.org/sfc/apa/index600.html
 (mission district),Mission 5 Room Flat 16th Street / Valencia,$5400,   / 3br -    ,4005137219,-122.422812,Sep  3 2013,/sfc/apa/4005137219.html,37.764427,   / 3br -    ,http://sfbay.craigslist.org/sfc/apa/index600.html
 (pacific heights),3bd/2.5ba Townhome Doorman building ~ J.Wavro,$5675,   / 3br -    ,4044254620,-122.424687,Sep  3 2013,/sfc/apa/4044254620.html,37.785335,   / 3br -    ,http://sfbay.craigslist.org/sfc/apa/index600.html
 (financial district),Huge Loft Style Floorplan- Millennium Tower Luxury Available,$6950,   / 1br - 1633ft² -    ,4014630080,,Sep  3 2013,/sfc/apa/4014630080.html,,   / 1br - 1633ft² -    ,http://sfbay.craigslist.org/sfc/apa/index600.html
 (pacific heights),Large Pacific Heights one bedroom one bath with views ~ J.Wavro,$4700,   / 1br -    ,4044249744,-122.431634,Sep  3 2013,/sfc/apa/4044249744.html,37.794684,   / 1br -    ,http://sfbay.craigslist.org/sfc/apa/index600.html
 (noe valley),Beautiful Noe Valley Victorian Home/Apt,$3050,   / 2br -    ,4029359474,-122.426594,Sep  3 2013,/sfc/apa/4029359474.html,37.742897,   / 2br -    ,http://sfbay.craigslist.org/sfc/apa/index600.html
 (SOMA / south beach),199 New Montgomery St  Lg 1BR $3350,$3350,   / 1br - 836ft² -    ,4017780055,,Sep  3 2013,/sfc/apa/4017780055.html,,   / 1br - 836ft² -    ,http://sfbay.craigslist.org/sfc/apa/index600.html
 (marina / cow hollow),Bright Romeo Flat Condo-Formal Dining Room-Patio-Open Wednesday 6-6:30,$3200,   / 1br - 798ft² -    ,4043755720,-122.426996,Sep  3 2013,/sfc/apa/4043755720.html,37.796783,   / 1br - 798ft² -    ,http://sfbay.craigslist.org/sfc/apa/index800.html
 (lower pac hts),Large Flat Sleeps up to 10 - Deck - Priv. Yard - ReLISTO ,$7500,   / 5br - 1500ft² -    ,4017760170,,Sep  3 2013,/sfc/apa/4017760170.html,,   / 5br - 1500ft² -    ,http://sfbay.craigslist.org/sfc/apa/index800.html
 (west portal / forest hill),Monterey Heights Home,$6850,   / 4br - 2800ft² -    ,4001339132,-122.459579,Sep  3 2013,/sfc/apa/4001339132.html,37.731523,   / 4br - 2800ft² -    ,http://sfbay.craigslist.org/sfc/apa/index800.html
 (USF / panhandle),Incredibly Spacious Luxury Home Available Now - ReLISTO,$18500,   / 6br - 6000ft² -    ,3999519976,-122.448013,Sep  3 2013,/sfc/apa/3999519976.html,37.772886,   / 6br - 6000ft² -    ,http://sfbay.craigslist.org/sfc/apa/index800.html
 (ingleside / SFSU / CCSF),Furnished Luxury Apartment  Walking Distance to Whole Foods Market,$5200,   / 3br - 1500ft² -    ,4043786089,,Sep  3 2013,/sfc/apa/4043786089.html,,   / 3br - 1500ft² -    ,http://sfbay.craigslist.org/sfc/apa/index800.html
 (SOMA / south beach),Bright Urban Live/Work Now Available! - ReLISTO ,$4985,   / 1br - 1000ft² -    ,3989910593,-122.401922,Sep  3 2013,/sfc/apa/3989910593.html,37.774938,   / 1br - 1000ft² -    ,http://sfbay.craigslist.org/sfc/apa/index800.html
 (SOMA / south beach),Lovely Spacious 2 Bedroom with Dramatic Garden Views - ReLISTO ,$5000,   / 2br - 900ft² -    ,4035566013,,Sep  3 2013,/sfc/apa/4035566013.html,,   / 2br - 900ft² -    ,http://sfbay.craigslist.org/sfc/apa/index800.html
 (pacific heights),Bright Romeo Flat Condo-Formal Dining Room-Patio-Open Wednesday 6-6:30,$3200,   / 1br - 798ft² -    ,4043761705,-122.426996,Sep  3 2013,/sfc/apa/4043761705.html,37.796783,   / 1br - 798ft² -    ,http://sfbay.craigslist.org/sfc/apa/index800.html
 (richmond / seacliff),Open House $500 Deposit Special 1 Bedroom Loft By Golden Gate Park,$1999,   / 1br -    ,3996981499,,Sep  3 2013,/sfc/apa/3996981499.html,,   / 1br -    ,http://sfbay.craigslist.org/sfc/apa/index900.html
 (financial district),Remodeled penthouse suite at a great location,$5950,   / 2br -    ,4043573496,-122.405174,Sep  3 2013,/sfc/apa/4043573496.html,37.804763,   / 2br -    ,http://sfbay.craigslist.org/sfc/apa/index900.html
 (Daly City),"4 BR, 2 BA Fully Renovated House for Rent",$3200,   / 4br -    ,4043405791,,Sep  3 2013,/sfc/apa/4043405791.html,,   / 4br -    ,http://sfbay.craigslist.org/sfc/apa/index900.html
 (pacific heights),SOTHEBY'S: ELEGANT CONDO W/ NORTH BAY VIEWS 2BR/2BA/2PKG INCLUDED,$5000,   / 2br - 1155ft² -    ,4028279861,-122.427622,Sep  3 2013,/sfc/apa/4028279861.html,37.794256,   / 2br - 1155ft² -    ,http://sfbay.craigslist.org/sfc/apa/index900.html
 (pacific heights),Sotheby's Presents: Modern Luxury Condo in Pacific Heights - 2br/2ba,$4800,   / 2br -    ,3996183579,-122.423543,Sep  3 2013,/sfc/apa/3996183579.html,37.792965,   / 2br -    ,http://sfbay.craigslist.org/sfc/apa/index900.html
 (lower nob hill),Newly Remodeled Studio Home for you and Fido! ,$2255,   / 435ft² -    ,4043546582,,Sep  3 2013,/sfc/apa/4043546582.html,,   / 435ft² -    ,http://sfbay.craigslist.org/sfc/apa/index900.html
 (nob hill),Relax life. Live awesome.,$2695,   / 1br - 563ft² -    ,4043540526,-122.416257,Sep  3 2013,/sfc/apa/4043540526.html,37.788251,   / 1br - 563ft² -    ,http://sfbay.craigslist.org/sfc/apa/index900.html
 (pacific heights),Modern 4 bed town home - spectacular design ~ J.Wavro,$12950,   / 4br -    ,4046607159,-122.445589,Sep  4 2013,/sfc/apa/4046607159.html,37.788364,   / 4br -    ,http://sfbay.craigslist.org/sfc/apa/
 (richmond / seacliff),Spacious 2 Bedroom ,$3500,   / 2br -    ,4046533946,-122.474501,Sep  4 2013,/sfc/apa/4046533946.html,37.782491,   / 2br -    ,http://sfbay.craigslist.org/sfc/apa/
 (portola district),"PORTOLA UPDATED APARTMENT! GARAGE! DECK! DAWN CUSULOS, AMSI",$2700,   / 2br -    ,4006632460,,Sep  4 2013,/sfc/apa/4006632460.html,,   / 2br -    ,http://sfbay.craigslist.org/sfc/apa/
 (USF / panhandle),Newly Renovated 3+ Bedroom Single House,$6750,   / 3br - 2040ft² -    ,4016851018,-122.448246,Sep  4 2013,/sfc/apa/4016851018.html,37.780077,   / 3br - 2040ft² -    ,http://sfbay.craigslist.org/sfc/apa/
 (sunset / parkside),OUTER SUNSET 2 BEDROOM APARTMENT WITH GARAGE INCLUDED !!,$1950,   / 2br -    ,4046596726,-122.507971,Sep  4 2013,/sfc/apa/4046596726.html,37.758961,   / 2br -    ,http://sfbay.craigslist.org/sfc/apa/
 (marina / cow hollow)," $2695. top floor l bedroom, hardwood",$2695,   / 1br -    ,4046589975,-122.431170,Sep  4 2013,/sfc/apa/4046589975.html,37.799549,   / 1br -    ,http://sfbay.craigslist.org/sfc/apa/
 (inner sunset / UCSF),Enjoy High Rise Living with Elevator in San Francisco                 ,$2710,   / 1br - 665ft² -    ,4046587834,-122.462864,Sep  4 2013,/sfc/apa/4046587834.html,37.759540,   / 1br - 665ft² -    ,http://sfbay.craigslist.org/sfc/apa/
 (SOMA / south beach),Open House Fri 6pm and Sat 12noon. Pet ok! ~ J.Wavro,$3995,   / 2br -    ,4045813257,-122.396531,Sep  4 2013,/sfc/apa/4045813257.html,37.778327,   / 2br -    ,http://sfbay.craigslist.org/sfc/apa/index200.html
 (mission district),Car space - Near Bart - Mission Street,$2500,   / 1br -    ,4041197166,,Sep  4 2013,/sfc/apa/4041197166.html,,   / 1br -    ,http://sfbay.craigslist.org/sfc/apa/index200.html
 (sunset / parkside),"Top Floor Flat, 2-Car Parking Incl., Great Location & Amenities",$3500,   / 2br -    ,4045776259,-122.481165,Sep  4 2013,/sfc/apa/4045776259.html,37.743317,   / 2br -    ,http://sfbay.craigslist.org/sfc/apa/index200.html
 (mission district),Rude & Discriminatory - re: $2600 / 2br - 586 Church St (mission),$2600,   / 1br -    ,4045789183,,Sep  4 2013,/sfc/apa/4045789183.html,,   / 1br -    ,http://sfbay.craigslist.org/sfc/apa/index200.html
 (SOMA / south beach),Brand New With Phenomenal Views,$4630,   / 2br - 1116ft² -    ,4045780896,-122.389970,Sep  4 2013,/sfc/apa/4045780896.html,37.774243,   / 2br - 1116ft² -    ,http://sfbay.craigslist.org/sfc/apa/index200.html
 (sunset / parkside),Huge Single Family Home-Rentals In SF,$4695,   / 5br -    ,4006738060,,Sep  4 2013,/sfc/apa/4006738060.html,,   / 5br -    ,http://sfbay.craigslist.org/sfc/apa/index200.html
 (SOMA / south beach),"3Bed, 2Bath in Arterra Complex_Walkscore of 98_One Parking Space",$4890,   / 3br -    ,4045779583,-122.395577,Sep  4 2013,/sfc/apa/4045779583.html,37.774031,   / 3br -    ,http://sfbay.craigslist.org/sfc/apa/index200.html
 (pacific heights),"Very large remodeled studio in an Art Deco building, common roof deck",$2800,   / 750ft² -    ,3984099918,-122.428344,Sep  4 2013,/sfc/apa/3984099918.html,37.795106,   / 750ft² -    ,http://sfbay.craigslist.org/sfc/apa/index100.html
 (marina / cow hollow),"Junior 1-bedroom 1-bath apartment with hardwood floors, pets are ok",$2850,   / 1br -    ,4032436892,-122.433100,Sep  4 2013,/sfc/apa/4032436892.html,37.796475,   / 1br -    ,http://sfbay.craigslist.org/sfc/apa/index100.html
 (richmond / seacliff),"3 BEDROOMS, 2 BATHS VERY BRIGHT AND SUNNY FLAT!!!",$3300,   / 3br -    ,4046190010,,Sep  4 2013,/sfc/apa/4046190010.html,,   / 3br -    ,http://sfbay.craigslist.org/sfc/apa/index100.html
 (russian hill),"Completely furnished extra large flat with amazing views, 3-bed 2-bath",$9500,   / 3br - 2000ft² -    ,4031465561,-122.421105,Sep  4 2013,/sfc/apa/4031465561.html,37.805563,   / 3br - 2000ft² -    ,http://sfbay.craigslist.org/sfc/apa/index100.html
 (ingleside / SFSU / CCSF),"Cozy, Spacious, Comfy, Home!",$2184,   / 1br - 803ft² -    ,4046077632,-122.475223,Sep  4 2013,/sfc/apa/4046077632.html,37.720865,   / 1br - 803ft² -    ,http://sfbay.craigslist.org/sfc/apa/index100.html
 (ingleside / SFSU / CCSF),Come Check Out These Spacious One-Bedroom Homes at Avalon Ocean Avenue,$2655,   / 1br - 761ft² -    ,4046121274,,Sep  4 2013,/sfc/apa/4046121274.html,,   / 1br - 761ft² -    ,http://sfbay.craigslist.org/sfc/apa/index100.html
 (lower nob hill),AVA NOB HILL One bedroom Apartment for rent in Sepetember,$2712,   / 1br - 620ft² -    ,4038518160,-122.416257,Sep  4 2013,/sfc/apa/4038518160.html,37.788251,   / 1br - 620ft² -    ,http://sfbay.craigslist.org/sfc/apa/index100.html
 (downtown / civic / van ness),COME RENT!!!  NEW Studios w IN UNIT washer dryer!,$2426,   / 476ft² -    ,4043933970,-122.417182,Sep  3 2013,/sfc/apa/4043933970.html,37.776287,   / 476ft² -    ,http://sfbay.craigslist.org/sfc/apa/index700.html
 (SOMA / south beach),Spacious Jr 1 Bedroom in the Palms,$2800,   / 580ft² -    ,4039433799,-122.397301,Sep  3 2013,/sfc/apa/4039433799.html,37.778942,   / 580ft² -    ,http://sfbay.craigslist.org/sfc/apa/index700.html
 (cole valley / ashbury hts),1BR/1BA in Buena Vista/Ashbury Heights Private Entrance Open Thur 5:30,$2495,   / 1br -    ,4043841936,,Sep  3 2013,/sfc/apa/4043841936.html,,   / 1br -    ,http://sfbay.craigslist.org/sfc/apa/index700.html
 (financial district),Cozy 3rd Floor Studio in Convenient Location,$1700,      ,4043954339,-122.407060,Sep  3 2013,/sfc/apa/4043954339.html,37.789937,      ,http://sfbay.craigslist.org/sfc/apa/index700.html
 (richmond / seacliff),nice and clean upper unit for rent,$2600,   / 2br - 1200ft² -    ,4032540869,-122.496279,Sep  3 2013,/sfc/apa/4032540869.html,37.772018,   / 2br - 1200ft² -    ,http://sfbay.craigslist.org/sfc/apa/index700.html
 (pacific heights),Updated Unit on the 6th Floor with VIEWS OF THE MARINA!,$4800,   / 1br - 900ft² -    ,4000201304,-122.429313,Sep  3 2013,/sfc/apa/4000201304.html,37.792234,   / 1br - 900ft² -    ,http://sfbay.craigslist.org/sfc/apa/index700.html
 (financial district),"Studio: 6' windows, 11' high ceilings & great location",$2895,   / 500ft² -    ,4031933218,-122.400899,Sep  3 2013,/sfc/apa/4031933218.html,37.787772,   / 500ft² -    ,http://sfbay.craigslist.org/sfc/apa/index700.html
 (UNION SQUARE),BRIGHT AND CLEAN UNION SQUARE STUDIO!,$1495,      ,4043943789,-122.411044,Sep  3 2013,/sfc/apa/4043943789.html,37.784598,      ,http://sfbay.craigslist.org/sfc/apa/index700.html
 (tenderloin),Newly Remodeled Studio! ~ J.Wavro,$1995,      ,4044484422,-122.415883,Sep  3 2013,/sfc/apa/4044484422.html,37.783516,      ,http://sfbay.craigslist.org/sfc/apa/index500.html
" (San Francisco, CA 94123)",***3bd / 3.5ba house in Marina***,$8000,   / 3br -    ,4037279349,-122.437720,Sep  3 2013,/sfc/apa/4037279349.html,37.806369,   / 3br -    ,http://sfbay.craigslist.org/sfc/apa/index500.html
 (noe valley),"2 Bedroom Edwardian Condo for Rent $3,850",$3850,   / 2br - 1300ft² -    ,4044442331,-122.433000,Sep  3 2013,/sfc/apa/4044442331.html,37.758700,   / 2br - 1300ft² -    ,http://sfbay.craigslist.org/sfc/apa/index500.html
 (potrero hill),Last 1x1 at this price!  Beautiful views from our rooftop too!,$2950,   / 1br -    ,4044479915,-122.388640,Sep  3 2013,/sfc/apa/4044479915.html,37.761324,   / 1br -    ,http://sfbay.craigslist.org/sfc/apa/index500.html
 (tenderloin),Spacious Studio w/ Balcony at TL ~ J.Wavro,$1650,      ,4044477950,-122.414054,Sep  3 2013,/sfc/apa/4044477950.html,37.782794,      ,http://sfbay.craigslist.org/sfc/apa/index500.html
 (hayes valley),Studio Near Ballet Symphony Hayes Valley,$3200,      ,4023381710,,Sep  3 2013,/sfc/apa/4023381710.html,,      ,http://sfbay.craigslist.org/sfc/apa/index500.html
 (russian hill),Large 3 bedroom in Russian Hill includes 1 parking space! ,$10000,   / 3br -    ,4024840390,,Sep  3 2013,/sfc/apa/4024840390.html,,   / 3br -    ,http://sfbay.craigslist.org/sfc/apa/index500.html
 (marina / cow hollow), Marina 1 Bedroom,$2800,   / 1br -    ,4044674982,,Sep  3 2013,/sfc/apa/4044674982.html,,   / 1br -    ,http://sfbay.craigslist.org/sfc/apa/index400.html
 (SOMA / south beach),Furnished pristine 2/2 condo w/ parking! Pet nego. ~ J.Wavro,$5500,   / 2br -    ,4044671463,-122.388779,Sep  3 2013,/sfc/apa/4044671463.html,37.786899,   / 2br -    ,http://sfbay.craigslist.org/sfc/apa/index400.html
 (noe valley),Large Furnished Flat*Heart of Noe ,$7300,   / 4br - 2300ft² -    ,4025500393,-122.427123,Sep  3 2013,/sfc/apa/4025500393.html,37.748496,   / 4br - 2300ft² -    ,http://sfbay.craigslist.org/sfc/apa/index400.html
 (nob hill),Custom 1 Bedroom / 1.5 Bath,$5350,   / 1br - 1642ft² -    ,4044519239,-122.414404,Sep  3 2013,/sfc/apa/4044519239.html,37.792894,   / 1br - 1642ft² -    ,http://sfbay.craigslist.org/sfc/apa/index400.html
 (inner sunset / UCSF),Victorian house on 12 Ave/ Irving st ,$2800,   / 2br - 1200ft² -    ,4044666901,-122.469522,Sep  3 2013,/sfc/apa/4044666901.html,37.763896,   / 2br - 1200ft² -    ,http://sfbay.craigslist.org/sfc/apa/index400.html
 (SOMA / south beach),"Two Level Loft, Reserved Parking, and Storage Space",$3950,   / 1br - 1200ft² -    ,4044664622,-122.393445,Sep  3 2013,/sfc/apa/4044664622.html,37.786472,   / 1br - 1200ft² -    ,http://sfbay.craigslist.org/sfc/apa/index400.html
 (mission district),Stunning View Home in Excellent Location ~ J.Wavro,$8500,   / 3br -    ,4044656657,-122.430344,Sep  3 2013,/sfc/apa/4044656657.html,37.758756,   / 3br -    ,http://sfbay.craigslist.org/sfc/apa/index400.html
 (nob hill),3 BR Charming Spacious Nob Hill Apartment,$7100,   / 3br -    ,4024358013,-122.413638,Sep  4 2013,/sfc/apa/4024358013.html,37.792388,   / 3br -    ,http://sfbay.craigslist.org/sfc/apa/index300.html
 (excelsior / outer mission),"HOUSE for Rent, View, Granite Island, 2 bed",$2875,   / 2br -    ,4038042601,-122.250000,Sep  4 2013,/sfc/apa/4038042601.html,37.500000,   / 2br -    ,http://sfbay.craigslist.org/sfc/apa/index300.html
