SUMLEV,REGION,DIVISION,STATE,COUNTY,STNAME,CTYNAME,CENSUS2010POP,ESTIMATESBASE2010,POPESTIMATE2010,POPESTIMATE2011,POPESTIMATE2012,POPESTIMATE2013,POPESTIMATE2014,POPESTIMATE2015,POPESTIMATE2016,NPOPCHG_2010,NPOPCHG_2011,NPOPCHG_2012,NPOPCHG_2013,NPOPCHG_2014,NPOPCHG_2015,NPOPCHG_2016,BIRTHS2010,BIRTHS2011,BIRTHS2012,BIRTHS2013,BIRTHS2014,BIRTHS2015,BIRTHS2016,DEATHS2010,DEATHS2011,DEATHS2012,DEATHS2013,DEATHS2014,DEATHS2015,DEATHS2016,NATURALINC2010,NATURALINC2011,NATURALINC2012,NATURALINC2013,NATURALINC2014,NATURALINC2015,NATURALINC2016,INTERNATIONALMIG2010,INTERNATIONALMIG2011,INTERNATIONALMIG2012,INTERNATIONALMIG2013,INTERNATIONALMIG2014,INTERNATIONALMIG2015,INTERNATIONALMIG2016,DOMESTICMIG2010,DOMESTICMIG2011,DOMESTICMIG2012,DOMESTICMIG2013,DOMESTICMIG2014,DOMESTICMIG2015,DOMESTICMIG2016,NETMIG2010,NETMIG2011,NETMIG2012,NETMIG2013,NETMIG2014,NETMIG2015,NETMIG2016,RESIDUAL2010,RESIDUAL2011,RESIDUAL2012,RESIDUAL2013,RESIDUAL2014,RESIDUAL2015,RESIDUAL2016,GQESTIMATESBASE2010,GQESTIMATES2010,GQESTIMATES2011,GQESTIMATES2012,GQESTIMATES2013,GQESTIMATES2014,GQESTIMATES2015,GQESTIMATES2016,RBIRTH2011,RBIRTH2012,RBIRTH2013,RBIRTH2014,RBIRTH2015,RBIRTH2016,RDEATH2011,RDEATH2012,RDEATH2013,RDEATH2014,RDEATH2015,RDEATH2016,RNATURALINC2011,RNATURALINC2012,RNATURALINC2013,RNATURALINC2014,RNATURALINC2015,RNATURALINC2016,RINTERNATIONALMIG2011,RINTERNATIONALMIG2012,RINTERNATIONALMIG2013,RINTERNATIONALMIG2014,RINTERNATIONALMIG2015,RINTERNATIONALMIG2016,RDOMESTICMIG2011,RDOMESTICMIG2012,RDOMESTICMIG2013,RDOMESTICMIG2014,RDOMESTICMIG2015,RDOMESTICMIG2016,RNETMIG2011,RNETMIG2012,RNETMIG2013,RNETMIG2014,RNETMIG2015,RNETMIG2016
050,3,6,21,207,Kentucky,Russell County,17565,17568,17558,17676,17566,17725,17770,17636,17722,-10,118,-110,159,45,-134,86,60,222,232,224,189,213,202,37,237,224,213,230,233,220,23,-15,8,11,-41,-20,-18,4,14,15,9,12,14,14,-33,120,-130,144,87,-108,97,-29,134,-115,153,99,-94,111,-4,-1,-3,-5,-13,-20,-7,177,177,177,177,177,177,177,177,12.601464495,13.16610862,12.694454677,10.649387238,12.031859007,11.425985633,13.452914798,12.712104875,12.071066278,12.959571771,13.161611026,12.444142768,-0.851450304,0.4540037455,0.6233883993,-2.310184533,-1.129752019,-1.018157136,0.7946869501,0.8512570229,0.510045054,0.6761515706,0.7908264136,0.7918999943,6.8116024295,-7.377560865,8.1607208637,4.9020988872,-6.100660905,5.4867356751,7.6062893796,-6.526303842,8.6707659177,5.5782504578,-5.309834491,6.2786356694
050,3,6,21,209,Kentucky,Scott County,47173,47183,47457,48060,49066,50067,51308,52327,53972,274,603,1006,1001,1241,1019,1645,155,596,650,648,662,643,653,46,297,287,339,322,363,384,109,299,363,309,340,280,269,2,31,35,38,49,52,53,154,270,594,635,829,665,1282,156,301,629,673,878,717,1335,9,3,14,19,23,22,41,1316,1316,1316,1316,1317,1321,1321,1651,12.479453919,13.384675576,13.073345909,13.060419236,12.408935205,12.286098646,6.2187882785,5.909849062,6.8392967024,6.3526510481,7.0053553336,7.2249033387,6.2606656407,7.474826514,6.2340492066,6.7077681874,5.4035798717,5.0611953076,0.6490991132,0.7207133002,0.766646828,0.9667077682,1.0035219762,0.9971871796,5.6534438896,12.231534296,12.811071994,16.355117139,12.833502195,24.120640834,6.3025430028,12.952247596,13.577718822,17.321824908,13.837024171,25.117828013
050,3,6,21,211,Kentucky,Shelby County,42074,42056,42259,42917,43651,44290,44894,45591,46408,203,658,734,639,604,697,817,149,605,623,623,624,630,628,53,327,352,325,358,354,308,96,278,271,298,266,276,320,11,60,45,73,87,95,95,93,294,412,280,255,341,420,104,354,457,353,342,436,515,3,26,6,-12,-4,-15,-18,1696,1669,1722,1817,1823,1810,1806,1832,14.20587959,14.393309306,14.168590305,13.993541442,13.924959938,13.652322308,7.6782192167,8.132335274,7.3913191799,8.0283458916,7.8245012986,6.6957249535,6.5276603738,6.260974032,6.777271125,5.9651955508,6.1004586396,6.9565973543,1.4088475627,1.0396451345,1.6602040004,1.951022605,2.0997955462,2.0652398396,6.9033530572,9.5185287866,6.367905755,5.7185145318,7.5371608554,9.1305340275,8.3122006199,10.558173921,8.0281097554,7.6695371367,9.6369564016,11.195773867
050,3,6,21,213,Kentucky,Simpson County,17327,17327,17352,17326,17592,17760,17855,17990,18083,25,-26,266,168,95,135,93,67,245,240,206,203,230,220,71,183,207,158,184,176,157,-4,62,33,48,19,54,63,-1,3,4,9,9,10,10,32,-82,226,113,62,86,22,31,-79,230,122,71,96,32,-2,-9,3,-2,5,-15,-2,327,327,327,327,327,327,327,327,14.129995963,13.746491781,11.654220412,11.399691141,12.833031106,12.197488426,10.554241882,11.856349161,8.9386739081,10.332724975,9.8200585856,8.704571286,3.5757540804,1.8901426199,2.7155465037,1.0669661659,3.0129725206,3.4929171402,0.1730203587,0.2291081963,0.5091649695,0.505405026,0.5579578742,0.5544312921,-4.729223139,12.944613094,6.3928490609,3.4816790678,4.798437718,1.2197488426,-4.55620278,13.17372129,6.9020140303,3.9870840938,5.3563955921,1.7741801347
050,3,6,21,215,Kentucky,Spencer County,17061,17058,17108,17356,17426,17576,17736,17979,18274,50,248,70,150,160,243,295,38,216,196,155,204,215,219,12,131,127,132,117,144,150,26,85,69,23,87,71,69,-1,-4,-1,0,0,0,0,23,165,4,125,74,167,221,22,161,3,125,74,167,221,2,2,-2,2,-1,5,5,113,113,113,113,113,113,113,113,12.534818942,11.270197228,8.8566367636,11.554145899,12.039759205,12.081758751,7.6021355617,7.302627796,7.5424261471,6.6266425011,8.0638387232,8.2751772267,4.9326833798,3.9675694325,1.3142106165,4.9275033983,3.9759204816,3.8065815243,-0.232126277,-0.057501006,0,0,0,0,9.5752089136,0.2300040251,7.1424490029,4.191209787,9.3518129637,12.192094447,9.343082637,0.1725030188,7.1424490029,4.191209787,9.3518129637,12.192094447
050,3,6,21,217,Kentucky,Taylor County,24512,24512,24689,24997,25077,25156,25378,25567,25397,177,308,80,79,222,189,-170,75,311,317,340,364,296,319,90,280,260,305,277,303,321,-15,31,57,35,87,-7,-2,8,38,24,41,42,42,41,173,248,0,-13,88,142,-203,181,286,24,28,130,184,-162,11,-9,-1,16,5,12,-6,1035,1164,1297,1353,1376,1469,1435,1378,12.518616914,12.661261333,13.536917962,14.406142399,11.620374914,12.518640609,11.270780502,10.384630746,12.143411701,10.962916057,11.895181078,12.597127384,1.2478364127,2.2766305867,1.3935062608,3.4432263427,-0.274806164,-0.078486775,1.5296059252,0.9585812997,1.6323930484,1.6622471999,1.6488369811,1.6089788871,9.9826913014,0,-0.51758804,3.4828036569,5.5746393169,-7.96640766,11.512297227,0.9585812997,1.1148050087,5.1450508568,7.223476298,-6.357428773
050,3,6,21,219,Kentucky,Todd County,12460,12460,12427,12433,12639,12486,12466,12437,12295,-33,6,206,-153,-20,-29,-142,47,158,196,192,156,163,146,50,135,123,120,127,133,134,-3,23,73,72,29,30,12,6,11,9,-1,0,1,1,-37,-42,124,-211,-54,-72,-168,-31,-31,133,-212,-54,-71,-167,1,14,0,-13,5,12,13,195,195,195,195,195,195,195,195,12.711182623,15.634971283,15.28358209,12.504007695,13.090792274,11.806566392,10.860820595,9.8117421825,9.552238806,10.179544726,10.681444003,10.836163675,1.8503620274,5.8232291002,5.7313432836,2.3244629689,2.4093482713,0.9704027171,0.8849557522,0.7179323548,-0.07960199,0,0.080311609,0.0808668931,-3.378921963,9.8915124442,-16.7960199,-4.328310356,-5.782435851,-13.58563804,-2.493966211,10.609444799,-16.87562189,-4.328310356,-5.702124242,-13.50477115
050,3,6,21,221,Kentucky,Trigg County,14339,14334,14345,14215,14409,14308,14142,14210,14264,11,-130,194,-101,-166,68,54,28,141,154,145,147,128,131,61,169,142,189,190,165,172,-33,-28,12,-44,-43,-37,-41,0,0,0,0,0,0,0,47,-115,181,-45,-116,114,101,47,-115,181,-45,-116,114,101,-3,13,1,-12,-7,-9,-6,78,78,78,78,78,78,78,78,9.8739495798,10.76020123,10.098547898,10.333919156,9.0293453725,9.2013766945,11.834733894,9.9217439911,13.162934847,13.356766257,11.639390519,12.081196881,-1.960784314,0.8384572387,-3.064386948,-3.0228471,-2.610045147,-2.879820187,0,0,0,0,0,0,-8.053221289,12.646730017,-3.134032106,-8.154657293,8.0417607223,7.094191192,-8.053221289,12.646730017,-3.134032106,-8.154657293,8.0417607223,7.094191192
050,3,6,21,223,Kentucky,Trimble County,8809,8809,8803,8812,8830,8808,8732,8763,8620,-6,9,18,-22,-76,31,-143,27,99,110,100,93,93,96,8,73,75,89,89,90,101,19,26,35,11,4,3,-5,4,16,1,0,0,0,0,-26,-30,-16,-28,-81,31,-145,-22,-14,-15,-28,-81,31,-145,-3,-3,-2,-5,1,-3,7,41,41,41,41,41,41,41,41,11.240420097,12.470241469,11.339154099,10.604332953,10.631609031,11.045274118,8.2883905762,8.5024373654,10.091847148,10.148232611,10.288653901,11.620548812,2.9520295203,3.9678041038,1.2473069509,0.4561003421,0.34295513,-0.575274694,1.816633551,0.1133658315,0,0,0,0,-3.406187908,-1.813853305,-3.174963148,-9.236031927,3.5438696771,-16.68296612,-1.589554357,-1.700487473,-3.174963148,-9.236031927,3.5438696771,-16.68296612
050,3,6,21,225,Kentucky,Union County,15007,15007,15287,15277,15114,15111,15168,15053,14880,280,-10,-163,-3,57,-115,-173,40,167,163,185,186,180,188,51,161,140,159,166,177,178,-11,6,23,26,20,3,10,-1,1,9,7,6,7,6,274,-22,-200,-28,26,-107,-185,273,-21,-191,-21,32,-100,-179,18,5,5,-8,5,-18,-4,1371,1639,1648,1647,1668,1665,1663,1663,10.92788902,10.726859926,12.241521919,12.285742594,11.912246451,12.561387098,10.535270253,9.2132539239,10.521091811,10.964695003,11.71370901,11.89322821,0.3926187672,1.5136060018,1.7204301075,1.3210475907,0.1985374409,0.6681588882,0.0654364612,0.5922806094,0.4631927213,0.3963142772,0.4632540287,0.4008953329,-1.439602146,-13.16179132,-1.852770885,1.717361868,-7.081168724,-12.36093943,-1.374165685,-12.56951071,-1.389578164,2.1136761452,-6.617914695,-11.9600441
050,3,6,21,227,Kentucky,Warren County,113792,113781,114209,115558,117040,118948,120651,123159,125532,428,1349,1482,1908,1703,2508,2373,368,1467,1503,1568,1513,1651,1636,161,913,921,967,921,884,929,207,554,582,601,592,767,707,90,434,471,472,521,540,535,124,395,435,778,607,1183,1115,214,829,906,1250,1128,1723,1650,7,-34,-6,57,-17,18,16,6210,6260,6310,6146,6439,6318,6541,6453,12.769457755,12.923584898,13.288811295,12.629435014,13.543332923,13.156889473,7.9471812749,7.9192426418,8.195331966,7.6878451079,7.2515483368,7.4711187779,4.8222764801,5.0043422557,5.0934793295,4.9415899065,6.2917845864,5.6857706954,3.7777400584,4.0499058461,4.0002034002,4.3489330089,4.4296788483,4.3025280368,3.4382657214,3.7403589025,6.5935556045,5.0667991102,9.7042779213,8.9669509552,7.2160057798,7.7902647486,10.593759005,9.4157321191,14.13395677,13.269478992
050,3,6,21,229,Kentucky,Washington County,11717,11717,11743,11781,11879,11920,11994,12105,12189,26,38,98,41,74,111,84,21,120,143,166,148,119,129,54,135,144,129,121,118,129,-33,-15,-1,37,27,1,0,0,-3,10,24,30,32,32,66,45,87,-19,16,76,55,66,42,97,5,46,108,87,-7,11,2,-1,1,2,-3,389,389,389,447,422,426,426,426,10.20234654,12.087912088,13.950165973,12.377686711,9.8759284618,10.61990615,11.477639857,12.172442942,10.84079163,10.119595216,9.7929374663,10.61990615,-1.275293317,-0.084530854,3.1093743435,2.2580914945,0.0829909955,0,-0.255058663,0.8453085376,2.016891466,2.5089905495,2.6557118553,2.6343953239,3.8258799524,7.3541842773,-1.596705744,1.3381282931,6.3073156563,4.527866963,3.5708212889,8.1994928149,0.4201857221,3.8471188425,8.9630275115,7.162262287
050,3,6,21,231,Kentucky,Wayne County,20813,20813,20831,20883,20789,20676,20462,20404,20453,18,52,-94,-113,-214,-58,49,56,218,242,245,209,222,221,22,204,233,220,250,239,197,34,14,9,25,-41,-17,24,-1,-1,2,-4,-4,-4,-4,-9,41,-107,-83,-164,-9,24,-10,40,-105,-87,-168,-13,20,-6,-2,2,-51,-5,-28,5,331,331,331,331,331,331,331,331,10.452126384,11.614513342,11.817195225,10.160921775,10.864777566,10.818219644,9.7808889102,11.182568631,10.611358977,12.15421265,11.696765037,9.6433903615,0.6712374742,0.4319447111,1.2058362474,-1.993290875,-0.831987471,1.1748292826,-0.047945534,0.0959877136,-0.1929338,-0.194467402,-0.195761758,-0.19580488,1.9657668888,-5.135342676,-4.003376341,-7.973163498,-0.440463955,1.1748292826,1.9178213549,-5.039354963,-4.196310141,-8.167630901,-0.636225713,0.9790244022
050,3,6,21,233,Kentucky,Webster County,13621,13621,13595,13543,13476,13392,13234,13239,13316,-26,-52,-67,-84,-158,5,77,42,172,138,160,159,191,184,56,184,168,166,170,154,152,-14,-12,-30,-6,-11,37,32,1,3,8,14,13,14,13,-10,-35,-41,-97,-163,-40,39,-9,-32,-33,-83,-150,-26,52,-3,-8,-4,5,3,-6,-7,393,393,393,393,393,393,393,393,12.675952539,10.215033865,11.910078904,11.9432134,14.429796396,13.858030503,13.560321321,12.435693401,12.356706863,12.769473447,11.634495524,11.447938241,-0.884368782,-2.220659536,-0.446627959,-0.826260047,2.7953008726,2.4100922613,0.2210921954,0.5921758762,1.0421319041,0.9764891459,1.0576814112,0.9790999812,-2.579408947,-3.034901366,-7.220485336,-12.2436716,-3.021946889,2.9372999435,-2.358316751,-2.442725489,-6.178353432,-11.26718245,-1.964265478,3.9163999247
050,3,6,21,235,Kentucky,Whitley County,35637,35637,35747,35656,35621,35751,35743,36000,36096,110,-91,-35,130,-8,257,96,132,537,534,518,602,572,571,77,467,433,482,468,463,442,55,70,101,36,134,109,129,8,27,17,10,11,11,11,48,-274,-156,68,-142,129,-48,56,-247,-139,78,-131,140,-37,-1,86,3,16,-11,8,4,1590,1660,1736,1710,1758,1736,1738,1739,15.041384816,14.983795614,14.515496273,16.840574034,15.94580656,15.839991123,13.080682884,12.149781837,13.506697304,13.092007721,12.907182582,12.261429206,1.9607019313,2.8340137772,1.0087989688,3.7485663133,3.0386239773,3.5785619174,0.7562707449,0.4770122199,0.2802219358,0.3077181302,0.3066501261,0.3051486906,-7.67474756,-4.377288606,1.9055091633,-3.972361317,3.5961696612,-1.331557923,-6.918476815,-3.900276386,2.185731099,-3.664643187,3.9028197873,-1.026409232
050,3,6,21,237,Kentucky,Wolfe County,7355,7355,7352,7366,7205,7275,7237,7230,7159,-3,14,-161,70,-38,-7,-71,26,109,84,88,81,85,82,14,93,104,110,97,107,103,12,16,-20,-22,-16,-22,-21,0,0,0,0,0,0,0,-13,-2,-142,98,-25,8,-57,-13,-2,-142,98,-25,8,-57,-2,0,1,-6,3,7,7,132,132,132,132,132,132,132,132,14.811795081,11.529750875,12.154696133,11.163175303,11.750881316,11.397595385,12.637586629,14.274929655,15.193370166,13.368246968,14.792285892,14.316491765,2.1742084522,-2.74517878,-3.038674033,-2.205071665,-3.041404576,-2.918896379,0,0,0,0,0,0,-0.271776057,-19.49076934,13.535911602,-3.445424476,1.1059653003,-7.922718743,-0.271776057,-19.49076934,13.535911602,-3.445424476,1.1059653003,-7.922718743
050,3,6,21,239,Kentucky,Woodford County,24939,24941,25032,24921,25072,25294,25591,25876,26124,91,-111,151,222,297,285,248,81,295,260,273,275,272,282,35,220,211,225,224,223,226,46,75,49,48,51,49,56,0,-4,22,26,30,37,37,46,-177,82,138,208,179,150,46,-181,104,164,238,216,187,-1,-5,-2,10,8,20,5,329,333,338,325,320,307,341,327,11.811102436,10.401456204,10.840646468,10.808686253,10.569879729,10.846153846,8.808279783,8.4411817654,8.9345987372,8.8041662572,8.6657469835,8.6923076923,3.0028226533,1.9602744384,1.9060477306,2.0045199961,1.9041327453,2.1538461538,-0.160150542,0.8801232173,1.0324425207,1.1791294095,1.4378145219,1.4230769231,-7.086661462,3.2804592643,5.4798872255,8.1752972389,6.955913498,5.7692307692,-7.246812003,4.1605824815,6.5123297463,9.3544266483,8.3937280199,7.1923076923
040,3,7,22,000,Louisiana,Louisiana,4533372,4533479,4544996,4575404,4603429,4626402,4647880,4668960,4681666,11517,30408,28025,22973,21478,21080,12706,14576,62303,62265,62531,64213,63995,63570,9178,40758,40744,43787,43576,44002,45030,5398,21545,21521,18744,20637,19993,18540,1818,6641,7278,6513,7175,7660,7223,4142,2206,-1040,-2451,-5726,-7238,-12243,5960,8847,6238,4062,1449,422,-5020,159,16,266,167,-608,665,-814,127534,127557,127917,128615,128595,128351,128591,128612,13.662339371,13.567084182,13.549760554,13.847540974,13.737490394,13.596950621,8.9377658875,8.8778170384,9.4881477245,9.397169506,9.4456918869,9.6314407185,4.7245734836,4.6892671432,4.0616128291,4.4503714681,4.2917985068,3.9655099028,1.4562957765,1.5858225114,1.4112934462,1.5472895907,1.6443343451,1.5449233025,0.4837507127,-0.226608328,-0.531103982,-1.234812571,-1.553745691,-2.618648206,1.9400464892,1.3592141833,0.8801894639,0.3124770198,0.0905886545,-1.073724904
050,3,7,22,001,Louisiana,Acadia Parish,61773,61770,61850,61775,61884,62169,62562,62601,62645,80,-75,109,285,393,39,44,211,868,878,882,919,887,875,114,692,617,691,601,677,668,97,176,261,191,318,210,207,8,39,41,43,51,52,52,-22,-280,-184,66,58,-270,-217,-14,-241,-143,109,109,-218,-165,-3,-10,-9,-15,-34,47,2,1050,1050,1050,1050,1050,1050,1050,1050,14.042467139,14.200341261,14.219728664,14.735711251,14.173517733,13.972502116,11.195146613,9.9790553053,11.140399668,9.6367382607,10.817893467,10.66700733,2.8473205258,4.2212859557,3.0793289965,5.0989729899,3.355624266,3.3054947863,0.6309403438,0.6631138858,0.6932520777,0.8177598191,0.8309164849,0.83036584,-4.529828109,-2.975925731,1.0640613286,0.9300013629,-4.314374056,-3.465180525,-3.898887765,-2.312811845,1.7573134064,1.7477611821,-3.483457571,-2.634814685
050,3,7,22,003,Louisiana,Allen Parish,25764,25764,25738,25727,25566,25597,25644,25602,25684,-26,-11,-161,31,47,-42,82,79,351,312,351,326,331,319,84,248,243,231,279,234,240,-5,103,69,120,47,97,79,5,13,4,6,6,7,7,-26,-133,-230,-71,8,-146,-2,-21,-120,-226,-65,14,-139,5,0,6,-4,-24,-14,0,-2,4200,4200,4200,4186,4180,4182,4184,4180,13.640338094,12.165402687,13.72085296,12.724185711,12.918081411,12.440042117,9.6376177985,9.4749770924,9.0299630592,10.889717219,9.1324200913,9.3592793355,4.0027202953,2.6904255941,4.6908899009,1.834468492,3.7856613199,3.0807627813,0.5051977072,0.1559667011,0.234544495,0.2341874671,0.273192054,0.2729789806,-5.168561158,-8.968085314,-2.775443191,0.3122499561,-5.698005698,-0.077993994,-4.663363451,-8.812118613,-2.540898696,0.5464374232,-5.424813644,0.1949849862
050,3,7,22,005,Louisiana,Ascension Parish,107215,107194,107851,110039,112235,114557,117291,119373,121587,657,2188,2196,2322,2734,2082,2214,371,1655,1538,1635,1715,1784,1765,114,663,619,681,737,843,842,257,992,919,954,978,941,923,13,98,105,95,111,119,116,368,1061,1150,1242,1607,974,1152,381,1159,1255,1337,1718,1093,1268,19,37,22,31,38,48,23,790,790,790,790,790,790,790,790,15.191151498,13.838775565,14.418498007,14.794175494,15.076226211,14.649734396,6.0856395429,5.5697022594,6.0055028396,6.3576136089,7.1240239327,6.9887118194,9.1055119556,8.2690733059,8.4129951674,8.4365618854,7.9522022783,7.6610225764,0.8995364634,0.9447798663,0.8377720555,0.957523895,1.005645134,0.962815405,9.7388590573,10.347589012,10.952767293,13.862530624,8.23107866,9.561752988,10.638395521,11.292368878,11.790539349,14.820054518,9.2367237941,10.524568393
050,3,7,22,007,Louisiana,Assumption Parish,23421,23421,23352,23201,23089,23207,23028,22846,22695,-69,-151,-112,118,-179,-182,-151,62,252,268,276,245,260,249,86,203,212,213,223,220,222,-24,49,56,63,22,40,27,1,3,9,14,15,15,15,-47,-196,-178,48,-222,-222,-177,-46,-193,-169,62,-207,-207,-162,1,-7,1,-7,6,-15,-16,199,199,199,199,199,199,199,199,10.826369944,11.579174768,11.923276309,10.598031794,11.335396957,10.935201247,8.7212424548,9.1596457118,9.2016588906,9.6463717963,9.5914897327,9.7494565337,2.1051274891,2.419529056,2.7216174184,0.9516599978,1.7439072241,1.1857447136,0.1288853565,0.388852884,0.6048038707,0.6488590894,0.6539652091,0.6587470631,-8.420509956,-7.690645928,2.0736132711,-9.603114524,-9.678685094,-7.773215344,-8.2916246,-7.301793044,2.6784171419,-8.954255434,-9.024719885,-7.114468281
050,3,7,22,009,Louisiana,Avoyelles Parish,42073,42073,42090,41830,41612,41308,41147,41077,41117,17,-260,-218,-304,-161,-70,40,126,568,580,528,562,549,535,81,514,514,519,535,453,457,45,54,66,9,27,96,78,7,25,37,32,35,35,35,-29,-354,-324,-337,-210,-221,-79,-22,-329,-287,-305,-175,-186,-44,-6,15,3,-8,-13,20,6,3343,3343,3343,3343,3343,3344,3347,3343,13.536701621,13.901871959,12.735166425,13.631677885,13.353765324,13.017981848,12.249761678,12.319934805,12.518089725,12.976775211,11.018680677,11.120033092,1.2869399428,1.581937154,0.2170767004,0.6549026742,2.3350846468,1.8979487554,0.5958055291,0.886843556,0.7718282682,0.848947911,0.8513329442,0.8516436723,-8.436606292,-7.765873301,-8.12831645,-5.093687466,-5.375559447,-1.922281432,-7.840800763,-6.879029745,-7.356488181,-4.244739555,-4.524226503,-1.070637759
050,3,7,22,011,Louisiana,Beauregard Parish,35654,35654,35848,36074,36313,36241,36216,36477,36927,194,226,239,-72,-25,261,450,137,458,509,484,493,497,498,113,313,317,344,390,357,378,24,145,192,140,103,140,120,10,21,59,38,31,36,21,155,70,-8,-264,-141,89,292,165,91,51,-226,-110,125,313,5,-10,-4,14,-18,-4,17,1300,1300,1300,1300,1299,1300,1296,1295,12.736019577,14.063298659,13.341786807,13.608070994,13.673943846,13.568742848,8.7038736409,8.7584787324,9.4825922761,10.765005452,9.8221286781,10.299166258,4.0321459359,5.3048199262,3.859194531,2.8430655423,3.8518151679,3.2695765898,0.5839659631,1.6301269565,1.0474956584,0.8556799205,0.9904667575,0.5721759032,1.9465532104,-0.221034164,-7.277338258,-3.891963509,2.4486539282,7.9559697019,2.5305191735,1.4090927929,-6.2298426,-3.036283589,3.4391206856,8.5281456051
050,3,7,22,013,Louisiana,Bienville Parish,14353,14353,14329,14232,14167,13945,13771,13871,13865,-24,-97,-65,-222,-174,100,-6,31,189,212,173,157,188,188,69,219,205,215,217,171,204,-38,-30,7,-42,-60,17,-16,0,-1,0,0,0,0,0,17,-79,-73,-186,-111,72,7,17,-80,-73,-186,-111,72,7,-3,13,1,6,-3,11,3,319,319,319,319,319,319,319,319,13.234830713,14.930103173,12.307911212,11.329196132,13.602488966,13.556388809,15.335597493,14.437128068,15.295959021,15.658825227,12.372476666,14.710124027,-2.10076678,0.4929751048,-2.988047809,-4.329629095,1.2300123001,-1.153735218,-0.070025559,0,0,0,0,0,-5.532019187,-5.141026092,-13.23278315,-8.009813826,5.2094638593,0.5047591578,-5.602044746,-5.141026092,-13.23278315,-8.009813826,5.2094638593,0.5047591578
050,3,7,22,015,Louisiana,Bossier Parish,116979,116979,117628,120039,123165,123894,124894,125588,126057,649,2411,3126,729,1000,694,469,435,1756,1851,1801,1838,1805,1814,169,943,934,968,1012,1029,1050,266,813,917,833,826,776,764,69,127,407,274,297,335,260,298,1449,1744,-339,-157,-418,-535,367,1576,2151,-65,140,-83,-275,16,22,58,-39,34,1,-20,1961,1961,2125,2662,2641,2373,2567,2567,14.776977872,15.221789115,14.579513396,14.775632265,14.412213253,14.41713525,7.9354727413,7.6807947238,7.8361848789,8.1354406161,8.216159245,8.3450893123,6.8415051311,7.5409943915,6.7433285167,6.6401916491,6.1960540079,6.0720459377,1.0687222038,3.3469844246,2.2180936537,2.3875749634,2.6748429029,2.0664030678,12.193531285,14.341869377,-2.744283754,-1.262118752,-3.337565174,-4.252021697,13.262253489,17.688853802,-0.5261901,1.1254562117,-0.662722271,-2.185618629
050,3,7,22,017,Louisiana,Caddo Parish,254969,254969,255694,257005,257396,255224,252747,251405,248851,725,1311,391,-2172,-2477,-1342,-2554,981,3869,3861,3801,3771,3598,3506,595,2641,2633,2875,2785,2700,2731,386,1228,1228,926,986,898,775,69,161,261,227,243,258,233,262,41,-1087,-3363,-3654,-2459,-3479,331,202,-826,-3136,-3411,-2201,-3246,8,-119,-11,38,-52,-39,-83,6247,6244,6245,6248,6254,6257,6256,6259,15.09267621,15.011634892,14.829698412,14.847304275,14.27347308,14.016823386,10.30234114,10.237149617,11.216885802,10.965192895,10.711055396,10.918409774,4.7903350699,4.7744852751,3.6128126097,3.8821113804,3.5624176836,3.0984136122,0.6280488162,1.0147725218,0.8856462877,0.9567475309,1.023500849,0.9315230602,0.1599378973,-4.226274832,-13.12083024,-14.38664806,-9.754994525,-13.90887865,0.7879867135,-3.21150231,-12.23518396,-13.42990053,-8.731493677,-12.97735559
050,3,7,22,019,Louisiana,Calcasieu Parish,192768,192770,193104,193825,194563,195491,196815,198693,200601,334,721,738,928,1324,1878,1908,599,2610,2726,2741,2771,2757,2775,498,1860,1818,1930,1988,1991,1997,101,750,908,811,783,766,778,48,196,189,162,188,193,189,196,-115,-355,-3,404,885,1043,244,81,-166,159,592,1078,1232,-11,-110,-4,-42,-51,34,-102,3796,3796,3796,3798,3798,3798,3798,3801,13.490847158,14.037508883,14.054464254,14.126727605,13.941563761,13.899532675,9.6141669402,9.3617722484,9.896065673,10.13494568,10.068064363,10.002654686,3.8766802178,4.6757366345,4.1583985807,3.9917819253,3.8734993982,3.8968779897,1.0131057636,0.9732535506,0.8306542171,0.958435507,0.9759600311,0.9466708741,-0.5944243,-1.828068838,-0.015382486,2.0596167278,4.4752571377,5.2242207496,0.4186814635,-0.854815288,0.8152717316,3.0180522347,5.4512171688,6.1708916237
050,3,7,22,021,Louisiana,Caldwell Parish,10132,10132,10138,10095,10012,9932,9923,10032,10087,6,-43,-83,-80,-9,109,55,38,142,103,102,134,157,154,15,115,151,124,124,115,125,23,27,-48,-22,10,42,29,0,6,1,3,3,3,3,-11,-74,-36,-56,-24,61,18,-11,-68,-35,-53,-21,64,21,-6,-2,0,-5,2,3,5,584,584,584,584,584,584,584,584,14.036475065,10.245188243,10.228640193,13.497859481,15.73540466,15.308911974,11.367567835,15.0196449,12.434817489,12.490556535,11.52593335,12.426064914,2.6689072308,-4.774456657,-2.206177296,1.0073029464,4.2094713104,2.88284706,0.5930904957,0.099467847,0.3008423586,0.3021908839,0.3006765222,0.2982255579,-7.314782781,-3.580842493,-5.615724027,-2.417527071,6.1137559509,1.7893533476,-6.721692285,-3.481374646,-5.314881669,-2.115336187,6.4144324731,2.0875789055
